"","gargrabchl","wbwinddir","wbwindspeed"
"1",23.4881032283604,125.984471559402,10.6374088322808
"2",15.9298360055579,130.354442333296,10.120925636544
"3",1.67165220786922,134.693744619016,8.36239347772553
"4",8.38705998644013,132.405914166754,6.59652073192257
"5",6.32942592849277,124.40879493891,6.0514943783435
"6",15.1409389380133,117.678413238397,7.07026995301004
"7",21.4127858856623,114.032410966407,8.73400010203618
"8",24.402285125978,114.223555648464,9.810762206835
"9",2.15286065268092,119.08262488301,9.66857734849285
"10",13.3984462486032,126.773949786771,9.09595970991565
"11",5.45818413566733,135.649203514588,9.0897759676992
"12",1.26092289166605,141.54101386019,9.85681787580121
"13",3.69434120117161,140.64524961873,10.5655544866096
"14",-4.37419674231605,134.172897504553,10.1469427831342
"15",4.98269463022566,125.116256931727,8.46357213224221
"16",8.36920117969654,115.500028936881,6.5732050978383
"17",12.0606000085673,110.196216086778,5.83458564280574
"18",12.4281874422247,111.179802481628,6.73367002902276
"19",54.3361913868265,119.657518158675,8.48942742952527
"20",45.0925962652716,134.731040092178,9.76711887110442
"21",35.7608458372634,151.045402156511,9.91198781312854
"22",32.4611722053757,163.337500453001,9.39549613750521
"23",36.7553248374136,168.616070263762,9.18761168249371
"24",50.9251723908698,164.58380500395,9.67963834707374
"25",37.5774809766699,153.737005938977,10.2846067070797
"26",17.7878103925976,137.61640429325,10.0225553157868
"27",10.4579616159532,121.140450781287,8.61734081410835
"28",42.3167903891787,109.884641924681,6.88176576938767
"29",25.0058635129183,105.433088122519,6.10617462103319
"30",27.5020133465181,108.742344230823,6.87583601980266
"31",28.0831545996217,119.308984091862,8.52659450576535
"32",34.2574617151189,133.57741445537,9.8025602671985
"33",41.6430926785197,147.587921939953,9.97474359666059
"34",31.6183521252283,157.514244575989,9.41418099298282
"35",25.8609343514733,160.220634214929,9.0620282170047
"36",34.8020136159763,156.213034250906,9.40321942322123
"37",52.665152872035,148.03779025231,9.96215973725946
"38",20.9323719671532,136.368731940374,9.79498036721905
"39",21.2581006282757,125.589241423824,8.54815137097343
"40",23.5705623330018,119.07265218933,6.95442934717438
"41",40.6534683948881,117.795280733596,6.25101247529821
"42",48.193882012415,122.269067398515,7.03447232845245
"43",35.4975649002762,129.81899462297,8.71858250361991
"44",26.6538247004487,139.369003366354,10.0249721773021
"45",36.0202671322089,149.659987576398,10.1832740189432
"46",45.5751395685967,155.370472362471,9.49395602044254
"47",24.7150931656791,154.824339757287,8.92458301343259
"48",28.9776924596773,147.763132813023,9.09315802306581
"49",18.4058261988532,134.680378747067,9.64000830261309
"50",16.1003266987657,119.944050837943,9.61425216333148
"51",11.9318957179469,105.68928699929,8.54369146808619
"52",9.47852879280092,96.3192726453091,7.01181771082034
"53",14.3061113775492,96.4535346109838,6.22359286209137
"54",25.5484111263476,105.71715566463,6.89499255026938
"55",25.1561567929629,122.592467282264,8.57266090396857
"56",12.2193738225629,142.121169165035,10.0137227092413
"57",22.9974732651842,159.117229954215,10.336524447312
"58",18.9715635153993,168.817769058281,9.68050665841867
"59",24.047570815618,167.511103611342,8.98294024574993
"60",18.5350204769957,155.501338453944,8.96506408965938
"61",6.97359381576889,138.602182697413,9.41290234427495
"62",-1.05914089248964,121.570657802374,9.4643052017571
"63",2.91524639017871,108.51980552619,8.57092485533312
"64",4.29009572065964,103.5511969008,7.16916041089245
"65",5.21953193722029,107.157997424386,6.37819452567775
"66",12.7794439069507,116.350743813162,6.95788583171526
"67",5.53820162927889,127.910941886601,8.55700193247676
"68",11.825934306705,136.659895367032,10.0117885806466
"69",17.7637987987393,140.954403529857,10.3569906828185
"70",23.1031899771994,141.359589052042,9.66367567150948
"71",25.0691805933724,139.167710214898,8.85995077170395
"72",23.6898293265038,136.809450754661,8.74334390891598
"73",14.6387265470816,137.2377355319,9.17504810119486
"74",11.6114863191934,142.115296251702,9.30665669668696
"75",14.4229936039135,150.919044039222,8.50768654768216
"76",13.8037864403408,159.563930476717,7.16471011836633
"77",20.0324764886775,164.469064345393,6.37350356565787
"78",19.5777864104311,163.716926110102,6.93830374685959
"79",16.4734875068738,155.856433169516,8.6077586857429
"80",17.2802653565627,142.645733131918,10.1953916331315
"81",23.0040633507896,128.886460784326,10.6204891487551
"82",25.5341774220285,119.751461341243,9.82448628001949
"83",23.742752745872,120.139422876166,8.75213960539645
"84",17.6570236940285,129.742369985544,8.37204484098916
"85",11.6618674160226,146.678021072125,8.72163345022175
"86",8.3673353634379,167.075409420096,8.99619365586145
"87",7.83287662363132,185.716573588585,8.44443832323514
"88",11.6804825192505,197.405696938646,7.19726548865675
"89",17.5156959235825,197.109372216566,6.22619594930941
"90",17.5157327941849,187.040744868278,6.53335818534942
"91",14.471784449751,171.354219083628,8.07849843230458
"92",16.4882110002036,153.790245400076,9.98696350073633
"93",23.9385761383944,139.447064323051,10.8948896270103
"94",28.5496373981115,132.76131633738,10.3851828733991
"95",23.769963613313,136.872095846072,9.2068078500416
"96",14.5682317620981,150.207779201354,8.31607350587712
