#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 00 00 107  6.7  7.5 99.00 99.00 99.00 999 1021.9  21.7  20.4 999.0 99.0 99.00
2013 01 01 01 00 116  5.9  7.1 99.00 99.00 99.00 999 1022.2  21.8  20.3 999.0 99.0 99.00
2013 01 01 02 00 125  6.3  7.8 99.00 99.00 99.00 999 1022.3  22.0  20.3 999.0 99.0 99.00
2013 01 01 03 00 114  6.9  7.8 99.00 99.00 99.00 999 1022.3  22.0  20.2 999.0 99.0 99.00
2013 01 01 04 00 112  5.1  5.6 99.00 99.00 99.00 999 1022.3  21.9  20.2 999.0 99.0 99.00
2013 01 01 05 00 108  5.7  6.5 99.00 99.00 99.00 999 1022.1  21.9  20.1 999.0 99.0 99.00
2013 01 01 06 00 135  4.5  5.1 99.00 99.00 99.00 999 1021.6  22.1  20.0 999.0 99.0 99.00
2013 01 01 07 00 117  4.9  5.6 99.00 99.00 99.00 999 1021.1  21.9  20.0 999.0 99.0 99.00
2013 01 01 08 00 131  4.6  5.2 99.00 99.00 99.00 999 1021.1  22.0  20.0 999.0 99.0 99.00
2013 01 01 09 00 103  4.6  5.2 99.00 99.00 99.00 999 1021.1  22.2  20.0 999.0 99.0 99.00
2013 01 01 10 00 133  4.0  4.6 99.00 99.00 99.00 999 1020.9  22.2  20.0 999.0 99.0 99.00
2013 01 01 11 00 129  5.1  5.6 99.00 99.00 99.00 999 1020.5  22.4  20.1 999.0 99.0 99.00
2013 01 01 12 00 123  6.3  7.3 99.00 99.00 99.00 999 1020.4  22.3  20.1 999.0 99.0 99.00
2013 01 01 13 00 125  4.7  5.6 99.00 99.00 99.00 999 1020.6  22.2  20.0 999.0 99.0 99.00
2013 01 01 14 00 127  4.8  5.5 99.00 99.00 99.00 999 1021.2  22.2  20.1 999.0 99.0 99.00
2013 01 01 15 00 138  5.8  6.5 99.00 99.00 99.00 999 1021.5  22.8  20.1 999.0 99.0 99.00
2013 01 01 16 00 147  5.5  5.9 99.00 99.00 99.00 999 1021.4  22.8  20.2 999.0 99.0 99.00
2013 01 01 17 00 143  5.6  6.0 99.00 99.00 99.00 999 1020.5  22.9  20.4 999.0 99.0 99.00
2013 01 01 18 00 155  5.1  5.6 99.00 99.00 99.00 999 1019.2  23.0  20.5 999.0 99.0 99.00
2013 01 01 19 00 148  5.0  5.4 99.00 99.00 99.00 999 1018.2  23.2  20.7 999.0 99.0 99.00
2013 01 01 20 00 146  4.6  5.1 99.00 99.00 99.00 999 1017.9  23.2  20.9 999.0 99.0 99.00
2013 01 01 21 00 145  4.0  4.2 99.00 99.00 99.00 999 1017.8  23.2  21.1 999.0 99.0 99.00
2013 01 01 22 00 143  3.7  4.1 99.00 99.00 99.00 999 1017.7  23.0  21.2 999.0 99.0 99.00
2013 01 01 23 00 142  3.5  3.8 99.00 99.00 99.00 999 1017.9  22.5  21.3 999.0 99.0 99.00
2013 01 02 00 00 138  2.9  3.4 99.00 99.00 99.00 999 1018.0  22.5  21.2 999.0 99.0 99.00
2013 01 02 01 00 134  2.5  2.7 99.00 99.00 99.00 999 1018.2  22.4  21.3 999.0 99.0 99.00
2013 01 02 02 00 116  2.4  2.6 99.00 99.00 99.00 999 1018.5  22.4  21.2 999.0 99.0 99.00
2013 01 02 03 00 122  2.5  2.6 99.00 99.00 99.00 999 1018.9  22.2  21.2 999.0 99.0 99.00
2013 01 02 04 00 121  2.3  2.4 99.00 99.00 99.00 999 1018.7  22.1  21.2 999.0 99.0 99.00
2013 01 02 05 00 112  1.7  1.8 99.00 99.00 99.00 999 1018.5  22.1  21.2 999.0 99.0 99.00
2013 01 02 06 00 123  2.0  2.1 99.00 99.00 99.00 999 1017.9  21.9  21.1 999.0 99.0 99.00
2013 01 02 07 00 134  2.0  2.2 99.00 99.00 99.00 999 1017.7  21.8  21.0 999.0 99.0 99.00
2013 01 02 08 00 163  2.5  2.6 99.00 99.00 99.00 999 1017.4  21.9  21.0 999.0 99.0 99.00
2013 01 02 09 00 115  1.8  1.8 99.00 99.00 99.00 999 1017.4  21.9  21.0 999.0 99.0 99.00
2013 01 02 10 00 152  2.1  2.2 99.00 99.00 99.00 999 1017.5  21.9  21.1 999.0 99.0 99.00
2013 01 02 11 00 148  2.3  2.4 99.00 99.00 99.00 999 1017.7  22.0  21.1 999.0 99.0 99.00
2013 01 02 12 00 108  1.9  2.0 99.00 99.00 99.00 999 1018.2  21.8  21.0 999.0 99.0 99.00
2013 01 02 13 00  45  0.9  1.0 99.00 99.00 99.00 999 1018.9  21.7  20.9 999.0 99.0 99.00
2013 01 02 14 00  27  1.3  1.5 99.00 99.00 99.00 999 1019.3  21.6  20.9 999.0 99.0 99.00
2013 01 02 15 00 139  2.4  2.8 99.00 99.00 99.00 999 1019.5  22.4  21.0 999.0 99.0 99.00
2013 01 02 16 00 150  2.8  3.2 99.00 99.00 99.00 999 1019.2  23.3  21.2 999.0 99.0 99.00
2013 01 02 17 00 173  2.9  3.1 99.00 99.00 99.00 999 1018.4  23.6  21.4 999.0 99.0 99.00
2013 01 02 18 00 239  1.5  2.0 99.00 99.00 99.00 999 1017.7  23.3  21.7 999.0 99.0 99.00
2013 01 02 19 00 333  1.2  1.4 99.00 99.00 99.00 999 1017.1  23.9  21.9 999.0 99.0 99.00
2013 01 02 20 00  35  1.5  1.7 99.00 99.00 99.00 999 1016.9  23.1  22.1 999.0 99.0 99.00
2013 01 02 21 00  69  1.4  2.1 99.00 99.00 99.00 999 1016.8  23.0  22.2 999.0 99.0 99.00
2013 01 02 22 00 174  0.4  1.1 99.00 99.00 99.00 999 1017.0  23.7  22.4 999.0 99.0 99.00
2013 01 02 23 00 181  1.5  1.7 99.00 99.00 99.00 999 1017.2  23.2  22.4 999.0 99.0 99.00
2013 01 03 00 00 172  0.4  0.5 99.00 99.00 99.00 999 1017.6  22.9  22.3 999.0 99.0 99.00
2013 01 03 01 00 117  1.6  1.8 99.00 99.00 99.00 999 1017.9  22.5  22.3 999.0 99.0 99.00
2013 01 03 02 00  98  0.9  1.0 99.00 99.00 99.00 999 1018.4  22.4  22.3 999.0 99.0 99.00
2013 01 03 03 00  52  1.1  1.2 99.00 99.00 99.00 999 1018.7  22.3  22.3 999.0 99.0 99.00
2013 01 03 04 00  47  1.2  1.3 99.00 99.00 99.00 999 1018.5  22.0  22.3 999.0 99.0 99.00
2013 01 03 05 00  97  1.9  2.1 99.00 99.00 99.00 999 1018.0  22.1  22.3 999.0 99.0 99.00
2013 01 03 06 00 134  2.4  2.5 99.00 99.00 99.00 999 1017.8  22.1  22.3 999.0 99.0 99.00
2013 01 03 07 00 126  2.1  2.3 99.00 99.00 99.00 999 1017.6  22.5  22.3 999.0 99.0 99.00
2013 01 03 08 00 129  2.3  2.4 99.00 99.00 99.00 999 1017.6  22.5  22.2 999.0 99.0 99.00
2013 01 03 09 00  99  2.0  2.1 99.00 99.00 99.00 999 1017.6  22.5  22.2 999.0 99.0 99.00
2013 01 03 10 00 125  2.6  2.8 99.00 99.00 99.00 999 1017.8  22.6  22.2 999.0 99.0 99.00
