#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 02 18 20 00 311  7.0  8.1 99.00 99.00 99.00 999 1020.9  14.2  16.9 999.0 99.0 99.00
2010 02 18 21 00 307  5.4  6.2 99.00 99.00 99.00 999 1020.6  13.9  17.0 999.0 99.0 99.00
2010 02 18 22 00 310  7.2  8.2 99.00 99.00 99.00 999 1020.7  14.0  17.1 999.0 99.0 99.00
2010 02 18 23 00 318  6.5  7.8 99.00 99.00 99.00 999 1020.5  14.1  17.0 999.0 99.0 99.00
2010 02 19 00 00 326  6.8  7.4 99.00 99.00 99.00 999 1020.6  14.2  16.9 999.0 99.0 99.00
2010 02 19 01 00 336  6.8  7.3 99.00 99.00 99.00 999 1021.2  14.3  16.8 999.0 99.0 99.00
2010 02 19 02 00 349  7.0  7.6 99.00 99.00 99.00 999 1021.2  14.3  16.7 999.0 99.0 99.00
2010 02 19 03 00 348  6.1  6.9 99.00 99.00 99.00 999 1021.5  14.3  16.6 999.0 99.0 99.00
2010 02 19 04 00 355  5.6  6.3 99.00 99.00 99.00 999 1021.5  14.2  16.6 999.0 99.0 99.00
2010 02 19 05 00   2  4.3  4.8 99.00 99.00 99.00 999 1021.5  14.2  16.5 999.0 99.0 99.00
2010 02 19 06 00   6  3.7  4.3 99.00 99.00 99.00 999 1021.3  13.8  16.5 999.0 99.0 99.00
2010 02 19 07 00  12  5.1  5.7 99.00 99.00 99.00 999 1020.9  13.4  16.4 999.0 99.0 99.00
2010 02 19 08 00   6  6.7  7.3 99.00 99.00 99.00 999 1020.5  13.1  16.4 999.0 99.0 99.00
2010 02 19 09 00  14  6.7  7.7 99.00 99.00 99.00 999 1020.4  13.0  16.2 999.0 99.0 99.00
2010 02 19 10 00  17  8.1  8.9 99.00 99.00 99.00 999 1020.3  12.4  16.1 999.0 99.0 99.00
2010 02 19 11 00  15  8.5  9.1 99.00 99.00 99.00 999 1021.2  11.9  15.9 999.0 99.0 99.00
2010 02 19 12 00  27  7.8  8.5 99.00 99.00 99.00 999 1022.2  11.5  15.8 999.0 99.0 99.00
2010 02 19 13 00  14  5.4  6.0 99.00 99.00 99.00 999 1022.6  11.5  15.7 999.0 99.0 99.00
2010 02 19 14 00  30  7.4  7.9 99.00 99.00 99.00 999 1022.4  11.6  15.7 999.0 99.0 99.00
2010 02 19 15 00   4  7.5  8.2 99.00 99.00 99.00 999 1023.1  11.5  15.6 999.0 99.0 99.00
2010 02 19 16 00  34  4.7  5.5 99.00 99.00 99.00 999 1022.2  12.5  15.7 999.0 99.0 99.00
2010 02 19 17 00  15  4.2  4.8 99.00 99.00 99.00 999 1022.2  13.3  15.7 999.0 99.0 99.00
2010 02 19 18 00  19  4.3  4.7 99.00 99.00 99.00 999 1021.0  13.8  15.8 999.0 99.0 99.00
2010 02 19 19 00  13  5.9  6.7 99.00 99.00 99.00 999 1020.2  14.6  15.8 999.0 99.0 99.00
2010 02 19 20 00 358  3.6  4.2 99.00 99.00 99.00 999 1020.1  15.4  15.9 999.0 99.0 99.00
2010 02 19 21 00   4  3.0  3.4 99.00 99.00 99.00 999 1019.9  15.7  15.9 999.0 99.0 99.00
2010 02 19 22 00  12  3.1  3.4 99.00 99.00 99.00 999 1020.2  15.8  15.9 999.0 99.0 99.00
2010 02 19 23 00  44  2.2  2.5 99.00 99.00 99.00 999 1020.2  15.8  15.9 999.0 99.0 99.00
2010 02 20 00 00  53  3.6  4.0 99.00 99.00 99.00 999 1019.8  15.9  15.9 999.0 99.0 99.00
2010 02 20 01 00  50  5.1  5.6 99.00 99.00 99.00 999 1020.1  16.1  15.8 999.0 99.0 99.00
2010 02 20 02 00  45  4.9  5.6 99.00 99.00 99.00 999 1020.2  16.1  15.8 999.0 99.0 99.00
2010 02 20 03 00  28  4.7  5.3 99.00 99.00 99.00 999 1020.9  16.0  15.8 999.0 99.0 99.00
2010 02 20 04 00  38  4.7  5.3 99.00 99.00 99.00 999 1020.9  15.9  15.7 999.0 99.0 99.00
2010 02 20 05 00  38  4.9  5.3 99.00 99.00 99.00 999 1020.6  15.7  15.7 999.0 99.0 99.00
2010 02 20 06 00  35  4.5  5.1 99.00 99.00 99.00 999 1020.2  15.6  15.7 999.0 99.0 99.00
2010 02 20 07 00  27  4.4  4.9 99.00 99.00 99.00 999 1020.2  15.4  15.6 999.0 99.0 99.00
2010 02 20 08 00  33  5.1  5.6 99.00 99.00 99.00 999 1019.9  15.2  15.6 999.0 99.0 99.00
2010 02 20 09 00  36  5.3  5.9 99.00 99.00 99.00 999 1019.1  15.4  15.6 999.0 99.0 99.00
2010 02 20 10 00  62  4.0  4.5 99.00 99.00 99.00 999 1019.0  15.6  15.5 999.0 99.0 99.00
2010 02 20 11 00  47  4.1  4.4 99.00 99.00 99.00 999 1019.3  15.4  15.5 999.0 99.0 99.00
2010 02 20 12 00  45  4.6  5.1 99.00 99.00 99.00 999 1019.6  15.2  15.4 999.0 99.0 99.00
2010 02 20 13 00  44  3.8  4.1 99.00 99.00 99.00 999 1019.9  15.5  15.4 999.0 99.0 99.00
2010 02 20 14 00  47  3.6  4.1 99.00 99.00 99.00 999 1020.6  16.0  15.5 999.0 99.0 99.00
2010 02 20 15 00  38  3.0  3.3 99.00 99.00 99.00 999 1020.8  16.3  15.6 999.0 99.0 99.00
2010 02 20 16 00   6  2.9  3.7 99.00 99.00 99.00 999 1021.1  16.4  15.9 999.0 99.0 99.00
2010 02 20 17 00  14  3.1  3.3 99.00 99.00 99.00 999 1020.7  17.0  16.1 999.0 99.0 99.00
2010 02 20 18 00  42  3.1  3.4 99.00 99.00 99.00 999 1020.1  17.7  16.4 999.0 99.0 99.00
2010 02 20 19 00  32  2.9  3.0 99.00 99.00 99.00 999 1019.5  17.9  16.7 999.0 99.0 99.00
2010 02 20 20 00  71  3.1  3.3 99.00 99.00 99.00 999 1018.7  18.5  16.9 999.0 99.0 99.00
2010 02 20 21 00  89  3.0  3.1 99.00 99.00 99.00 999 1018.8  18.8  17.0 999.0 99.0 99.00
2010 02 20 22 00  77  2.9  3.2 99.00 99.00 99.00 999 1019.0  19.2  17.2 999.0 99.0 99.00
2010 02 20 23 00  98  3.4  3.7 99.00 99.00 99.00 999 1019.1  18.9  17.3 999.0 99.0 99.00
2010 02 21 00 00  79  2.4  2.7 99.00 99.00 99.00 999 1019.4  18.4  17.2 999.0 99.0 99.00
2010 02 21 01 00 108  3.3  3.6 99.00 99.00 99.00 999 1019.3  18.7  17.2 999.0 99.0 99.00
2010 02 21 02 00  98  2.4  2.6 99.00 99.00 99.00 999 1019.9  18.6  17.2 999.0 99.0 99.00
2010 02 21 03 00  86  2.2  2.3 99.00 99.00 99.00 999 1020.0  18.4  17.1 999.0 99.0 99.00
2010 02 21 04 00  49  2.1  2.4 99.00 99.00 99.00 999 1019.8  17.5  17.1 999.0 99.0 99.00
2010 02 21 05 00  53  1.8  1.9 99.00 99.00 99.00 999 1019.5  17.6  17.1 999.0 99.0 99.00
2010 02 21 06 00  65  2.0  2.2 99.00 99.00 99.00 999 1018.7  17.5  17.1 999.0 99.0 99.00
2010 02 21 07 00  60  2.5  2.7 99.00 99.00 99.00 999 1017.9  17.3  17.1 999.0 99.0 99.00
2010 02 21 08 00  50  2.9  3.1 99.00 99.00 99.00 999 1017.6  17.5  17.0 999.0 99.0 99.00
2010 02 21 09 00  34  3.9  4.2 99.00 99.00 99.00 999 1017.4  17.4  17.0 999.0 99.0 99.00
2010 02 21 10 00  37  3.4  3.8 99.00 99.00 99.00 999 1017.6  17.4  17.0 999.0 99.0 99.00
2010 02 21 11 00  49  3.7  4.1 99.00 99.00 99.00 999 1017.7  17.3  17.0 999.0 99.0 99.00
2010 02 21 12 00  67  3.3  3.7 99.00 99.00 99.00 999 1018.4  17.3  16.9 999.0 99.0 99.00
2010 02 21 13 00  33  3.1  3.4 99.00 99.00 99.00 999 1018.9  17.3  16.8 999.0 99.0 99.00
2010 02 21 14 00  86  3.0  3.2 99.00 99.00 99.00 999 1019.1  18.7  16.9 999.0 99.0 99.00
2010 02 21 15 00 107  5.3  5.8 99.00 99.00 99.00 999 1018.9  20.2  17.1 999.0 99.0 99.00
2010 02 21 16 00 111  6.2  6.7 99.00 99.00 99.00 999 1018.8  20.5  17.3 999.0 99.0 99.00
2010 02 21 17 00 104  5.6  6.2 99.00 99.00 99.00 999 1018.2  20.6  17.6 999.0 99.0 99.00
2010 02 21 18 00 108  4.9  5.8 99.00 99.00 99.00 999 1017.7  20.7  17.8 999.0 99.0 99.00
2010 02 21 19 00 103  5.7  6.1 99.00 99.00 99.00 999 1016.2  20.8  18.1 999.0 99.0 99.00
2010 02 21 20 00 136  4.6  5.4 99.00 99.00 99.00 999 1016.4  21.2  18.3 999.0 99.0 99.00
2010 02 21 21 00 121  3.9  4.6 99.00 99.00 99.00 999 1016.1  20.7  18.3 999.0 99.0 99.00
2010 02 21 22 00 112  5.1  5.6 99.00 99.00 99.00 999 1015.1  20.5  18.3 999.0 99.0 99.00
2010 02 21 23 00 127  5.3  5.7 99.00 99.00 99.00 999 1015.7  20.1  18.4 999.0 99.0 99.00
2010 02 22 00 00 101  3.7  4.1 99.00 99.00 99.00 999 1016.0  19.8  18.4 999.0 99.0 99.00
2010 02 22 01 00  72  4.2  4.7 99.00 99.00 99.00 999 1016.1  18.9  18.4 999.0 99.0 99.00
2010 02 22 02 00 118  6.2  7.2 99.00 99.00 99.00 999 1016.1  20.4  18.4 999.0 99.0 99.00
2010 02 22 03 00 110  5.3  5.8 99.00 99.00 99.00 999 1016.0  19.2  18.4 999.0 99.0 99.00
2010 02 22 04 00  89  4.8  5.6 99.00 99.00 99.00 999 1015.8  19.3  18.4 999.0 99.0 99.00
2010 02 22 05 00  88  6.0  6.6 99.00 99.00 99.00 999 1014.6  19.4  18.4 999.0 99.0 99.00
2010 02 22 06 00 115  8.8  9.5 99.00 99.00 99.00 999 1013.4  20.1  18.3 999.0 99.0 99.00
2010 02 22 07 00 129  7.4  8.3 99.00 99.00 99.00 999 1013.4  20.0  18.3 999.0 99.0 99.00
2010 02 22 08 00 104  5.3  5.7 99.00 99.00 99.00 999 1013.5  19.6  18.3 999.0 99.0 99.00
2010 02 22 09 00 133  6.6  7.5 99.00 99.00 99.00 999 1013.1  18.6  18.3 999.0 99.0 99.00
2010 02 22 10 00 128  7.7  8.2 99.00 99.00 99.00 999 1012.6  18.4  18.3 999.0 99.0 99.00
2010 02 22 11 00 127  7.6  8.4 99.00 99.00 99.00 999 1012.5  18.6  18.3 999.0 99.0 99.00
2010 02 22 12 00 115  8.1  9.3 99.00 99.00 99.00 999 1012.0  19.4  18.3 999.0 99.0 99.00
2010 02 22 13 00 119  8.9 10.7 99.00 99.00 99.00 999 1012.5  19.5  18.3 999.0 99.0 99.00
2010 02 22 14 00 117  8.2  9.3 99.00 99.00 99.00 999 1011.8  20.1  18.3 999.0 99.0 99.00
2010 02 22 15 00 107  7.9  9.3 99.00 99.00 99.00 999 1011.8  20.0  18.3 999.0 99.0 99.00
2010 02 22 16 00 111  8.0  8.7 99.00 99.00 99.00 999 1011.7  20.1  18.4 999.0 99.0 99.00
2010 02 22 17 00 135  9.5 11.1 99.00 99.00 99.00 999 1011.7  20.4  18.6 999.0 99.0 99.00
2010 02 22 18 00 145 11.4 12.4 99.00 99.00 99.00 999 1009.3  20.6  18.8 999.0 99.0 99.00
2010 02 22 19 00 145 12.4 13.5 99.00 99.00 99.00 999 1008.0  21.0  18.9 999.0 99.0 99.00
2010 02 22 20 00 149 10.7 11.8 99.00 99.00 99.00 999 1008.1  20.7  18.7 999.0 99.0 99.00
2010 02 22 21 00 150 11.7 14.2 99.00 99.00 99.00 999 1007.2  20.5  19.0 999.0 99.0 99.00
2010 02 22 22 00 156 10.8 11.7 99.00 99.00 99.00 999 1006.8  20.9  19.0 999.0 99.0 99.00
2010 02 22 23 00 161  9.8 11.1 99.00 99.00 99.00 999 1006.3  21.1  19.1 999.0 99.0 99.00
2010 02 23 00 00 158  6.4  6.9 99.00 99.00 99.00 999 1007.1  21.0  19.0 999.0 99.0 99.00
2010 02 23 01 00 159  6.7  7.5 99.00 99.00 99.00 999 1007.8  21.2  19.0 999.0 99.0 99.00
2010 02 23 02 00 154  6.6  6.9 99.00 99.00 99.00 999 1007.9  21.1  18.9 999.0 99.0 99.00
2010 02 23 03 00 151  5.7  6.2 99.00 99.00 99.00 999 1008.1  21.2  19.0 999.0 99.0 99.00
2010 02 23 04 00 173  3.8  4.1 99.00 99.00 99.00 999 1008.1  21.0  19.0 999.0 99.0 99.00
2010 02 23 05 00 188  3.3  3.6 99.00 99.00 99.00 999 1007.7  20.5  18.9 999.0 99.0 99.00
2010 02 23 06 00 180  3.6  3.7 99.00 99.00 99.00 999 1007.5  21.0  18.9 999.0 99.0 99.00
2010 02 23 07 00 172  3.1  3.2 99.00 99.00 99.00 999 1007.2  20.7  18.8 999.0 99.0 99.00
2010 02 23 08 00 169  3.6  4.0 99.00 99.00 99.00 999 1006.6  21.0  18.9 999.0 99.0 99.00
2010 02 23 09 00 156  4.8  5.3 99.00 99.00 99.00 999 1006.1  20.9  19.0 999.0 99.0 99.00
2010 02 23 10 00 158  2.8  3.0 99.00 99.00 99.00 999 1006.3  20.8  19.0 999.0 99.0 99.00
2010 02 23 11 00 161  2.8  2.9 99.00 99.00 99.00 999 1006.6  20.8  19.0 999.0 99.0 99.00
2010 02 23 12 00   0  0.0  0.0 99.00 99.00 99.00 999 1007.3  20.3  19.0 999.0 99.0 99.00
2010 02 23 13 00 326  0.5  0.5 99.00 99.00 99.00 999 1008.0  21.4  19.0 999.0 99.0 99.00
2010 02 23 14 00  27  2.3  2.6 99.00 99.00 99.00 999 1008.7  19.9  19.0 999.0 99.0 99.00
2010 02 23 15 00  25  1.7  2.0 99.00 99.00 99.00 999 1009.4  19.8  19.2 999.0 99.0 99.00
2010 02 23 16 00 358  1.1  1.2 99.00 99.00 99.00 999 1009.7  20.0  19.4 999.0 99.0 99.00
2010 02 23 17 00  28  0.6  0.9 99.00 99.00 99.00 999 1009.1  20.5  19.7 999.0 99.0 99.00
2010 02 23 18 00   0  0.0  0.0 99.00 99.00 99.00 999 1008.5  21.6  20.0 999.0 99.0 99.00
2010 02 23 19 00 328  0.7  0.9 99.00 99.00 99.00 999 1007.9  22.8  20.1 999.0 99.0 99.00
2010 02 23 20 00   0  0.0  0.1 99.00 99.00 99.00 999 1007.8  25.6  20.1 999.0 99.0 99.00
2010 02 23 21 00 317  1.0  1.2 99.00 99.00 99.00 999 1007.4  22.3  20.2 999.0 99.0 99.00
2010 02 23 22 00  23  0.5  0.6 99.00 99.00 99.00 999 1007.5  22.1  20.2 999.0 99.0 99.00
2010 02 23 23 00 270  0.6  0.7 99.00 99.00 99.00 999 1007.7  20.6  20.2 999.0 99.0 99.00
2010 02 24 00 00 301  2.2  2.3 99.00 99.00 99.00 999 1008.0  20.5  20.2 999.0 99.0 99.00
2010 02 24 01 00 287  1.9  2.0 99.00 99.00 99.00 999 1008.5  20.3  20.2 999.0 99.0 99.00
2010 02 24 02 00 357  2.0  2.1 99.00 99.00 99.00 999 1008.7  20.5  20.3 999.0 99.0 99.00
2010 02 24 03 00   0  1.2  1.3 99.00 99.00 99.00 999 1009.1  20.5  20.4 999.0 99.0 99.00
2010 02 24 04 00   3  0.5  0.6 99.00 99.00 99.00 999 1009.2  20.4  20.7 999.0 99.0 99.00
2010 02 24 05 00 352  0.7  0.7 99.00 99.00 99.00 999 1009.1  20.4  20.6 999.0 99.0 99.00
2010 02 24 06 00  24  1.4  1.5 99.00 99.00 99.00 999 1008.8  20.3  20.4 999.0 99.0 99.00
2010 02 24 07 00  52  0.8  1.0 99.00 99.00 99.00 999 1008.6  20.4  20.2 999.0 99.0 99.00
2010 02 24 08 00  58  1.6  1.8 99.00 99.00 99.00 999 1008.3  20.6  20.2 999.0 99.0 99.00
2010 02 24 09 00  86  1.1  1.2 99.00 99.00 99.00 999 1008.2  21.0  20.2 999.0 99.0 99.00
2010 02 24 10 00 159  2.6  2.8 99.00 99.00 99.00 999 1008.3  21.4  20.3 999.0 99.0 99.00
2010 02 24 11 00 149  3.3  3.4 99.00 99.00 99.00 999 1008.3  21.8  20.4 999.0 99.0 99.00
2010 02 24 12 00 133  2.4  2.4 99.00 99.00 99.00 999 1008.8  22.0  20.5 999.0 99.0 99.00
2010 02 24 13 00  35  2.3  2.8 99.00 99.00 99.00 999 1009.2  21.4  20.5 999.0 99.0 99.00
2010 02 24 14 00 321  2.6  2.9 99.00 99.00 99.00 999 1009.7  21.4  20.5 999.0 99.0 99.00
2010 02 24 15 00  85  1.7  1.9 99.00 99.00 99.00 999 1009.5  21.9  20.5 999.0 99.0 99.00
2010 02 24 16 00  69  2.5  2.6 99.00 99.00 99.00 999 1009.1  21.4  20.6 999.0 99.0 99.00
2010 02 24 17 00 183  2.8  3.2 99.00 99.00 99.00 999 1009.0  22.1  20.6 999.0 99.0 99.00
2010 02 24 18 00 236  2.3  3.0 99.00 99.00 99.00 999 1008.4  22.5  20.6 999.0 99.0 99.00
2010 02 24 19 00 214  3.1  3.4 99.00 99.00 99.00 999 1006.8  22.2  20.8 999.0 99.0 99.00
2010 02 24 20 00 202  2.8  3.0 99.00 99.00 99.00 999 1005.8  22.6  21.0 999.0 99.0 99.00
2010 02 24 21 00 225  5.7  6.4 99.00 99.00 99.00 999 1005.2  22.6  21.2 999.0 99.0 99.00
2010 02 24 22 00 247  5.7  6.4 99.00 99.00 99.00 999 1005.3  21.4  21.1 999.0 99.0 99.00
2010 02 24 23 00 233  5.4  7.0 99.00 99.00 99.00 999 1005.7  21.1  21.0 999.0 99.0 99.00
2010 02 25 00 00 240  7.6  8.9 99.00 99.00 99.00 999 1006.5  20.2  20.8 999.0 99.0 99.00
2010 02 25 01 00 316 13.4 16.3 99.00 99.00 99.00 999 1007.6  18.2  20.7 999.0 99.0 99.00
2010 02 25 02 00 326 14.2 15.9 99.00 99.00 99.00 999 1008.6  16.9  20.7 999.0 99.0 99.00
2010 02 25 03 00 329 14.8 16.8 99.00 99.00 99.00 999 1009.4  17.0  20.7 999.0 99.0 99.00
2010 02 25 04 00 325 14.5 16.3 99.00 99.00 99.00 999 1010.6  16.8  20.6 999.0 99.0 99.00
2010 02 25 05 00 330 11.3 13.4 99.00 99.00 99.00 999 1011.2  17.0  20.5 999.0 99.0 99.00
2010 02 25 06 00 335 10.6 11.8 99.00 99.00 99.00 999 1011.5  16.5  20.2 999.0 99.0 99.00
2010 02 25 07 00 331 12.4 14.2 99.00 99.00 99.00 999 1012.0  16.5  20.0 999.0 99.0 99.00
2010 02 25 08 00 325 14.8 17.6 99.00 99.00 99.00 999 1012.5  15.3  19.8 999.0 99.0 99.00
2010 02 25 09 00 340 12.5 14.8 99.00 99.00 99.00 999 1013.1  15.2  19.5 999.0 99.0 99.00
2010 02 25 10 00 335 13.5 16.1 99.00 99.00 99.00 999 1013.6  15.2  19.2 999.0 99.0 99.00
2010 02 25 11 00 328 13.1 14.8 99.00 99.00 99.00 999 1014.7  14.9  18.9 999.0 99.0 99.00
2010 02 25 12 00 357 10.2 11.3 99.00 99.00 99.00 999 1015.3  13.9  18.6 999.0 99.0 99.00
2010 02 25 13 00 349 11.4 13.5 99.00 99.00 99.00 999 1016.9  12.9  18.6 999.0 99.0 99.00
2010 02 25 14 00 352 11.9 13.6 99.00 99.00 99.00 999 1018.0  12.5  18.5 999.0 99.0 99.00
2010 02 25 15 00 351 11.7 13.5 99.00 99.00 99.00 999 1018.9  11.9  18.4 999.0 99.0 99.00
2010 02 25 16 00 338  9.3 11.3 99.00 99.00 99.00 999 1019.9  11.6  18.6 999.0 99.0 99.00
2010 02 25 17 00 327 10.9 13.2 99.00 99.00 99.00 999 1019.4  12.1  18.7 999.0 99.0 99.00
2010 02 25 18 00 322 10.6 11.8 99.00 99.00 99.00 999 1018.6  12.8  18.8 999.0 99.0 99.00
2010 02 25 19 00 325 10.7 12.7 99.00 99.00 99.00 999 1018.0  13.2  18.8 999.0 99.0 99.00
2010 02 25 20 00 316 10.8 13.3 99.00 99.00 99.00 999 1017.6  13.4  18.7 999.0 99.0 99.00
2010 02 25 21 00 328 10.1 11.7 99.00 99.00 99.00 999 1017.3  13.6  18.7 999.0 99.0 99.00
2010 02 25 22 00 318 10.8 12.4 99.00 99.00 99.00 999 1017.3  13.8  18.5 999.0 99.0 99.00
2010 02 25 23 00 318 10.5 11.9 99.00 99.00 99.00 999 1017.7  13.8  18.3 999.0 99.0 99.00
2010 02 26 00 00 311  9.4 10.5 99.00 99.00 99.00 999 1018.1  13.8  18.0 999.0 99.0 99.00
2010 02 26 01 00 309  8.0  9.4 99.00 99.00 99.00 999 1018.5  13.7  17.8 999.0 99.0 99.00
2010 02 26 02 00 314  8.8 10.2 99.00 99.00 99.00 999 1018.8  13.7  17.7 999.0 99.0 99.00
2010 02 26 03 00 324  8.7  9.8 99.00 99.00 99.00 999 1018.5  13.7  17.5 999.0 99.0 99.00
2010 02 26 04 00 323  7.8  9.1 99.00 99.00 99.00 999 1018.5  13.8  17.3 999.0 99.0 99.00
2010 02 26 05 00 328  8.3  9.0 99.00 99.00 99.00 999 1018.4  13.7  17.3 999.0 99.0 99.00
2010 02 26 06 00 341  8.1  9.6 99.00 99.00 99.00 999 1018.3  13.5  17.1 999.0 99.0 99.00
2010 02 26 07 00 344  7.5  8.4 99.00 99.00 99.00 999 1017.8  13.4  17.0 999.0 99.0 99.00
2010 02 26 08 00 351  8.7  9.6 99.00 99.00 99.00 999 1017.2  13.4  16.9 999.0 99.0 99.00
2010 02 26 09 00   3  8.3  9.2 99.00 99.00 99.00 999 1017.1  12.4  16.8 999.0 99.0 99.00
2010 02 26 10 00   4  8.7  9.5 99.00 99.00 99.00 999 1016.9  11.8  16.7 999.0 99.0 99.00
2010 02 26 11 00  11  7.8  8.5 99.00 99.00 99.00 999 1017.1  11.0  16.5 999.0 99.0 99.00
2010 02 26 12 00  13  6.7  7.5 99.00 99.00 99.00 999 1018.1  10.2  16.4 999.0 99.0 99.00
2010 02 26 13 00   7  7.5  9.3 99.00 99.00 99.00 999 1018.8   9.7  16.2 999.0 99.0 99.00
2010 02 26 14 00  11  6.9  8.3 99.00 99.00 99.00 999 1019.6   9.5  16.2 999.0 99.0 99.00
2010 02 26 15 00   4  5.7  6.4 99.00 99.00 99.00 999 1019.8   9.8  16.3 999.0 99.0 99.00
2010 02 26 16 00  35  3.1  4.0 99.00 99.00 99.00 999 1019.8  10.7  16.5 999.0 99.0 99.00
2010 02 26 17 00  18  1.8  2.8 99.00 99.00 99.00 999 1019.1  11.5  16.7 999.0 99.0 99.00
2010 02 26 18 00 359  0.8  1.6 99.00 99.00 99.00 999 1018.0  12.2  17.0 999.0 99.0 99.00
2010 02 26 19 00 320  0.2  0.6 99.00 99.00 99.00 999 1017.5  13.6  17.3 999.0 99.0 99.00
2010 02 26 20 00 329  2.1  2.4 99.00 99.00 99.00 999 1016.9  13.7  17.5 999.0 99.0 99.00
2010 02 26 21 00   0  0.0  0.0 99.00 99.00 99.00 999 1016.6  16.3  17.7 999.0 99.0 99.00
2010 02 26 22 00 173  1.2  1.3 99.00 99.00 99.00 999 1016.6  16.6  17.8 999.0 99.0 99.00
2010 02 26 23 00 186  1.0  1.3 99.00 99.00 99.00 999 1016.5  14.6  17.7 999.0 99.0 99.00
2010 02 27 00 00 259  0.8  1.0 99.00 99.00 99.00 999 1016.6  14.5  17.5 999.0 99.0 99.00
2010 02 27 01 00 223  0.5  0.8 99.00 99.00 99.00 999 1016.9  14.6  17.3 999.0 99.0 99.00
2010 02 27 02 00 198  1.9  2.3 99.00 99.00 99.00 999 1017.3  14.8  17.2 999.0 99.0 99.00
2010 02 27 03 00 162  1.0  1.3 99.00 99.00 99.00 999 1016.7  14.5  17.1 999.0 99.0 99.00
2010 02 27 04 00   0  0.0  0.0 99.00 99.00 99.00 999 1016.6  14.7  17.1 999.0 99.0 99.00
2010 02 27 05 00 334  4.6  5.0 99.00 99.00 99.00 999 1016.1  15.1  17.1 999.0 99.0 99.00
2010 02 27 06 00 345  4.0  4.5 99.00 99.00 99.00 999 1015.9  14.6  17.1 999.0 99.0 99.00
2010 02 27 07 00 347  3.6  4.1 99.00 99.00 99.00 999 1015.3  14.5  17.1 999.0 99.0 99.00
2010 02 27 08 00  12  2.5  2.9 99.00 99.00 99.00 999 1014.5  14.4  17.1 999.0 99.0 99.00
2010 02 27 09 00  15  1.7  2.4 99.00 99.00 99.00 999 1014.1  14.4  17.0 999.0 99.0 99.00
2010 02 27 10 00  90  1.1  1.3 99.00 99.00 99.00 999 1013.9  14.4  16.9 999.0 99.0 99.00
2010 02 27 11 00 114  2.7  3.1 99.00 99.00 99.00 999 1013.6  14.4  16.9 999.0 99.0 99.00
2010 02 27 12 00 124  4.8  5.2 99.00 99.00 99.00 999 1012.6  15.3  16.8 999.0 99.0 99.00
2010 02 27 13 00 169  5.4  5.9 99.00 99.00 99.00 999 1012.6  17.6  16.8 999.0 99.0 99.00
2010 02 27 14 00 182  5.5  6.3 99.00 99.00 99.00 999 1012.7  18.7  16.9 999.0 99.0 99.00
2010 02 27 15 00 183  7.7  8.5 99.00 99.00 99.00 999 1012.6  19.1  16.9 999.0 99.0 99.00
2010 02 27 16 00 194  7.4  8.3 99.00 99.00 99.00 999 1012.3  19.8  17.1 999.0 99.0 99.00
2010 02 27 17 00 194  7.6  8.1 99.00 99.00 99.00 999 1011.6  19.8  17.3 999.0 99.0 99.00
2010 02 27 18 00 203  8.0  8.8 99.00 99.00 99.00 999 1011.0  19.9  17.4 999.0 99.0 99.00
2010 02 27 19 00 214  9.6 11.1 99.00 99.00 99.00 999 1010.2  20.1  17.6 999.0 99.0 99.00
2010 02 27 20 00 226 10.8 12.2 99.00 99.00 99.00 999 1009.2  19.6  17.7 999.0 99.0 99.00
2010 02 27 21 00 232  9.9 11.9 99.00 99.00 99.00 999 1009.0  19.7  17.8 999.0 99.0 99.00
2010 02 27 22 00 227  8.4  9.1 99.00 99.00 99.00 999 1008.8  19.9  17.9 999.0 99.0 99.00
2010 02 27 23 00 283  9.1 10.4 99.00 99.00 99.00 999 1009.6  18.2  17.9 999.0 99.0 99.00
2010 02 28 00 00 285  9.1  9.7 99.00 99.00 99.00 999 1010.4  18.0  17.8 999.0 99.0 99.00
2010 02 28 01 00 281  6.9  7.6 99.00 99.00 99.00 999 1011.4  18.0  17.6 999.0 99.0 99.00
2010 02 28 02 00 253  5.7  6.4 99.00 99.00 99.00 999 1012.1  17.9  17.6 999.0 99.0 99.00
2010 02 28 03 00 285 11.1 15.1 99.00 99.00 99.00 999 1012.4  18.6  17.6 999.0 99.0 99.00
2010 02 28 04 00 291  8.4  9.2 99.00 99.00 99.00 999 1012.8  17.4  17.5 999.0 99.0 99.00
2010 02 28 05 00 346  8.1  9.1 99.00 99.00 99.00 999 1013.1  16.2  17.5 999.0 99.0 99.00
2010 02 28 06 00 326  5.5  6.0 99.00 99.00 99.00 999 1013.4  16.1  17.3 999.0 99.0 99.00
2010 02 28 07 00 335  9.1  9.7 99.00 99.00 99.00 999 1014.0  15.8  17.3 999.0 99.0 99.00
2010 02 28 08 00 350 10.5 12.0 99.00 99.00 99.00 999 1014.4  14.3  17.4 999.0 99.0 99.00
2010 02 28 09 00 345 11.0 12.4 99.00 99.00 99.00 999 1015.1  14.2  17.3 999.0 99.0 99.00
2010 02 28 10 00 354 10.4 11.5 99.00 99.00 99.00 999 1015.5  13.8  17.1 999.0 99.0 99.00
