#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 09 07 00 175  6.4  6.8 99.00 99.00 99.00 999 1015.7  24.1  25.0 999.0 99.0 99.00
2010 04 09 08 00 167  5.6  6.4 99.00 99.00 99.00 999 1015.2  24.1  24.9 999.0 99.0 99.00
2010 04 09 09 00 165  5.1  5.8 99.00 99.00 99.00 999 1015.5  24.1  24.9 999.0 99.0 99.00
2010 04 09 10 00 159  5.5  6.0 99.00 99.00 99.00 999 1015.9  24.1  24.7 999.0 99.0 99.00
2010 04 09 11 00 170  4.5  5.0 99.00 99.00 99.00 999 1016.9  24.1  24.6 999.0 99.0 99.00
2010 04 09 12 00 174  5.0  5.7 99.00 99.00 99.00 999 1016.8  24.4  24.5 999.0 99.0 99.00
2010 04 09 13 00 174  6.2  7.2 99.00 99.00 99.00 999 1017.0  24.6  24.6 999.0 99.0 99.00
2010 04 09 14 00 201  3.4  4.0 99.00 99.00 99.00 999 1018.1  25.0  24.8 999.0 99.0 99.00
2010 04 09 15 00 208  5.2  6.0 99.00 99.00 99.00 999 1018.2  24.8  25.0 999.0 99.0 99.00
2010 04 09 16 00 211  5.8  6.6 99.00 99.00 99.00 999 1018.0  24.8  25.2 999.0 99.0 99.00
2010 04 09 17 00 230  3.6  4.2 99.00 99.00 99.00 999 1018.4  25.0  25.5 999.0 99.0 99.00
2010 04 09 18 00 198  4.2  4.6 99.00 99.00 99.00 999 1017.8  25.1  25.9 999.0 99.0 99.00
2010 04 09 19 00 215  3.2  3.8 99.00 99.00 99.00 999 1017.0  25.2  26.2 999.0 99.0 99.00
2010 04 09 20 00 210  3.3  3.7 99.00 99.00 99.00 999 1016.6  25.2  26.5 999.0 99.0 99.00
2010 04 09 21 00 208  3.1  3.4 99.00 99.00 99.00 999 1016.4  25.4  26.7 999.0 99.0 99.00
2010 04 09 22 00 225  2.9  3.3 99.00 99.00 99.00 999 1016.7  25.8  26.8 999.0 99.0 99.00
2010 04 09 23 00 276  4.2  4.8 99.00 99.00 99.00 999 1017.3  25.5  26.7 999.0 99.0 99.00
2010 04 10 00 00 317  4.7  5.0 99.00 99.00 99.00 999 1017.7  24.8  26.6 999.0 99.0 99.00
2010 04 10 01 00 329  5.8  6.3 99.00 99.00 99.00 999 1018.4  24.6  26.4 999.0 99.0 99.00
2010 04 10 02 00 341  5.8  6.5 99.00 99.00 99.00 999 1019.0  24.7  26.4 999.0 99.0 99.00
2010 04 10 03 00 354  6.2  7.5 99.00 99.00 99.00 999 1019.1  24.9  26.3 999.0 99.0 99.00
2010 04 10 04 00 345  5.8  6.2 99.00 99.00 99.00 999 1018.7  24.7  26.3 999.0 99.0 99.00
2010 04 10 05 00   3  5.4  6.0 99.00 99.00 99.00 999 1018.8  25.0  26.3 999.0 99.0 99.00
2010 04 10 06 00  18  3.3  3.9 99.00 99.00 99.00 999 1018.8  25.2  26.1 999.0 99.0 99.00
2010 04 10 07 00  13  5.3  6.1 99.00 99.00 99.00 999 1018.7  24.9  25.9 999.0 99.0 99.00
2010 04 10 08 00  38  4.4  5.2 99.00 99.00 99.00 999 1018.6  24.6  25.6 999.0 99.0 99.00
2010 04 10 09 00  53  3.2  3.7 99.00 99.00 99.00 999 1018.7  24.4  25.6 999.0 99.0 99.00
2010 04 10 10 00  64  2.9  3.4 99.00 99.00 99.00 999 1019.0  24.3  25.6 999.0 99.0 99.00
2010 04 10 11 00  90  3.8  4.4 99.00 99.00 99.00 999 1020.0  24.4  25.7 999.0 99.0 99.00
2010 04 10 12 00  82  3.7  4.1 99.00 99.00 99.00 999 1020.9  24.6  25.8 999.0 99.0 99.00
2010 04 10 13 00  74  4.5  5.1 99.00 99.00 99.00 999 1021.3  24.6  25.8 999.0 99.0 99.00
2010 04 10 14 00  44  2.7  3.1 99.00 99.00 99.00 999 1022.2  24.9  25.9 999.0 99.0 99.00
2010 04 10 15 00  85  4.5  5.2 99.00 99.00 99.00 999 1022.4  25.2  26.0 999.0 99.0 99.00
2010 04 10 16 00  99  5.3  5.8 99.00 99.00 99.00 999 1022.2  25.3  26.2 999.0 99.0 99.00
2010 04 10 17 00  52  5.0  5.8 99.00 99.00 99.00 999 1022.0  25.1  26.5 999.0 99.0 99.00
2010 04 10 18 00  35  1.4  2.1 99.00 99.00 99.00 999 1021.5  25.5  26.8 999.0 99.0 99.00
2010 04 10 19 00  91  3.5  3.8 99.00 99.00 99.00 999 1020.9  25.6  27.0 999.0 99.0 99.00
2010 04 10 20 00 106  4.6  5.3 99.00 99.00 99.00 999 1020.4  25.6  27.1 999.0 99.0 99.00
2010 04 10 21 00 101  5.3  5.6 99.00 99.00 99.00 999 1020.0  25.4  27.3 999.0 99.0 99.00
2010 04 10 22 00  75  7.7  8.3 99.00 99.00 99.00 999 1020.2  25.3  27.3 999.0 99.0 99.00
2010 04 10 23 00  81  7.9  8.6 99.00 99.00 99.00 999 1020.7  25.3  27.4 999.0 99.0 99.00
2010 04 11 00 00  83  7.4  8.0 99.00 99.00 99.00 999 1021.0  25.1  27.3 999.0 99.0 99.00
2010 04 11 01 00  71  5.4  6.5 99.00 99.00 99.00 999 1021.7  25.3  27.2 999.0 99.0 99.00
2010 04 11 02 00  78  6.9  8.1 99.00 99.00 99.00 999 1022.1  25.3  27.1 999.0 99.0 99.00
2010 04 11 03 00 103  7.9  8.5 99.00 99.00 99.00 999 1022.1  25.0  26.9 999.0 99.0 99.00
2010 04 11 04 00  89  7.9  9.0 99.00 99.00 99.00 999 1022.3  25.0  26.8 999.0 99.0 99.00
2010 04 11 05 00 103  8.6  9.4 99.00 99.00 99.00 999 1021.5  24.7  26.7 999.0 99.0 99.00
2010 04 11 06 00  91  8.0  9.2 99.00 99.00 99.00 999 1020.7  24.7  26.5 999.0 99.0 99.00
2010 04 11 07 00  97  7.0  7.9 99.00 99.00 99.00 999 1020.0  24.6  26.3 999.0 99.0 99.00
2010 04 11 08 00 107  7.7  8.6 99.00 99.00 99.00 999 1019.4  24.4  26.2 999.0 99.0 99.00
2010 04 11 09 00  95  7.3  8.2 99.00 99.00 99.00 999 1019.1  24.4  26.1 999.0 99.0 99.00
2010 04 11 10 00 114  6.9  7.7 99.00 99.00 99.00 999 1019.6  24.4  26.0 999.0 99.0 99.00
2010 04 11 11 00 110  6.6  7.5 99.00 99.00 99.00 999 1020.2  24.3  26.0 999.0 99.0 99.00
2010 04 11 12 00 102  7.3  8.2 99.00 99.00 99.00 999 1020.4  24.5  26.0 999.0 99.0 99.00
2010 04 11 13 00 107  4.7  5.3 99.00 99.00 99.00 999 1020.9  24.4  25.9 999.0 99.0 99.00
2010 04 11 14 00  97  6.3  6.9 99.00 99.00 99.00 999 1020.9  24.7  26.0 999.0 99.0 99.00
2010 04 11 15 00 112  6.8  7.6 99.00 99.00 99.00 999 1021.1  24.8  26.1 999.0 99.0 99.00
2010 04 11 16 00  99  6.7  7.3 99.00 99.00 99.00 999 1021.2  24.7  26.5 999.0 99.0 99.00
2010 04 11 17 00 100  5.9  6.9 99.00 99.00 99.00 999 1020.3  24.9  26.5 999.0 99.0 99.00
2010 04 11 18 00 104  5.9  6.6 99.00 99.00 99.00 999 1019.4  24.8  26.7 999.0 99.0 99.00
2010 04 11 19 00 121  5.6  6.8 99.00 99.00 99.00 999 1019.0  25.0  26.9 999.0 99.0 99.00
2010 04 11 20 00 104  4.9  5.9 99.00 99.00 99.00 999 1018.5  24.9  26.9 999.0 99.0 99.00
2010 04 11 21 00  87  4.3  4.9 99.00 99.00 99.00 999 1018.5  24.8  27.0 999.0 99.0 99.00
2010 04 11 22 00  13 10.7 12.0 99.00 99.00 99.00 999 1018.6  21.7  26.9 999.0 99.0 99.00
2010 04 11 23 00  29  8.7  9.5 99.00 99.00 99.00 999 1018.7  22.9  26.8 999.0 99.0 99.00
2010 04 12 00 00  41  8.0  8.9 99.00 99.00 99.00 999 1018.7  23.2  26.6 999.0 99.0 99.00
2010 04 12 01 00  59  7.2  7.9 99.00 99.00 99.00 999 1018.8  23.6  26.5 999.0 99.0 99.00
2010 04 12 02 00  68  6.9  7.9 99.00 99.00 99.00 999 1018.9  24.0  26.4 999.0 99.0 99.00
2010 04 12 03 00  75  7.7  8.4 99.00 99.00 99.00 999 1018.4  24.4  26.2 999.0 99.0 99.00
2010 04 12 04 00  98  6.8  8.0 99.00 99.00 99.00 999 1018.6  24.6  26.1 999.0 99.0 99.00
2010 04 12 05 00  93  5.8  6.8 99.00 99.00 99.00 999 1018.2  24.4  25.9 999.0 99.0 99.00
2010 04 12 06 00 103  6.5  7.1 99.00 99.00 99.00 999 1017.6  24.2  25.9 999.0 99.0 99.00
2010 04 12 07 00 107  4.9  5.4 99.00 99.00 99.00 999 1017.0  24.1  25.8 999.0 99.0 99.00
2010 04 12 08 00  87  4.8  6.0 99.00 99.00 99.00 999 1016.4  24.2  25.7 999.0 99.0 99.00
2010 04 12 09 00 108  4.2  4.7 99.00 99.00 99.00 999 1016.2  23.9  25.7 999.0 99.0 99.00
2010 04 12 10 00  36  8.4  8.9 99.00 99.00 99.00 999 1016.4  22.5  25.6 999.0 99.0 99.00
2010 04 12 11 00  66  9.2 10.1 99.00 99.00 99.00 999 1016.8  21.9  25.5 999.0 99.0 99.00
2010 04 12 12 00  73  8.2  9.2 99.00 99.00 99.00 999 1017.5  22.7  25.3 999.0 99.0 99.00
2010 04 12 13 00 130  7.1  7.8 99.00 99.00 99.00 999 1018.4  21.9  25.2 999.0 99.0 99.00
2010 04 12 14 00 101  6.1  6.8 99.00 99.00 99.00 999 1018.0  22.1  25.2 999.0 99.0 99.00
2010 04 12 15 00 108  3.9  4.5 99.00 99.00 99.00 999 1018.6  23.2  25.2 999.0 99.0 99.00
2010 04 12 16 00 121  4.1  4.5 99.00 99.00 99.00 999 1018.5  20.7  25.2 999.0 99.0 99.00
2010 04 12 17 00  57  8.2  9.0 99.00 99.00 99.00 999 1018.2  22.1  25.3 999.0 99.0 99.00
2010 04 12 18 00  76  9.3 10.5 99.00 99.00 99.00 999 1018.2  21.4  25.4 999.0 99.0 99.00
2010 04 12 19 00  76  8.9  9.7 99.00 99.00 99.00 999 1017.4  21.6  25.3 999.0 99.0 99.00
2010 04 12 20 00  94  9.3 10.5 99.00 99.00 99.00 999 1016.6  21.9  25.4 999.0 99.0 99.00
2010 04 12 21 00 102  8.5  9.3 99.00 99.00 99.00 999 1016.5  22.4  25.4 999.0 99.0 99.00
2010 04 12 22 00  97  6.4  7.4 99.00 99.00 99.00 999 1016.5  22.7  25.5 999.0 99.0 99.00
2010 04 12 23 00  95  7.7  8.2 99.00 99.00 99.00 999 1016.7  22.6  25.4 999.0 99.0 99.00
2010 04 13 00 00  85  5.0  5.8 99.00 99.00 99.00 999 1017.0  22.9  25.2 999.0 99.0 99.00
2010 04 13 01 00  65  8.7 10.6 99.00 99.00 99.00 999 1017.4  23.8  25.1 999.0 99.0 99.00
2010 04 13 02 00  76  9.1 10.2 99.00 99.00 99.00 999 1017.4  24.1  25.0 999.0 99.0 99.00
2010 04 13 03 00  73  9.0 10.2 99.00 99.00 99.00 999 1017.8  24.1  24.8 999.0 99.0 99.00
2010 04 13 04 00  71  9.1 10.3 99.00 99.00 99.00 999 1017.8  23.9  24.6 999.0 99.0 99.00
2010 04 13 05 00  69  8.1  8.9 99.00 99.00 99.00 999 1017.8  23.8  24.4 999.0 99.0 99.00
2010 04 13 06 00  59  8.6  9.9 99.00 99.00 99.00 999 1017.4  23.6  24.4 999.0 99.0 99.00
2010 04 13 07 00  64  8.6  9.8 99.00 99.00 99.00 999 1016.9  23.5  24.4 999.0 99.0 99.00
2010 04 13 08 00  63  9.9 11.5 99.00 99.00 99.00 999 1016.6  23.5  24.3 999.0 99.0 99.00
2010 04 13 09 00  58 10.0 11.6 99.00 99.00 99.00 999 1016.6  23.2  24.2 999.0 99.0 99.00
2010 04 13 10 00  61  9.8 11.0 99.00 99.00 99.00 999 1016.7  23.3  24.2 999.0 99.0 99.00
2010 04 13 11 00  66 10.2 11.4 99.00 99.00 99.00 999 1016.9  23.3  24.0 999.0 99.0 99.00
2010 04 13 12 00  60  9.9 11.0 99.00 99.00 99.00 999 1017.6  23.2  24.0 999.0 99.0 99.00
2010 04 13 13 00  60  8.8 10.0 99.00 99.00 99.00 999 1018.5  23.3  23.9 999.0 99.0 99.00
2010 04 13 14 00  67  8.8 10.5 99.00 99.00 99.00 999 1019.0  23.6  23.9 999.0 99.0 99.00
2010 04 13 15 00  68  8.8  9.7 99.00 99.00 99.00 999 1019.4  23.8  24.0 999.0 99.0 99.00
2010 04 13 16 00  65  8.9 10.2 99.00 99.00 99.00 999 1019.2  23.9  24.3 999.0 99.0 99.00
2010 04 13 17 00  64  9.5 10.8 99.00 99.00 99.00 999 1018.4  24.1  24.6 999.0 99.0 99.00
2010 04 13 18 00  75  9.0  9.9 99.00 99.00 99.00 999 1018.4  24.1  24.9 999.0 99.0 99.00
2010 04 13 19 00  64  9.4 10.5 99.00 99.00 99.00 999 1017.9  24.3  25.1 999.0 99.0 99.00
2010 04 13 20 00  83  9.3 10.6 99.00 99.00 99.00 999 1017.4  24.4  25.2 999.0 99.0 99.00
2010 04 13 21 00  72 10.0 11.7 99.00 99.00 99.00 999 1017.2  24.2  25.3 999.0 99.0 99.00
2010 04 13 22 00  78  9.9 11.6 99.00 99.00 99.00 999 1017.3  24.5  25.4 999.0 99.0 99.00
2010 04 13 23 00  69 10.5 11.6 99.00 99.00 99.00 999 1017.5  24.3  25.3 999.0 99.0 99.00
2010 04 14 00 00  76 10.4 11.7 99.00 99.00 99.00 999 1018.2  24.2  25.2 999.0 99.0 99.00
2010 04 14 01 00  79 10.0 11.0 99.00 99.00 99.00 999 1018.8  24.2  25.0 999.0 99.0 99.00
2010 04 14 02 00  83 10.6 12.1 99.00 99.00 99.00 999 1019.3  24.1  24.9 999.0 99.0 99.00
2010 04 14 03 00  76 11.9 13.3 99.00 99.00 99.00 999 1019.5  24.1  24.8 999.0 99.0 99.00
2010 04 14 04 00  71 11.6 13.4 99.00 99.00 99.00 999 1019.7  23.9  24.7 999.0 99.0 99.00
2010 04 14 05 00  77 11.2 12.7 99.00 99.00 99.00 999 1019.7  23.9  24.6 999.0 99.0 99.00
2010 04 14 06 00  80 11.2 13.3 99.00 99.00 99.00 999 1019.5  23.7  24.4 999.0 99.0 99.00
2010 04 14 07 00  85 11.5 13.0 99.00 99.00 99.00 999 1019.2  23.5  24.2 999.0 99.0 99.00
2010 04 14 08 00  83  9.7 10.7 99.00 99.00 99.00 999 1019.1  23.4  24.0 999.0 99.0 99.00
2010 04 14 09 00  87  9.0 10.5 99.00 99.00 99.00 999 1019.2  23.4  24.0 999.0 99.0 99.00
2010 04 14 10 00  83  9.9 11.1 99.00 99.00 99.00 999 1019.7  23.3  23.9 999.0 99.0 99.00
2010 04 14 11 00  82 11.5 12.9 99.00 99.00 99.00 999 1020.1  23.4  23.7 999.0 99.0 99.00
2010 04 14 12 00  83  9.9 11.0 99.00 99.00 99.00 999 1020.9  23.5  23.5 999.0 99.0 99.00
2010 04 14 13 00  91  9.4 11.0 99.00 99.00 99.00 999 1021.5  23.6  23.4 999.0 99.0 99.00
2010 04 14 14 00  90 10.1 11.3 99.00 99.00 99.00 999 1021.9  23.6  23.4 999.0 99.0 99.00
2010 04 14 15 00  90 10.1 12.3 99.00 99.00 99.00 999 1022.2  23.7  23.5 999.0 99.0 99.00
2010 04 14 16 00  82 11.3 12.9 99.00 99.00 99.00 999 1021.9  23.6  23.6 999.0 99.0 99.00
2010 04 14 17 00  69 10.3 11.4 99.00 99.00 99.00 999 1022.0  23.7  23.7 999.0 99.0 99.00
2010 04 14 18 00  70 11.3 13.4 99.00 99.00 99.00 999 1021.6  23.7  24.0 999.0 99.0 99.00
2010 04 14 19 00  79 11.6 13.1 99.00 99.00 99.00 999 1021.7  23.8  24.1 999.0 99.0 99.00
2010 04 14 20 00  72 12.4 13.9 99.00 99.00 99.00 999 1021.5  23.7  24.3 999.0 99.0 99.00
2010 04 14 21 00  74 11.0 12.7 99.00 99.00 99.00 999 1021.5  23.8  24.3 999.0 99.0 99.00
2010 04 14 22 00  76 11.8 13.8 99.00 99.00 99.00 999 1021.2  23.6  24.4 999.0 99.0 99.00
2010 04 14 23 00  69 12.1 13.9 99.00 99.00 99.00 999 1021.5  23.4  24.2 999.0 99.0 99.00
2010 04 15 00 00  61 11.9 12.8 99.00 99.00 99.00 999 1021.6  23.3  24.0 999.0 99.0 99.00
2010 04 15 01 00  69 11.7 13.2 99.00 99.00 99.00 999 1021.9  23.2  24.1 999.0 99.0 99.00
2010 04 15 02 00  72 10.6 12.0 99.00 99.00 99.00 999 1022.3  23.2  24.0 999.0 99.0 99.00
2010 04 15 03 00  72 12.1 13.4 99.00 99.00 99.00 999 1022.3  23.2  23.8 999.0 99.0 99.00
2010 04 15 04 00  70 11.1 12.4 99.00 99.00 99.00 999 1022.0  23.1  23.7 999.0 99.0 99.00
2010 04 15 05 00  73 11.4 13.2 99.00 99.00 99.00 999 1021.6  23.3  23.6 999.0 99.0 99.00
2010 04 15 06 00  82 10.8 12.3 99.00 99.00 99.00 999 1021.2  23.1  23.3 999.0 99.0 99.00
2010 04 15 07 00  86  9.9 11.0 99.00 99.00 99.00 999 1021.0  22.9  23.2 999.0 99.0 99.00
2010 04 15 08 00  92 11.0 12.2 99.00 99.00 99.00 999 1020.6  22.5  22.8 999.0 99.0 99.00
2010 04 15 09 00  74 10.5 11.9 99.00 99.00 99.00 999 1020.4  22.5  22.7 999.0 99.0 99.00
2010 04 15 10 00  81 10.0 11.3 99.00 99.00 99.00 999 1020.9  22.4  22.6 999.0 99.0 99.00
2010 04 15 11 00  79 11.7 13.4 99.00 99.00 99.00 999 1021.4  22.2  22.4 999.0 99.0 99.00
2010 04 15 12 00  80  9.3 11.2 99.00 99.00 99.00 999 1022.0  22.3  22.3 999.0 99.0 99.00
2010 04 15 13 00  81 11.3 13.1 99.00 99.00 99.00 999 1022.2  22.5  22.1 999.0 99.0 99.00
2010 04 15 14 00  79 11.1 12.3 99.00 99.00 99.00 999 1022.6  22.8  22.3 999.0 99.0 99.00
2010 04 15 15 00  86  9.9 11.8 99.00 99.00 99.00 999 1023.1  22.8  22.4 999.0 99.0 99.00
2010 04 15 16 00  82 10.7 11.7 99.00 99.00 99.00 999 1023.1  22.9  22.5 999.0 99.0 99.00
2010 04 15 17 00  75 11.0 12.8 99.00 99.00 99.00 999 1022.7  23.1  22.7 999.0 99.0 99.00
2010 04 15 18 00  77  9.8 11.8 99.00 99.00 99.00 999 1022.1  23.1  22.9 999.0 99.0 99.00
2010 04 15 19 00  88  9.8 11.8 99.00 99.00 99.00 999 1021.4  23.0  23.0 999.0 99.0 99.00
2010 04 15 20 00  84 10.5 12.9 99.00 99.00 99.00 999 1021.0  23.2  23.1 999.0 99.0 99.00
2010 04 15 21 00  83  9.8 10.9 99.00 99.00 99.00 999 1021.0  23.2  23.5 999.0 99.0 99.00
2010 04 15 22 00  84 10.1 10.9 99.00 99.00 99.00 999 1020.9  23.2  23.6 999.0 99.0 99.00
2010 04 15 23 00  78  8.9 10.3 99.00 99.00 99.00 999 1020.9  23.3  23.6 999.0 99.0 99.00
2010 04 16 00 00  77 10.5 11.6 99.00 99.00 99.00 999 1020.9  23.1  23.5 999.0 99.0 99.00
2010 04 16 01 00  79  9.2 10.9 99.00 99.00 99.00 999 1021.1  23.1  23.3 999.0 99.0 99.00
2010 04 16 02 00  86  9.3 10.9 99.00 99.00 99.00 999 1021.8  23.2  23.1 999.0 99.0 99.00
2010 04 16 03 00  77  9.1 10.2 99.00 99.00 99.00 999 1021.9  23.2  23.1 999.0 99.0 99.00
2010 04 16 04 00  90  8.8  9.5 99.00 99.00 99.00 999 1021.4  22.9  23.0 999.0 99.0 99.00
2010 04 16 05 00  91  8.9  9.9 99.00 99.00 99.00 999 1021.0  22.9  23.0 999.0 99.0 99.00
2010 04 16 06 00  97  8.5  9.5 99.00 99.00 99.00 999 1020.5  22.8  22.9 999.0 99.0 99.00
2010 04 16 07 00  76  9.7 10.4 99.00 99.00 99.00 999 1020.0  22.6  22.7 999.0 99.0 99.00
2010 04 16 08 00  82  8.0  9.1 99.00 99.00 99.00 999 1019.7  22.4  22.6 999.0 99.0 99.00
2010 04 16 09 00  70 10.1 11.1 99.00 99.00 99.00 999 1019.3  22.2  22.6 999.0 99.0 99.00
2010 04 16 10 00  77  9.5 10.6 99.00 99.00 99.00 999 1019.6  22.1  22.4 999.0 99.0 99.00
2010 04 16 11 00  72  7.8  8.3 99.00 99.00 99.00 999 1019.8  22.0  22.3 999.0 99.0 99.00
2010 04 16 12 00  58  6.9  8.2 99.00 99.00 99.00 999 1020.2  21.9  22.2 999.0 99.0 99.00
2010 04 16 13 00  50  7.4  8.2 99.00 99.00 99.00 999 1020.3  21.7  22.2 999.0 99.0 99.00
2010 04 16 14 00  77  8.5  9.1 99.00 99.00 99.00 999 1020.3  22.5  22.2 999.0 99.0 99.00
2010 04 16 15 00  93  7.7  8.5 99.00 99.00 99.00 999 1020.5  22.4  22.3 999.0 99.0 99.00
2010 04 16 16 00 100  7.1  8.3 99.00 99.00 99.00 999 1020.2  22.1  22.3 999.0 99.0 99.00
2010 04 16 17 00  95  6.4  7.5 99.00 99.00 99.00 999 1019.6  22.7  22.4 999.0 99.0 99.00
2010 04 16 18 00 100  6.1  7.2 99.00 99.00 99.00 999 1018.9  22.7  22.7 999.0 99.0 99.00
2010 04 16 19 00 105  7.3  8.3 99.00 99.00 99.00 999 1018.3  23.0  23.0 999.0 99.0 99.00
2010 04 16 20 00  95  7.8  8.8 99.00 99.00 99.00 999 1017.3  22.9  23.1 999.0 99.0 99.00
2010 04 16 21 00 105  8.0  9.0 99.00 99.00 99.00 999 1016.9  23.1  23.2 999.0 99.0 99.00
2010 04 16 22 00 103  7.3  7.9 99.00 99.00 99.00 999 1016.8  23.1  23.3 999.0 99.0 99.00
2010 04 16 23 00  92  6.4  7.0 99.00 99.00 99.00 999 1016.7  23.1  23.2 999.0 99.0 99.00
2010 04 17 00 00  81  6.2  7.4 99.00 99.00 99.00 999 1016.7  23.1  23.2 999.0 99.0 99.00
2010 04 17 01 00  88  6.4  7.4 99.00 99.00 99.00 999 1017.0  23.0  23.1 999.0 99.0 99.00
2010 04 17 02 00  84  7.5  8.9 99.00 99.00 99.00 999 1017.2  22.9  23.0 999.0 99.0 99.00
2010 04 17 03 00  86  8.1  9.0 99.00 99.00 99.00 999 1017.2  22.8  23.0 999.0 99.0 99.00
2010 04 17 04 00  86  7.5  8.0 99.00 99.00 99.00 999 1017.2  22.7  22.9 999.0 99.0 99.00
2010 04 17 05 00  92  6.7  7.3 99.00 99.00 99.00 999 1016.5  22.9  22.9 999.0 99.0 99.00
2010 04 17 06 00 106  6.0  6.6 99.00 99.00 99.00 999 1016.5  22.8  22.9 999.0 99.0 99.00
2010 04 17 07 00 121  4.7  5.3 99.00 99.00 99.00 999 1016.1  21.1  22.8 999.0 99.0 99.00
2010 04 17 08 00 126  8.5  9.2 99.00 99.00 99.00 999 1015.0  21.9  22.7 999.0 99.0 99.00
2010 04 17 09 00 125  7.9  8.9 99.00 99.00 99.00 999 1014.8  22.9  22.7 999.0 99.0 99.00
2010 04 17 10 00 131  7.7  8.4 99.00 99.00 99.00 999 1015.1  22.8  22.7 999.0 99.0 99.00
2010 04 17 11 00 124  6.5  7.1 99.00 99.00 99.00 999 1015.5  22.9  22.6 999.0 99.0 99.00
2010 04 17 12 00 113  7.0  8.3 99.00 99.00 99.00 999 1016.2  23.0  22.5 999.0 99.0 99.00
2010 04 17 13 00 107  6.5  7.7 99.00 99.00 99.00 999 1016.4  23.1  22.6 999.0 99.0 99.00
2010 04 17 14 00 153  8.5  9.3 99.00 99.00 99.00 999 1016.5  22.4  22.6 999.0 99.0 99.00
2010 04 17 15 00 106  8.0  9.2 99.00 99.00 99.00 999 1016.5  22.0  22.6 999.0 99.0 99.00
2010 04 17 16 00  99  7.3  8.5 99.00 99.00 99.00 999 1016.3  22.5  22.7 999.0 99.0 99.00
2010 04 17 17 00 115  7.2  7.9 99.00 99.00 99.00 999 1015.8  23.6  23.0 999.0 99.0 99.00
2010 04 17 18 00 120  9.0 10.0 99.00 99.00 99.00 999 1015.3  22.7  23.0 999.0 99.0 99.00
2010 04 17 19 00  92  5.8  6.8 99.00 99.00 99.00 999 1014.4  21.8  23.1 999.0 99.0 99.00
2010 04 17 20 00  79  2.1  2.4 99.00 99.00 99.00 999 1013.4  21.4  23.1 999.0 99.0 99.00
2010 04 17 21 00 112  7.8  8.7 99.00 99.00 99.00 999 1012.8  23.4  23.0 999.0 99.0 99.00
2010 04 17 22 00 125  8.4  9.3 99.00 99.00 99.00 999 1012.8  23.3  23.0 999.0 99.0 99.00
2010 04 17 23 00 129  6.2  7.2 99.00 99.00 99.00 999 1013.1  23.3  23.0 999.0 99.0 99.00
2010 04 18 00 00 119  7.8  9.0 99.00 99.00 99.00 999 1012.9  23.1  23.0 999.0 99.0 99.00
2010 04 18 01 00 120  7.3  8.0 99.00 99.00 99.00 999 1013.2  23.2  22.9 999.0 99.0 99.00
2010 04 18 02 00 116  6.9  7.8 99.00 99.00 99.00 999 1013.6  23.3  22.9 999.0 99.0 99.00
2010 04 18 03 00 109  6.4  7.3 99.00 99.00 99.00 999 1013.6  23.5  22.9 999.0 99.0 99.00
2010 04 18 04 00 118  7.4  7.9 99.00 99.00 99.00 999 1013.1  23.6  22.8 999.0 99.0 99.00
2010 04 18 05 00 127  6.4  6.9 99.00 99.00 99.00 999 1013.1  23.6  22.8 999.0 99.0 99.00
2010 04 18 06 00 126  6.4  7.1 99.00 99.00 99.00 999 1012.5  23.5  22.8 999.0 99.0 99.00
2010 04 18 07 00 126  6.7  7.6 99.00 99.00 99.00 999 1011.6  23.5  22.8 999.0 99.0 99.00
2010 04 18 08 00 135  6.8  7.7 99.00 99.00 99.00 999 1011.6  22.7  22.9 999.0 99.0 99.00
2010 04 18 09 00 141  7.9  9.0 99.00 99.00 99.00 999 1011.2  21.9  22.8 999.0 99.0 99.00
2010 04 18 10 00 152  5.6  6.2 99.00 99.00 99.00 999 1010.4  21.5  22.8 999.0 99.0 99.00
2010 04 18 11 00 147  4.1  4.8 99.00 99.00 99.00 999 1010.8  21.3  22.7 999.0 99.0 99.00
2010 04 18 12 00 117  5.7  6.4 99.00 99.00 99.00 999 1010.1  21.3  22.6 999.0 99.0 99.00
2010 04 18 13 00 115  5.1  5.9 99.00 99.00 99.00 999 1011.0  21.9  22.6 999.0 99.0 99.00
2010 04 18 14 00  99  6.1  6.7 99.00 99.00 99.00 999 1011.4  22.7  22.6 999.0 99.0 99.00
2010 04 18 15 00 132  6.3  6.9 99.00 99.00 99.00 999 1012.1  23.8  22.8 999.0 99.0 99.00
2010 04 18 16 00 165  6.8  7.4 99.00 99.00 99.00 999 1012.0  24.3  23.0 999.0 99.0 99.00
2010 04 18 17 00 182  5.4  5.8 99.00 99.00 99.00 999 1011.8  24.2  23.4 999.0 99.0 99.00
2010 04 18 18 00 188  5.8  6.7 99.00 99.00 99.00 999 1010.9  24.3  23.8 999.0 99.0 99.00
2010 04 18 19 00 187  5.0  5.8 99.00 99.00 99.00 999 1010.4  24.5  24.1 999.0 99.0 99.00
2010 04 18 20 00 189  4.1  4.5 99.00 99.00 99.00 999 1009.7  24.5  24.3 999.0 99.0 99.00
2010 04 18 21 00 194  3.1  3.5 99.00 99.00 99.00 999 1009.1  25.2  24.5 999.0 99.0 99.00
