#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 01 20 00 303  2.0  3.0 99.00 99.00 99.00 999 1018.1  25.3  25.9  19.5 99.0  0.77
2008 01 01 21 00 273  1.3  1.8 99.00 99.00 99.00 999 1018.1  25.9  26.0  20.7 99.0  0.78
2008 01 01 22 00 321  5.3  5.7 99.00 99.00 99.00 999 1018.4  24.5  26.0  22.1 99.0  0.72
2008 01 01 23 00 319  5.1  6.0 99.00 99.00 99.00 999 1019.0  24.6  25.9  21.5 99.0  0.60
2008 01 02 00 00 326  8.5  9.5 99.00 99.00 99.00 999 1019.4  24.3  25.8  20.2 99.0  0.58
2008 01 02 01 00 329  9.6 10.9 99.00 99.00 99.00 999 1020.1  23.9  25.7  20.4 99.0  0.50
2008 01 02 02 00 353 10.6 11.6 99.00 99.00 99.00 999 1020.7  23.0  25.6  19.2 99.0  0.44
2008 01 02 03 00 357  9.3 10.6 99.00 99.00 99.00 999 1021.0  22.6  25.6  19.6 99.0  0.41
2008 01 02 04 00   1 12.6 14.4 99.00 99.00 99.00 999 1021.1  21.7  25.4 999.0 99.0  0.41
2008 01 02 05 00 356 12.0 14.0 99.00 99.00 99.00 999 1021.3  21.7  25.1 999.0 99.0  0.35
2008 01 02 06 00 352 12.3 14.0 99.00 99.00 99.00 999 1021.0  20.5  24.7   9.5 99.0  0.24
2008 01 02 07 00 353 10.8 12.0 99.00 99.00 99.00 999 1021.1  19.2  24.4  11.2 99.0  0.09
2008 01 02 08 00 351 13.3 14.7 99.00 99.00 99.00 999 1021.2  17.4  24.1   9.0 99.0  0.06
2008 01 02 09 00   2 12.9 15.5 99.00 99.00 99.00 999 1021.9  15.7  23.7   9.7 99.0  0.09
2008 01 02 10 00   7 14.8 16.3 99.00 99.00 99.00 999 1022.6  14.5  23.3   6.1 99.0  0.03
2008 01 02 11 00 357 14.3 16.0 99.00 99.00 99.00 999 1023.6  13.0  22.9   5.0 99.0 -0.06
2008 01 02 12 00 358 16.2 18.4 99.00 99.00 99.00 999 1024.4  11.5  22.5   2.8 99.0 -0.13
2008 01 02 13 00 356 16.2 19.5 99.00 99.00 99.00 999 1025.6  11.1  22.0   3.0 99.0 -0.23
2008 01 02 14 00 355 14.1 15.8 99.00 99.00 99.00 999 1026.7  10.5  21.5   1.3 99.0 -0.30
2008 01 02 15 00 354 14.9 17.0 99.00 99.00 99.00 999 1027.7  10.5  21.0  -0.1 99.0 -0.33
2008 01 02 16 00 356 11.8 14.1 99.00 99.00 99.00 999 1027.8  11.1  20.7   0.8 99.0 -0.31
2008 01 02 17 00 353 11.2 12.5 99.00 99.00 99.00 999 1027.3  11.3  20.5   1.0 99.0 -0.17
2008 01 02 18 00 357 10.2 11.6 99.00 99.00 99.00 999 1026.5  11.8  20.4   1.2 99.0  0.13
2008 01 02 19 00 326  9.4 11.3 99.00 99.00 99.00 999 1026.0  12.6  20.4   1.3 99.0  0.43
2008 01 02 20 00 330  6.6  7.4 99.00 99.00 99.00 999 1025.4  13.6  20.5   1.0 99.0  0.62
2008 01 02 21 00 336  9.0 11.4 99.00 99.00 99.00 999 1025.5  14.0  20.3   3.8 99.0  0.90
2008 01 02 22 00 330 10.6 12.5 99.00 99.00 99.00 999 1026.2  13.4  20.1   4.2 99.0  1.03
2008 01 02 23 00 339 10.0 12.5 99.00 99.00 99.00 999 1026.9  13.1  19.7   4.0 99.0  0.96
2008 01 03 00 00 352 10.5 11.6 99.00 99.00 99.00 999 1027.8  12.7  19.4   2.2 99.0  0.87
2008 01 03 01 00   7  9.9 11.4 99.00 99.00 99.00 999 1028.6  12.2  19.0   2.8 99.0  0.78
2008 01 03 02 00 358 10.2 11.4 99.00 99.00 99.00 999 1029.6  11.5  19.0   2.4 99.0  0.65
2008 01 03 03 00 359 11.5 13.8 99.00 99.00 99.00 999 1030.1  10.2  19.2   0.7 99.0  0.54
2008 01 03 04 00   0 12.5 14.0 99.00 99.00 99.00 999 1030.4   9.3  18.9   0.1 99.0  0.42
2008 01 03 05 00   6 13.3 16.5 99.00 99.00 99.00 999 1030.4   8.3  18.6  -0.8 99.0  0.28
2008 01 03 06 00   2 13.8 15.8 99.00 99.00 99.00 999 1030.4   7.3  18.2  -2.4 99.0  0.10
2008 01 03 07 00   9 14.1 16.2 99.00 99.00 99.00 999 1030.2   6.8  17.9  -0.9 99.0 -0.09
2008 01 03 08 00   0 13.3 15.3 99.00 99.00 99.00 999 1029.8   5.8  17.6  -1.2 99.0 -0.20
2008 01 03 09 00 359 15.0 17.6 99.00 99.00 99.00 999 1029.6   5.2  17.1  -2.9 99.0 -0.19
2008 01 03 10 00   1 13.3 15.3 99.00 99.00 99.00 999 1029.8   4.8  16.6  -1.6 99.0 -0.16
2008 01 03 11 00 359 14.8 16.6 99.00 99.00 99.00 999 1030.1   5.0  16.0  -0.6 99.0 -0.07
2008 01 03 12 00   3 13.5 15.5 99.00 99.00 99.00 999 1030.7   4.9  15.4  -0.2 99.0 -0.17
2008 01 03 13 00  20 11.9 13.4 99.00 99.00 99.00 999 1032.0   5.1  14.9   0.0 99.0 -0.28
2008 01 03 14 00  14 10.9 12.3 99.00 99.00 99.00 999 1032.6   4.9  14.6  -1.2 99.0 -0.40
2008 01 03 15 00  13 10.3 12.2 99.00 99.00 99.00 999 1032.9   5.9  14.6  -0.5 99.0 -0.45
2008 01 03 16 00  13  9.6 11.1 99.00 99.00 99.00 999 1032.4   7.8  14.7   0.9 99.0 -0.46
2008 01 03 18 00   9  9.7 10.7 99.00 99.00 99.00 999 1030.3  11.6  14.9   4.5 99.0 -0.13
2008 01 03 19 00   1  9.0  9.9 99.00 99.00 99.00 999 1029.4  12.9  15.0   5.9 99.0  0.05
2008 01 03 20 00   1  9.3 10.2 99.00 99.00 99.00 999 1029.1  13.7  15.0   7.2 99.0  0.22
2008 01 03 21 00   7  9.9 10.7 99.00 99.00 99.00 999 1029.5  14.2  15.0   7.3 99.0  0.39
2008 01 03 22 00   0  9.3 10.5 99.00 99.00 99.00 999 1029.7  13.9  15.0   8.3 99.0  0.45
2008 01 03 23 00   9 11.2 12.5 99.00 99.00 99.00 999 1030.3  13.4  15.0   7.8 99.0  0.52
2008 01 04 00 00  10 11.0 13.4 99.00 99.00 99.00 999 1030.9  12.8  14.8   7.8 99.0  0.48
2008 01 04 01 00  13 11.7 12.9 99.00 99.00 99.00 999 1031.2  12.4  14.6   7.7 99.0  0.40
2008 01 04 02 00   9 11.6 12.7 99.00 99.00 99.00 999 1031.2  12.1  14.6   7.9 99.0  0.25
2008 01 04 03 00   4 10.6 12.0 99.00 99.00 99.00 999 1031.7  11.9  14.8   8.0 99.0  0.13
2008 01 04 04 00   7 11.3 13.3 99.00 99.00 99.00 999 1031.7  11.6  14.8   7.7 99.0 -0.01
2008 01 04 05 00   5 10.6 12.1 99.00 99.00 99.00 999 1030.9  11.3  14.6   7.8 99.0 -0.12
2008 01 04 06 00   6 10.1 11.6 99.00 99.00 99.00 999 1030.3  10.9  14.4   7.5 99.0 -0.21
2008 01 04 07 00   8 11.3 12.9 99.00 99.00 99.00 999 1029.8  10.7  14.2   8.0 99.0 -0.24
2008 01 04 08 00   8 11.2 12.6 99.00 99.00 99.00 999 1029.2  10.6  14.1   7.9 99.0 -0.26
2008 01 04 09 00  12 11.5 12.7 99.00 99.00 99.00 999 1029.1  10.7  14.0   8.0 99.0 -0.13
2008 01 04 10 00   9 11.8 12.7 99.00 99.00 99.00 999 1029.2  10.3  14.1   7.8 99.0  0.01
2008 01 04 11 00   6 11.4 12.4 99.00 99.00 99.00 999 1029.7  10.4  14.2   8.1 99.0  0.11
2008 01 04 12 00   7 11.0 12.3 99.00 99.00 99.00 999 1030.2  10.5  14.4   8.3 99.0  0.17
2008 01 04 13 00   5  9.6 10.9 99.00 99.00 99.00 999 1030.8  11.1  14.5   8.8 99.0  0.18
2008 01 04 14 00  13  9.5 10.9 99.00 99.00 99.00 999 1031.1  11.1  14.6   8.7 99.0  0.15
2008 01 04 15 00  17  8.6  9.3 99.00 99.00 99.00 999 1032.0  11.9  14.6   9.3 99.0  0.08
2008 01 04 16 00   5  6.5  7.5 99.00 99.00 99.00 999 1031.7  13.0  14.8   9.9 99.0  0.06
2008 01 04 17 00   2  6.3  7.2 99.00 99.00 99.00 999 1031.0  14.3  14.9  10.8 99.0  0.17
2008 01 04 18 00   6  7.3  8.0 99.00 99.00 99.00 999 1029.5  15.3  15.1  11.3 99.0  0.24
2008 01 04 19 00  22  5.6  6.3 99.00 99.00 99.00 999 1028.7  15.9  15.2  12.1 99.0  0.39
2008 01 04 20 00  26  6.8  7.7 99.00 99.00 99.00 999 1028.0  15.8  15.4  12.9 99.0  0.56
2008 01 04 21 00  25  6.6  7.3 99.00 99.00 99.00 999 1027.7  16.3  15.4  12.9 99.0  0.66
2008 01 04 22 00  34  5.5  6.5 99.00 99.00 99.00 999 1027.8  16.4  15.2  13.1 99.0  0.73
2008 01 04 23 00  29  7.5  8.4 99.00 99.00 99.00 999 1027.7  16.0  15.2  13.5 99.0  0.86
2008 01 05 00 00  27  5.3  5.7 99.00 99.00 99.00 999 1027.8  16.2  15.1  13.6 99.0  0.88
2008 01 05 01 00  16  5.2  5.8 99.00 99.00 99.00 999 1028.0  16.1  15.4  13.5 99.0  0.86
2008 01 05 02 00  18  6.9  7.6 99.00 99.00 99.00 999 1028.0  16.0  15.5  13.3 99.0  0.83
2008 01 05 03 00  15  6.8  7.3 99.00 99.00 99.00 999 1028.0  15.7  15.1  13.5 99.0  0.73
2008 01 05 04 00  14  7.3  7.8 99.00 99.00 99.00 999 1027.8  15.4  15.2  13.9 99.0  0.57
2008 01 05 05 00   5  7.8  9.0 99.00 99.00 99.00 999 1027.2  14.7  15.2  14.0 99.0  0.41
2008 01 05 06 00  16  6.7  7.9 99.00 99.00 99.00 999 1027.0  14.5  15.3  14.0 99.0  0.26
2008 01 05 07 00   6  6.8  7.8 99.00 99.00 99.00 999 1026.1  14.4  15.3  14.3 99.0  0.10
2008 01 05 08 00 358  6.6  7.6 99.00 99.00 99.00 999 1025.6  14.5  15.3  14.5 99.0 -0.02
2008 01 05 09 00   8  7.2  8.1 99.00 99.00 99.00 999 1025.2  14.3  15.3  14.2 99.0 -0.01
2008 01 05 10 00   9  7.4  8.0 99.00 99.00 99.00 999 1025.0  14.1  15.2  14.0 99.0  0.09
2008 01 05 11 00   7  6.4  7.6 99.00 99.00 99.00 999 1025.2  14.0  15.2  14.0 99.0  0.24
2008 01 05 12 00   8  8.1  9.0 99.00 99.00 99.00 999 1025.8  13.9  15.3  13.9 99.0  0.35
2008 01 05 13 00  18  7.2  7.8 99.00 99.00 99.00 999 1026.2  14.1  15.1  14.1 99.0  0.40
2008 01 05 14 00   3  4.9  5.5 99.00 99.00 99.00 999 1026.5  14.6  15.1  14.6 99.0  0.40
2008 01 05 15 00   7  4.9  5.5 99.00 99.00 99.00 999 1026.6  15.0  15.3  14.6 99.0  0.35
2008 01 05 16 00  23  5.9  6.5 99.00 99.00 99.00 999 1026.2  16.0  15.6  15.4 99.0  0.32
2008 01 05 17 00  23  4.4  4.8 99.00 99.00 99.00 999 1025.8  16.9  15.8  16.3 99.0  0.40
2008 01 05 18 00  37  4.0  4.4 99.00 99.00 99.00 999 1024.7  17.1  15.9  16.3 99.0  0.49
2008 01 05 19 00  25  3.6  4.0 99.00 99.00 99.00 999 1024.0  17.6  16.0  15.1 99.0  0.58
2008 01 05 20 00  41  3.8  4.1 99.00 99.00 99.00 999 1023.5  17.9  16.1  16.6 99.0  0.76
2008 01 05 21 00  24  3.4  3.6 99.00 99.00 99.00 999 1023.4  17.9  16.2  15.9 99.0  0.93
2008 01 05 22 00  42  4.0  4.2 99.00 99.00 99.00 999 1023.4  18.1  16.3  15.9 99.0  1.00
2008 01 05 23 00  46  4.4  4.8 99.00 99.00 99.00 999 1023.4  18.1  16.2  16.1 99.0  1.10
2008 01 06 00 00  38  5.0  5.4 99.00 99.00 99.00 999 1023.7  17.8  16.3  16.6 99.0  1.15
2008 01 06 01 00  36  5.2  5.9 99.00 99.00 99.00 999 1024.0  18.1  17.0  16.5 99.0  1.15
2008 01 06 02 00  32  3.9  4.1 99.00 99.00 99.00 999 1024.2  18.4  17.6  17.1 99.0  1.06
2008 01 06 03 00  32  4.3  5.1 99.00 99.00 99.00 999 1024.1  17.8  17.9  17.2 99.0  1.02
2008 01 06 04 00  17  4.6  5.5 99.00 99.00 99.00 999 1024.1  17.5  17.2  17.3 99.0  0.90
2008 01 06 05 00  26  3.9  4.4 99.00 99.00 99.00 999 1023.9  17.8  16.7  17.7 99.0  0.74
2008 01 06 06 00  14  4.8  5.7 99.00 99.00 99.00 999 1023.3  17.9  16.2  17.4 99.0  0.64
2008 01 06 07 00   1  5.3  6.1 99.00 99.00 99.00 999 1023.3  16.9  16.3  16.9 99.0  0.53
2008 01 06 08 00   1  3.9  4.7 99.00 99.00 99.00 999 1022.7  16.7  16.3  16.7 99.0  0.41
2008 01 06 09 00   3  4.6  5.1 99.00 99.00 99.00 999 1022.5  17.1  16.4  17.1 99.0  0.26
2008 01 06 10 00 352  3.8  4.2 99.00 99.00 99.00 999 1022.6  16.8  16.4  16.8 99.0  0.17
2008 01 06 11 00  44  3.1  3.5 99.00 99.00 99.00 999 1022.3  17.6  16.5  17.6 99.0  0.28
2008 01 06 12 00  37  4.2  4.4 99.00 99.00 99.00 999 1022.7  17.7  16.3  17.6 99.0  0.42
2008 01 06 13 00  35  4.0  4.3 99.00 99.00 99.00 999 1023.3  18.0  16.4  17.9 99.0  0.50
2008 01 06 14 00  39  3.1  3.3 99.00 99.00 99.00 999 1024.0  17.9  16.5  17.0 99.0  0.51
2008 01 06 15 00  12  3.6  4.0 99.00 99.00 99.00 999 1024.7  18.3  16.7  17.0 99.0  0.45
2008 01 06 16 00  30  3.9  4.6 99.00 99.00 99.00 999 1024.5  18.7  16.9  16.9 99.0  0.34
2008 01 06 17 00  19  3.7  4.1 99.00 99.00 99.00 999 1024.0  18.7  17.1  17.1 99.0  0.31
2008 01 06 18 00  41  3.4  3.7 99.00 99.00 99.00 999 1023.0  19.1  17.3  16.8 99.0  0.38
2008 01 06 19 00  45  3.1  3.2 99.00 99.00 99.00 999 1022.4  19.6  17.6  17.2 99.0  0.42
2008 01 06 20 00  55  3.6  3.9 99.00 99.00 99.00 999 1021.7  20.5  17.9  17.6 99.0  0.53
2008 01 06 21 00  47  4.0  4.3 99.00 99.00 99.00 999 1021.6  20.0  17.9  17.1 99.0  0.69
2008 01 06 22 00  49  4.2  4.5 99.00 99.00 99.00 999 1021.5  19.7  17.9  17.1 99.0  0.82
2008 01 06 23 00  64  4.7  5.3 99.00 99.00 99.00 999 1021.9  19.4  17.7  16.8 99.0  0.88
2008 01 07 00 00  59  4.1  4.4 99.00 99.00 99.00 999 1022.2  19.4  17.5  16.8 99.0  0.98
2008 01 07 01 00  43  3.5  3.9 99.00 99.00 99.00 999 1022.7  18.9  17.7  17.4 99.0  1.04
2008 01 07 02 00  47  3.4  3.9 99.00 99.00 99.00 999 1023.0  18.8  18.1  17.9 99.0  1.04
2008 01 07 03 00  36  4.4  4.7 99.00 99.00 99.00 999 1023.2  19.1  18.3  17.6 99.0  0.98
2008 01 07 04 00  35  3.5  3.8 99.00 99.00 99.00 999 1023.0  18.9  18.3  18.0 99.0  0.94
2008 01 07 05 00  30  4.4  4.7 99.00 99.00 99.00 999 1022.6  18.6  17.9  18.2 99.0  0.81
2008 01 07 06 00  20  4.3  4.5 99.00 99.00 99.00 999 1022.3  18.5  17.6  18.4 99.0  0.69
2008 01 07 07 00  24  4.0  4.2 99.00 99.00 99.00 999 1022.0  18.6  17.4  18.3 99.0  0.64
2008 01 07 08 00  16  4.1  4.5 99.00 99.00 99.00 999 1021.7  18.4  17.6  18.3 99.0  0.58
2008 01 07 09 00  23  3.4  3.8 99.00 99.00 99.00 999 1021.6  18.4  17.6  17.9 99.0  0.46
2008 01 07 10 00  27  4.6  4.9 99.00 99.00 99.00 999 1021.6  18.2  17.5  18.1 99.0  0.31
2008 01 07 11 00  37  4.1  4.4 99.00 99.00 99.00 999 1021.8  18.1  17.5  18.0 99.0  0.26
2008 01 07 12 00  29  3.8  4.1 99.00 99.00 99.00 999 1022.2  18.0  17.5  17.9 99.0  0.41
2008 01 07 13 00  27  3.8  4.1 99.00 99.00 99.00 999 1022.9  18.4  17.6  17.9 99.0  0.55
2008 01 07 14 00  11  3.8  4.1 99.00 99.00 99.00 999 1023.6  18.5  17.7  17.6 99.0  0.64
2008 01 07 15 00  20  2.9  3.2 99.00 99.00 99.00 999 1024.1  18.9  17.7  17.7 99.0  0.63
2008 01 07 16 00  30  2.4  3.1 99.00 99.00 99.00 999 1024.0  21.0  17.9  18.1 99.0  0.53
2008 01 07 17 00  94  5.1  5.6 99.00 99.00 99.00 999 1023.6  22.0  18.2  18.2 99.0  0.43
2008 01 07 18 00  74  4.3  4.6 99.00 99.00 99.00 999 1022.6  22.1  18.6  18.4 99.0  0.48
2008 01 07 19 00  55  2.9  3.1 99.00 99.00 99.00 999 1021.8  21.5  18.8  18.8 99.0  0.46
2008 01 07 20 00  77  4.1  4.6 99.00 99.00 99.00 999 1021.5  22.5  19.1  19.0 99.0  0.56
2008 01 07 21 00  83  4.3  4.7 99.00 99.00 99.00 999 1021.3  22.3  19.4  18.6 99.0  0.70
2008 01 07 22 00  39  2.4  4.3 99.00 99.00 99.00 999 1021.6  21.8  19.4  19.0 99.0  0.83
2008 01 07 23 00  58  3.6  3.9 99.00 99.00 99.00 999 1021.8  21.0  19.3  19.5 99.0  0.87
2008 01 08 00 00  75  4.7  5.0 99.00 99.00 99.00 999 1022.0  21.4  19.1  19.9 99.0  0.97
2008 01 08 01 00  79  6.3  6.8 99.00 99.00 99.00 999 1022.4  21.6  18.8  19.8 99.0  1.08
2008 01 08 02 00  83  6.5  7.0 99.00 99.00 99.00 999 1023.0  21.9  18.9  19.6 99.0  1.11
2008 01 08 03 00  90  7.2  7.6 99.00 99.00 99.00 999 1023.1  22.3  19.1  19.5 99.0  1.03
2008 01 08 04 00  97  7.9  9.0 99.00 99.00 99.00 999 1023.1  22.4  19.0  19.1 99.0  0.88
2008 01 08 05 00 100  7.2  7.9 99.00 99.00 99.00 999 1022.8  22.4  19.0  18.9 99.0  0.83
2008 01 08 06 00 105  7.2  7.9 99.00 99.00 99.00 999 1022.4  22.3  19.0  18.9 99.0  0.70
2008 01 08 07 00 104  6.8  7.8 99.00 99.00 99.00 999 1021.8  22.1  19.1  18.9 99.0  0.63
2008 01 08 08 00 106  6.6  7.3 99.00 99.00 99.00 999 1021.5  22.0  19.3  18.6 99.0  0.58
2008 01 08 09 00 101  7.3  8.5 99.00 99.00 99.00 999 1021.5  21.9  19.2  18.1 99.0  0.46
2008 01 08 10 00  97  6.5  7.1 99.00 99.00 99.00 999 1021.2  21.6  19.0  18.0 99.0  0.26
2008 01 08 11 00  92  5.6  6.2 99.00 99.00 99.00 999 1021.6  21.2  18.7  18.0 99.0  0.09
2008 01 08 12 00  85  5.5  6.0 99.00 99.00 99.00 999 1021.7  21.1  18.6  17.6 99.0  0.11
2008 01 08 13 00  84  5.1  5.5 99.00 99.00 99.00 999 1022.4  21.7  18.6  17.3 99.0  0.27
2008 01 08 14 00  73  5.0  5.5 99.00 99.00 99.00 999 1022.8  21.7  18.9  17.1 99.0  0.42
2008 01 08 15 00  89  5.8  6.4 99.00 99.00 99.00 999 1022.9  22.3  19.1  17.0 99.0  0.47
2008 01 08 16 00  92  6.0  6.6 99.00 99.00 99.00 999 1022.7  22.4  19.3  16.6 99.0  0.42
2008 01 08 17 00  89  5.0  5.7 99.00 99.00 99.00 999 1022.3  22.7  19.7  17.0 99.0  0.29
2008 01 08 18 00  74  5.0  5.5 99.00 99.00 99.00 999 1021.3  22.5  20.0  17.1 99.0  0.15
2008 01 08 19 00  61  3.9  4.1 99.00 99.00 99.00 999 1020.6  22.1  20.2  18.2 99.0  0.18
2008 01 08 20 00  57  4.6  5.1 99.00 99.00 99.00 999 1020.2  21.8  20.2  17.6 99.0  0.19
2008 01 08 21 00  59  5.6  6.5 99.00 99.00 99.00 999 1019.8  21.8  20.3  17.6 99.0  0.32
2008 01 08 22 00  44  4.1  4.7 99.00 99.00 99.00 999 1019.9  21.4  20.3  17.5 99.0  0.52
2008 01 08 23 00  72  4.7  5.1 99.00 99.00 99.00 999 1020.3  21.2  20.3  17.1 99.0  0.68
2008 01 09 00 00  60  4.0  4.4 99.00 99.00 99.00 999 1020.6  20.9  20.5  17.4 99.0  0.76
2008 01 09 01 00  61  5.3  5.8 99.00 99.00 99.00 999 1021.0  21.0  20.4  16.7 99.0  0.92
2008 01 09 02 00  46  3.9  4.3 99.00 99.00 99.00 999 1021.1  20.8  20.3  17.0 99.0  0.99
2008 01 09 03 00  28  3.7  4.1 99.00 99.00 99.00 999 1021.1  20.5  20.3  17.7 99.0  1.00
2008 01 09 04 00  35  4.3  4.8 99.00 99.00 99.00 999 1020.7  20.5  20.4  18.0 99.0  0.92
2008 01 09 05 00  34  3.3  3.9 99.00 99.00 99.00 999 1020.3  20.4  20.4  18.1 99.0  0.87
2008 01 09 06 00  39  3.5  3.9 99.00 99.00 99.00 999 1019.9  20.2  20.3  18.5 99.0  0.78
2008 01 09 07 00  45  3.0  3.2 99.00 99.00 99.00 999 1019.4  20.2  20.2  18.3 99.0  0.68
2008 01 09 08 00  52  2.3  2.7 99.00 99.00 99.00 999 1019.2  20.8  20.1  17.5 99.0  0.64
2008 01 09 09 00 119  2.5  2.6 99.00 99.00 99.00 999 1019.2  21.6  20.2  16.3 99.0  0.59
2008 01 09 10 00  60  0.1  0.4 99.00 99.00 99.00 999 1019.1  20.7  20.1 999.0 99.0  0.48
2008 01 09 11 00   8  5.2  6.0 99.00 99.00 99.00 999 1019.7  19.4  19.8  18.7 99.0  0.32
2008 01 09 12 00   3  5.6  5.9 99.00 99.00 99.00 999 1019.9  19.1  19.6  18.7 99.0  0.20
2008 01 09 13 00  11  5.6  6.2 99.00 99.00 99.00 999 1020.2  19.2  19.5  18.3 99.0  0.26
2008 01 09 14 00   6  4.8  5.4 99.00 99.00 99.00 999 1020.6  19.5  19.6  17.3 99.0  0.42
2008 01 09 15 00   3  4.7  5.6 99.00 99.00 99.00 999 1021.2  19.6  19.9  17.1 99.0  0.54
2008 01 09 16 00  10  3.3  3.7 99.00 99.00 99.00 999 1020.9  20.1  20.1  18.0 99.0  0.54
2008 01 09 17 00  28  2.1  2.3 99.00 99.00 99.00 999 1019.9  20.5  20.4  18.9 99.0  0.41
2008 01 09 18 00  45  2.9  3.1 99.00 99.00 99.00 999 1018.8  21.1  20.6  19.3 99.0  0.26
2008 01 09 19 00  51  2.0  2.3 99.00 99.00 99.00 999 1017.8  21.3  20.8  19.6 99.0  0.23
2008 01 09 20 00  86  3.4  3.7 99.00 99.00 99.00 999 1017.3  22.9  20.8  19.1 99.0  0.22
2008 01 09 21 00  95  3.9  4.2 99.00 99.00 99.00 999 1017.1  22.7  20.9  19.3 99.0  0.29
2008 01 09 22 00  67  3.2  3.5 99.00 99.00 99.00 999 1017.2  22.3  20.9  19.6 99.0  0.43
2008 01 09 23 00  59  3.0  3.2 99.00 99.00 99.00 999 1017.6  21.7  20.9  20.0 99.0  0.60
2008 01 10 00 00  51  2.8  3.1 99.00 99.00 99.00 999 1017.9  21.6  21.1  20.4 99.0  0.73
2008 01 10 01 00  49  3.3  3.6 99.00 99.00 99.00 999 1018.7  21.5  21.4  20.4 99.0  0.81
2008 01 10 02 00  57  3.3  3.7 99.00 99.00 99.00 999 1019.0  21.4  21.4  20.2 99.0  0.93
2008 01 10 03 00  53  2.8  3.1 99.00 99.00 99.00 999 1018.9  21.4  21.2  20.0 99.0  0.99
2008 01 10 04 00  47  3.3  3.6 99.00 99.00 99.00 999 1018.8  21.5  21.1  19.8 99.0  0.97
2008 01 10 05 00  31  1.2  1.6 99.00 99.00 99.00 999 1018.5  21.2  21.0  20.7 99.0  0.84
2008 01 10 06 00  63  3.2  3.6 99.00 99.00 99.00 999 1017.9  21.4  21.0  20.4 99.0  0.80
2008 01 10 07 00 105  5.1  5.9 99.00 99.00 99.00 999 1017.4  22.7  21.0 999.0 99.0  0.68
2008 01 10 08 00  93  4.8  5.2 99.00 99.00 99.00 999 1017.2  22.4  21.1  19.0 99.0  0.61
2008 01 10 09 00  91  4.8  5.4 99.00 99.00 99.00 999 1017.0  22.5  21.1  17.7 99.0  0.57
2008 01 10 10 00  98  4.1  4.5 99.00 99.00 99.00 999 1016.9  22.1  21.0  18.1 99.0  0.52
2008 01 10 11 00  86  3.8  4.3 99.00 99.00 99.00 999 1017.1  22.1  20.6  17.4 99.0  0.40
2008 01 10 12 00  92  3.6  3.9 99.00 99.00 99.00 999 1017.7  22.0  20.4  17.6 99.0  0.23
