YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 03 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 03 21 298  5.6  6.3 99.00 99.00 99.00 999 9999.0  20.7  21.2 999.0 99.0
96 01 03 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 03 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 17 22 107  4.4  4.6 99.00 99.00 99.00 999 9999.0  21.4  18.9 999.0 99.0
96 01 17 23 117  4.4  4.8 99.00 99.00 99.00 999 9999.0  21.3  18.8 999.0 99.0
96 01 18 00 105  2.8  3.0 99.00 99.00 99.00 999 9999.0  20.9  18.9 999.0 99.0
96 01 18 01  96  3.0  3.1 99.00 99.00 99.00 999 9999.0  20.5  19.1 999.0 99.0
96 01 18 02  85  2.7  2.8 99.00 99.00 99.00 999 9999.0  20.3  19.2 999.0 99.0
96 01 18 03 114  3.6  3.9 99.00 99.00 99.00 999 9999.0  20.9  19.2 999.0 99.0
96 01 18 04 104  3.8  3.9 99.00 99.00 99.00 999 9999.0  20.9  19.0 999.0 99.0
96 01 18 05 122  4.8  5.2 99.00 99.00 99.00 999 9999.0  21.2  18.7 999.0 99.0
96 01 18 06 113  4.1  4.6 99.00 99.00 99.00 999 9999.0  21.2  18.8 999.0 99.0
96 01 18 07 114  5.2  5.6 99.00 99.00 99.00 999 9999.0  21.4  18.7 999.0 99.0
96 01 18 08 116  3.8  3.9 99.00 99.00 99.00 999 9999.0  21.0  18.5 999.0 99.0
96 01 18 09 132  2.3  2.4 99.00 99.00 99.00 999 9999.0  20.7  18.3 999.0 99.0
96 01 18 10 140  5.5  5.9 99.00 99.00 99.00 999 9999.0  21.5  18.3 999.0 99.0
96 01 18 11 134  5.4  5.6 99.00 99.00 99.00 999 9999.0  21.5  18.3 999.0 99.0
96 01 18 12 115  4.2  4.4 99.00 99.00 99.00 999 9999.0  21.3  18.5 999.0 99.0
96 01 18 13 118  4.2  4.6 99.00 99.00 99.00 999 9999.0  21.4  18.6 999.0 99.0
96 01 18 14 128  4.7  5.1 99.00 99.00 99.00 999 9999.0  22.1  18.8 999.0 99.0
96 01 18 15 132  5.0  5.4 99.00 99.00 99.00 999 9999.0  22.4  18.9 999.0 99.0
96 01 18 16 108  4.0  5.2 99.00 99.00 99.00 999 9999.0  22.4  19.1 999.0 99.0
96 01 18 17 130  3.3  3.7 99.00 99.00 99.00 999 9999.0  22.5  19.3 999.0 99.0
96 01 18 18 127  3.1  3.4 99.00 99.00 99.00 999 9999.0  22.6  19.6 999.0 99.0
96 01 18 19 343  2.0  2.3 99.00 99.00 99.00 999 9999.0  22.6  19.9 999.0 99.0
96 01 18 20 164  1.6  1.7 99.00 99.00 99.00 999 9999.0  22.9  19.9 999.0 99.0
96 01 18 21 132  2.2  2.3 99.00 99.00 99.00 999 9999.0  22.9  20.0 999.0 99.0
96 01 18 22 151  2.9  3.0 99.00 99.00 99.00 999 9999.0  22.5  20.0 999.0 99.0
96 01 18 23 126  2.3  2.4 99.00 99.00 99.00 999 9999.0  22.3  20.2 999.0 99.0
96 01 19 00 114  2.3  2.3 99.00 99.00 99.00 999 9999.0  21.8  20.4 999.0 99.0
96 01 19 01  63  1.5  1.7 99.00 99.00 99.00 999 9999.0  21.5  20.2 999.0 99.0
96 01 19 02 110  2.9  2.9 99.00 99.00 99.00 999 9999.0  21.7  19.9 999.0 99.0
96 01 19 03 132  3.7  3.9 99.00 99.00 99.00 999 9999.0  21.9  19.9 999.0 99.0
96 01 19 04 151  5.8  6.1 99.00 99.00 99.00 999 9999.0  22.4  19.9 999.0 99.0
96 01 19 05 154  5.0  5.3 99.00 99.00 99.00 999 9999.0  22.4  20.1 999.0 99.0
96 01 19 06 151  4.7  4.9 99.00 99.00 99.00 999 9999.0  22.3  20.3 999.0 99.0
96 01 19 07 165  4.1  4.5 99.00 99.00 99.00 999 9999.0  22.4  19.9 999.0 99.0
96 01 19 08 172  3.2  3.4 99.00 99.00 99.00 999 9999.0  22.0  19.6 999.0 99.0
96 01 19 09 172  3.0  3.1 99.00 99.00 99.00 999 9999.0  21.8  19.4 999.0 99.0
96 01 19 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 19 11 206  2.7  2.8 99.00 99.00 99.00 999 9999.0  21.9  19.2 999.0 99.0
96 01 19 12 192  2.9  3.0 99.00 99.00 99.00 999 9999.0  21.9  19.3 999.0 99.0
96 01 19 13 185  2.9  3.1 99.00 99.00 99.00 999 9999.0  22.0  19.3 999.0 99.0
96 01 19 14 260  7.3  8.7 99.00 99.00 99.00 999 9999.0  19.5  19.4 999.0 99.0
96 01 19 15 245  1.3  2.6 99.00 99.00 99.00 999 9999.0  20.4  19.5 999.0 99.0
96 01 19 16 208  2.5  4.0 99.00 99.00 99.00 999 9999.0  21.0  19.7 999.0 99.0
96 01 19 17 195  3.1  3.3 99.00 99.00 99.00 999 9999.0  22.2  19.9 999.0 99.0
96 01 19 18 279   .8  1.1 99.00 99.00 99.00 999 9999.0  22.1  20.0 999.0 99.0
96 01 19 19 324   .9   .9 99.00 99.00 99.00 999 9999.0  22.4  20.1 999.0 99.0
96 01 19 20 191  1.2  1.8 99.00 99.00 99.00 999 9999.0  21.8  20.1 999.0 99.0
96 01 19 21 325 10.5 12.1 99.00 99.00 99.00 999 9999.0  18.5  20.1 999.0 99.0
96 01 19 22 326  8.1  9.2 99.00 99.00 99.00 999 9999.0  18.4  19.9 999.0 99.0
96 01 19 23 323  6.6  7.5 99.00 99.00 99.00 999 9999.0  18.3  19.9 999.0 99.0
96 01 20 00 320  8.5  9.4 99.00 99.00 99.00 999 9999.0  18.0  19.9 999.0 99.0
96 01 20 01 321  8.0  8.9 99.00 99.00 99.00 999 9999.0  17.9  20.0 999.0 99.0
96 01 20 02 331  8.0  8.8 99.00 99.00 99.00 999 9999.0  18.0  20.1 999.0 99.0
96 01 20 03 327  7.3  8.0 99.00 99.00 99.00 999 9999.0  18.0  20.2 999.0 99.0
96 01 20 04 334  7.9  8.6 99.00 99.00 99.00 999 9999.0  18.0  20.1 999.0 99.0
96 01 20 05 338  6.5  7.3 99.00 99.00 99.00 999 9999.0  18.2  19.9 999.0 99.0
96 01 20 06 350  6.7  7.4 99.00 99.00 99.00 999 9999.0  17.9  19.6 999.0 99.0
96 01 20 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 20 08 359  5.7  6.3 99.00 99.00 99.00 999 9999.0  17.6  19.1 999.0 99.0
96 01 20 09 355  5.6  6.7 99.00 99.00 99.00 999 9999.0  17.4  18.9 999.0 99.0
96 01 20 10 356  5.9  6.6 99.00 99.00 99.00 999 9999.0  17.2  18.8 999.0 99.0
96 01 20 11   1  5.3  5.7 99.00 99.00 99.00 999 9999.0  17.0  18.7 999.0 99.0
96 01 20 12 338  5.6  6.1 99.00 99.00 99.00 999 9999.0  16.9  18.6 999.0 99.0
96 01 20 13 345  5.0  5.6 99.00 99.00 99.00 999 9999.0  16.5  18.5 999.0 99.0
96 01 20 14 334  5.9  6.7 99.00 99.00 99.00 999 9999.0  16.3  18.5 999.0 99.0
96 01 20 15 324  5.8  6.4 99.00 99.00 99.00 999 9999.0  16.1  18.7 999.0 99.0
96 01 20 16 330  5.4  6.1 99.00 99.00 99.00 999 9999.0  17.0  18.9 999.0 99.0
96 01 20 17 342  3.0  3.6 99.00 99.00 99.00 999 9999.0  17.3  19.2 999.0 99.0
96 01 20 18 339  1.4  1.6 99.00 99.00 99.00 999 9999.0  18.1  19.4 999.0 99.0
96 01 20 19 307  6.1  6.7 99.00 99.00 99.00 999 9999.0  17.6  19.5 999.0 99.0
96 01 20 20 305  5.4  6.1 99.00 99.00 99.00 999 9999.0  17.5  19.6 999.0 99.0
96 01 20 21 325  5.1  5.3 99.00 99.00 99.00 999 9999.0  17.7  19.6 999.0 99.0
96 01 20 22 311  6.7  7.6 99.00 99.00 99.00 999 9999.0  17.5  19.6 999.0 99.0
96 01 20 23 312  5.5  6.0 99.00 99.00 99.00 999 9999.0  17.8  19.5 999.0 99.0
96 01 21 00 309  4.1  4.5 99.00 99.00 99.00 999 9999.0  18.3  19.5 999.0 99.0
96 01 21 01 320  5.5  6.1 99.00 99.00 99.00 999 9999.0  18.4  19.7 999.0 99.0
96 01 21 02 330  4.5  5.1 99.00 99.00 99.00 999 9999.0  18.3  19.9 999.0 99.0
96 01 21 03 329  3.9  4.4 99.00 99.00 99.00 999 9999.0  18.5  19.9 999.0 99.0
96 01 21 04 348  3.7  4.0 99.00 99.00 99.00 999 9999.0  18.8  19.8 999.0 99.0
96 01 21 05   3  2.7  3.3 99.00 99.00 99.00 999 9999.0  19.2  19.6 999.0 99.0
96 01 21 06   7  1.7  1.9 99.00 99.00 99.00 999 9999.0  19.2  19.7 999.0 99.0
96 01 21 07 327  3.4  3.7 99.00 99.00 99.00 999 9999.0  19.2  19.8 999.0 99.0
96 01 21 08 330  3.2  3.6 99.00 99.00 99.00 999 9999.0  19.1  19.6 999.0 99.0
96 01 21 09 328  4.5  4.8 99.00 99.00 99.00 999 9999.0  18.5  19.3 999.0 99.0
96 01 21 10 329  5.1  5.5 99.00 99.00 99.00 999 9999.0  18.2  19.1 999.0 99.0
96 01 21 11 332  3.2  3.6 99.00 99.00 99.00 999 9999.0  18.3  19.1 999.0 99.0
96 01 21 12 338  3.8  4.2 99.00 99.00 99.00 999 9999.0  18.4  19.1 999.0 99.0
96 01 21 13 349  3.4  3.8 99.00 99.00 99.00 999 9999.0  18.7  19.1 999.0 99.0
96 01 21 14 345  3.7  4.0 99.00 99.00 99.00 999 9999.0  19.1  19.1 999.0 99.0
96 01 21 15 347  2.2  3.1 99.00 99.00 99.00 999 9999.0  19.4  19.2 999.0 99.0
96 01 21 16 343  2.6  2.9 99.00 99.00 99.00 999 9999.0  19.5  19.4 999.0 99.0
96 01 21 17 330  1.8  1.9 99.00 99.00 99.00 999 9999.0  19.8  19.7 999.0 99.0
96 01 21 18 321  1.9  2.1 99.00 99.00 99.00 999 9999.0  20.2  20.0 999.0 99.0
96 01 21 19 310  3.6  4.1 99.00 99.00 99.00 999 9999.0  19.9  20.2 999.0 99.0
96 01 21 20 314  7.5  8.0 99.00 99.00 99.00 999 9999.0  19.1  20.4 999.0 99.0
96 01 21 21 320  8.9  9.7 99.00 99.00 99.00 999 9999.0  18.9  20.3 999.0 99.0
96 01 21 22 321  7.6  8.3 99.00 99.00 99.00 999 9999.0  18.9  20.3 999.0 99.0
96 01 21 23 323  7.3  8.0 99.00 99.00 99.00 999 9999.0  18.8  20.3 999.0 99.0
96 01 22 00 330  7.1  7.8 99.00 99.00 99.00 999 9999.0  18.7  20.1 999.0 99.0
96 01 22 01 333  6.5  7.0 99.00 99.00 99.00 999 9999.0  18.8  20.1 999.0 99.0
96 01 22 02 331  5.4  6.5 99.00 99.00 99.00 999 9999.0  18.8  20.1 999.0 99.0
96 01 22 03 324  5.8  6.7 99.00 99.00 99.00 999 9999.0  18.4  20.2 999.0 99.0
96 01 22 04 320  5.2  6.2 99.00 99.00 99.00 999 9999.0  17.5  20.3 999.0 99.0
96 01 22 05 329  5.4  5.9 99.00 99.00 99.00 999 9999.0  17.3  20.3 999.0 99.0
96 01 22 06 339  4.2  4.7 99.00 99.00 99.00 999 9999.0  17.6  20.2 999.0 99.0
96 01 22 07 349  4.9  5.3 99.00 99.00 99.00 999 9999.0  18.3  20.1 999.0 99.0
96 01 22 08  11  7.4  8.2 99.00 99.00 99.00 999 9999.0  19.1  19.9 999.0 99.0
96 01 22 09  31  8.3  9.7 99.00 99.00 99.00 999 9999.0  18.9  19.8 999.0 99.0
96 01 22 10  29  8.5  9.8 99.00 99.00 99.00 999 9999.0  18.9  19.6 999.0 99.0
96 01 22 11  24  9.8 11.0 99.00 99.00 99.00 999 9999.0  18.8  19.5 999.0 99.0
96 01 22 12  33  8.2  9.4 99.00 99.00 99.00 999 9999.0  19.1  19.5 999.0 99.0
96 01 22 13  26  8.0  9.3 99.00 99.00 99.00 999 9999.0  19.1  19.4 999.0 99.0
96 01 22 14  24  9.2  9.9 99.00 99.00 99.00 999 9999.0  18.6  19.5 999.0 99.0
96 01 22 15  40  6.4  6.9 99.00 99.00 99.00 999 9999.0  19.3  19.6 999.0 99.0
96 01 22 16  26  5.4  5.8 99.00 99.00 99.00 999 9999.0  20.1  19.7 999.0 99.0
96 01 22 17  23  4.7  5.3 99.00 99.00 99.00 999 9999.0  20.7  20.0 999.0 99.0
96 01 22 18  22  5.5  6.0 99.00 99.00 99.00 999 9999.0  21.2  20.3 999.0 99.0
96 01 22 19  31  4.2  4.6 99.00 99.00 99.00 999 9999.0  21.5  20.6 999.0 99.0
96 01 22 20  24  5.6  6.0 99.00 99.00 99.00 999 9999.0  21.9  20.8 999.0 99.0
96 01 22 21  39  6.1  7.0 99.00 99.00 99.00 999 9999.0  22.3  21.0 999.0 99.0
96 01 22 22  66  5.0  5.7 99.00 99.00 99.00 999 9999.0  22.1  21.0 999.0 99.0
96 01 22 23  82  6.1  6.8 99.00 99.00 99.00 999 9999.0  22.3  20.9 999.0 99.0
96 01 23 00  74  4.9  5.4 99.00 99.00 99.00 999 9999.0  22.1  20.8 999.0 99.0
96 01 23 01  80  5.7  6.3 99.00 99.00 99.00 999 9999.0  22.1  20.8 999.0 99.0
96 01 23 02  92  5.1  5.6 99.00 99.00 99.00 999 9999.0  22.1  20.8 999.0 99.0
96 01 23 03  76  5.5  6.2 99.00 99.00 99.00 999 9999.0  22.0  20.9 999.0 99.0
96 01 23 04  74  6.2  7.3 99.00 99.00 99.00 999 9999.0  21.8  20.9 999.0 99.0
96 01 23 05  92  6.2  6.9 99.00 99.00 99.00 999 9999.0  22.2  20.8 999.0 99.0
96 01 23 06  93  6.6  7.2 99.00 99.00 99.00 999 9999.0  22.2  20.8 999.0 99.0
96 01 23 07  97  5.8  7.1 99.00 99.00 99.00 999 9999.0  22.2  20.8 999.0 99.0
96 01 23 08  89  6.2  6.6 99.00 99.00 99.00 999 9999.0  22.1  20.7 999.0 99.0
96 01 23 09  90  5.7  6.2 99.00 99.00 99.00 999 9999.0  21.9  20.7 999.0 99.0
96 01 23 10  80  5.7  6.0 99.00 99.00 99.00 999 9999.0  21.9  20.7 999.0 99.0
96 01 23 11  76  5.7  6.4 99.00 99.00 99.00 999 9999.0  21.5  20.6 999.0 99.0
96 01 23 12  92  7.2  8.7 99.00 99.00 99.00 999 9999.0  21.8  20.4 999.0 99.0
96 01 23 13  75  6.4  7.5 99.00 99.00 99.00 999 9999.0  21.8  20.3 999.0 99.0
96 01 23 14  89  7.5  8.2 99.00 99.00 99.00 999 9999.0  22.2  20.3 999.0 99.0
96 01 23 15  83  5.4  6.5 99.00 99.00 99.00 999 9999.0  22.1  20.5 999.0 99.0
96 01 23 16 102  7.1  7.7 99.00 99.00 99.00 999 9999.0  22.3  20.7 999.0 99.0
96 01 23 17  85  6.1  7.1 99.00 99.00 99.00 999 9999.0  22.4  20.9 999.0 99.0
96 01 23 18  92  6.6  7.3 99.00 99.00 99.00 999 9999.0  22.4  21.1 999.0 99.0
96 01 23 19  95  5.6  6.5 99.00 99.00 99.00 999 9999.0  22.6  21.3 999.0 99.0
96 01 23 20  90  6.7  7.2 99.00 99.00 99.00 999 9999.0  22.5  21.5 999.0 99.0
96 01 23 21 103  6.5  7.5 99.00 99.00 99.00 999 9999.0  22.5  21.7 999.0 99.0
96 01 23 22 116  6.4  7.4 99.00 99.00 99.00 999 9999.0  22.5  21.7 999.0 99.0
96 01 23 23 107  6.0  6.7 99.00 99.00 99.00 999 9999.0  22.4  21.6 999.0 99.0
96 01 24 00 105  5.8  6.3 99.00 99.00 99.00 999 9999.0  22.3  21.5 999.0 99.0
96 01 24 01 119  5.0  5.5 99.00 99.00 99.00 999 9999.0  22.4  21.4 999.0 99.0
96 01 24 02 105  5.5  6.6 99.00 99.00 99.00 999 9999.0  22.4  21.3 999.0 99.0
96 01 24 03 108  7.2  8.2 99.00 99.00 99.00 999 9999.0  22.5  21.3 999.0 99.0
96 01 24 04 118  7.7  8.6 99.00 99.00 99.00 999 9999.0  22.6  21.4 999.0 99.0
96 01 24 05 127  6.8  7.9 99.00 99.00 99.00 999 9999.0  22.5  21.3 999.0 99.0
96 01 24 06 127  7.9  8.6 99.00 99.00 99.00 999 9999.0  22.5  21.2 999.0 99.0
96 01 24 07 126  7.2  8.7 99.00 99.00 99.00 999 9999.0  22.4  21.3 999.0 99.0
96 01 24 08 133  7.3  8.2 99.00 99.00 99.00 999 9999.0  22.4  21.2 999.0 99.0
96 01 24 09 130  6.8  7.8 99.00 99.00 99.00 999 9999.0  22.3  21.1 999.0 99.0
96 01 24 10 140  8.3  9.7 99.00 99.00 99.00 999 9999.0  22.4  20.9 999.0 99.0
96 01 24 11 155  6.6  7.6 99.00 99.00 99.00 999 9999.0  22.3  20.9 999.0 99.0
96 01 24 12 163  5.9  6.5 99.00 99.00 99.00 999 9999.0  22.3  20.9 999.0 99.0
96 01 24 13 169  4.3  4.9 99.00 99.00 99.00 999 9999.0  22.4  20.8 999.0 99.0
96 01 24 14 171  4.2  4.4 99.00 99.00 99.00 999 9999.0  22.6  20.8 999.0 99.0
96 01 24 15 187  3.1  3.4 99.00 99.00 99.00 999 9999.0  22.6  20.9 999.0 99.0
96 01 24 16 190  3.4  4.0 99.00 99.00 99.00 999 9999.0  22.8  21.1 999.0 99.0
96 01 24 17 183  4.0  4.3 99.00 99.00 99.00 999 9999.0  22.9  21.3 999.0 99.0
96 01 24 18 211  2.2  3.8 99.00 99.00 99.00 999 9999.0  23.4  21.4 999.0 99.0
96 01 24 19 175  3.7  3.9 99.00 99.00 99.00 999 9999.0  23.2  21.6 999.0 99.0
96 01 24 20 185  3.7  4.0 99.00 99.00 99.00 999 9999.0  23.4  21.8 999.0 99.0
96 01 24 21 190  2.6  2.9 99.00 99.00 99.00 999 9999.0  23.6  21.9 999.0 99.0
96 01 24 22 211  1.2  1.3 99.00 99.00 99.00 999 9999.0  23.6  22.1 999.0 99.0
96 01 24 23 168   .5   .6 99.00 99.00 99.00 999 9999.0  22.7  22.1 999.0 99.0
96 01 25 00   0   .0   .0 99.00 99.00 99.00 999 9999.0  22.1  22.1 999.0 99.0
96 01 25 01   0   .0   .0 99.00 99.00 99.00 999 9999.0  21.8  22.0 999.0 99.0
96 01 25 02   0   .0   .0 99.00 99.00 99.00 999 9999.0  22.2  21.9 999.0 99.0
96 01 25 03 348   .7   .8 99.00 99.00 99.00 999 9999.0  21.8  21.8 999.0 99.0
96 01 25 04  94   .9   .9 99.00 99.00 99.00 999 9999.0  21.6  21.8 999.0 99.0
96 01 25 05  96   .5   .6 99.00 99.00 99.00 999 9999.0  21.3  21.9 999.0 99.0
96 01 25 06  98   .7   .8 99.00 99.00 99.00 999 9999.0  21.2  21.9 999.0 99.0
96 01 25 07 137   .1   .3 99.00 99.00 99.00 999 9999.0  21.4  21.9 999.0 99.0
96 01 25 08   7  1.1  1.1 99.00 99.00 99.00 999 9999.0  21.3  21.8 999.0 99.0
96 01 25 09 358   .9  1.0 99.00 99.00 99.00 999 9999.0  21.2  21.8 999.0 99.0
96 01 25 10  17  2.1  2.3 99.00 99.00 99.00 999 9999.0  21.3  21.7 999.0 99.0
96 01 25 11  27  1.8  1.9 99.00 99.00 99.00 999 9999.0  21.4  21.7 999.0 99.0
96 01 25 12  25  2.4  2.6 99.00 99.00 99.00 999 9999.0  21.5  21.6 999.0 99.0
96 01 25 13  41  2.5  2.7 99.00 99.00 99.00 999 9999.0  21.4  21.5 999.0 99.0
96 01 25 14  28  2.6  3.0 99.00 99.00 99.00 999 9999.0  21.5  21.5 999.0 99.0
96 01 25 15  18  3.8  4.1 99.00 99.00 99.00 999 9999.0  21.3  21.6 999.0 99.0
96 01 25 16  11  5.9  6.8 99.00 99.00 99.00 999 9999.0  21.3  21.7 999.0 99.0
96 01 25 17  42  4.4  4.8 99.00 99.00 99.00 999 9999.0  21.8  21.9 999.0 99.0
96 01 25 18  38  4.5  5.0 99.00 99.00 99.00 999 9999.0  22.1  22.2 999.0 99.0
96 01 25 19  64  4.7  5.4 99.00 99.00 99.00 999 9999.0  22.4  22.4 999.0 99.0
96 01 25 20  64  4.3  4.8 99.00 99.00 99.00 999 9999.0  22.5  22.6 999.0 99.0
96 01 25 21  58  4.6  5.4 99.00 99.00 99.00 999 9999.0  22.7  22.7 999.0 99.0
96 01 25 22  61  8.4  9.4 99.00 99.00 99.00 999 9999.0  22.8  22.7 999.0 99.0
96 01 25 23  61  9.4 10.8 99.00 99.00 99.00 999 9999.0  22.5  22.7 999.0 99.0
96 01 26 00  63 10.5 11.7 99.00 99.00 99.00 999 9999.0  22.1  22.6 999.0 99.0
96 01 26 01  58 10.1 11.1 99.00 99.00 99.00 999 9999.0  21.3  22.5 999.0 99.0
96 01 26 02  51  7.9  9.2 99.00 99.00 99.00 999 9999.0  22.2  22.4 999.0 99.0
96 01 26 03  88 10.3 11.5 99.00 99.00 99.00 999 9999.0  22.9  22.4 999.0 99.0
96 01 26 04  91  8.8  9.6 99.00 99.00 99.00 999 9999.0  22.8  22.4 999.0 99.0
96 01 26 05 104  9.0 10.7 99.00 99.00 99.00 999 9999.0  23.0  22.4 999.0 99.0
96 01 26 06 105  8.7  9.8 99.00 99.00 99.00 999 9999.0  22.9  22.4 999.0 99.0
96 01 26 07 113  7.8  8.9 99.00 99.00 99.00 999 9999.0  22.9  22.3 999.0 99.0
96 01 26 08 117  7.7  8.8 99.00 99.00 99.00 999 9999.0  22.9  22.2 999.0 99.0
96 01 26 09 120  6.8  8.2 99.00 99.00 99.00 999 9999.0  22.8  22.2 999.0 99.0
96 01 26 10 122  7.4  8.6 99.00 99.00 99.00 999 9999.0  22.9  22.1 999.0 99.0
96 01 26 11 120  8.2  9.1 99.00 99.00 99.00 999 9999.0  23.0  22.0 999.0 99.0
96 01 26 12 124  8.4  9.8 99.00 99.00 99.00 999 9999.0  22.9  22.0 999.0 99.0
96 01 26 13 125  9.4 11.1 99.00 99.00 99.00 999 9999.0  23.0  22.0 999.0 99.0
96 01 26 14 113  8.0 10.0 99.00 99.00 99.00 999 9999.0  23.0  22.0 999.0 99.0
96 01 26 15 117  8.4  9.5 99.00 99.00 99.00 999 9999.0  23.2  22.0 999.0 99.0
96 01 26 16 124  7.9  9.2 99.00 99.00 99.00 999 9999.0  23.3  22.1 999.0 99.0
96 01 26 17 110  7.9  9.2 99.00 99.00 99.00 999 9999.0  23.5  22.3 999.0 99.0
96 01 26 18 119  8.7 10.1 99.00 99.00 99.00 999 9999.0  23.7  22.5 999.0 99.0
96 01 26 19 120  9.8 11.2 99.00 99.00 99.00 999 9999.0  23.6  22.7 999.0 99.0
96 01 26 20 112  9.3 10.5 99.00 99.00 99.00 999 9999.0  23.5  22.8 999.0 99.0
96 01 26 21 129  8.6  9.9 99.00 99.00 99.00 999 9999.0  23.5  22.8 999.0 99.0
