#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 01 00 00 119  6.9  7.7 99.00 99.00 99.00 999 1020.4  23.2  21.5  16.1 99.0 99.00
2017 01 01 01 00 123  7.2  8.8 99.00 99.00 99.00 999 1020.4  23.3  21.5  16.9 99.0 99.00
2017 01 01 02 00 121  7.2  8.3 99.00 99.00 99.00 999 1020.9  23.4  21.6  17.5 99.0 99.00
2017 01 01 03 00 129  6.8  7.8 99.00 99.00 99.00 999 1021.2  23.5  21.4  17.5 99.0 99.00
2017 01 01 04 00 125  6.4  7.2 99.00 99.00 99.00 999 1021.0  23.5  21.3  18.0 99.0 99.00
2017 01 01 05 00 126  6.3  7.0 99.00 99.00 99.00 999 1020.5  23.6  21.2  18.5 99.0 99.00
2017 01 01 06 00 125  5.7  6.4 99.00 99.00 99.00 999 1020.3  23.6  21.1  18.4 99.0 99.00
2017 01 01 07 00 126  5.7  7.1 99.00 99.00 99.00 999 1019.9  23.6  21.1  18.9 99.0 99.00
2017 01 01 08 00 126  5.5  6.5 99.00 99.00 99.00 999 1019.6  23.5  21.2  18.9 99.0 99.00
2017 01 01 09 00 127  5.1  5.5 99.00 99.00 99.00 999 1019.7  23.4  21.2  19.2 99.0 99.00
2017 01 01 10 00 125  4.2  4.5 99.00 99.00 99.00 999 1019.6  23.3  21.3  19.3 99.0 99.00
2017 01 01 11 00 122  4.6  5.2 99.00 99.00 99.00 999 1019.8  23.3  21.3  19.5 99.0 99.00
2017 01 01 12 00 114  4.9  5.2 99.00 99.00 99.00 999 1020.3  23.4  21.3  19.9 99.0 99.00
2017 01 01 13 00 104  4.5  5.1 99.00 99.00 99.00 999 1021.1  23.6  21.3  20.0 99.0 99.00
2017 01 01 14 00 122  5.1  5.8 99.00 99.00 99.00 999 1021.3  24.2  21.3  20.0 99.0 99.00
2017 01 01 15 00  90  4.4  5.5 99.00 99.00 99.00 999 1021.8  24.8  21.5  20.0 99.0 99.00
2017 01 01 16 00 102  6.5  8.1 99.00 99.00 99.00 999 1021.9  24.9  21.6  20.0 99.0 99.00
2017 01 01 17 00 122  6.6  7.2 99.00 99.00 99.00 999 1021.4  25.1  21.7  20.0 99.0 99.00
2017 01 01 18 00 120  6.3  7.2 99.00 99.00 99.00 999 1020.6  25.1  21.9  20.3 99.0 99.00
2017 01 01 19 00 126  6.4  7.2 99.00 99.00 99.00 999 1020.3  25.1  22.1  20.2 99.0 99.00
2017 01 01 20 00 109  5.8  6.3 99.00 99.00 99.00 999 1020.1  24.9  22.2  20.4 99.0 99.00
2017 01 01 21 00 104  5.3  6.0 99.00 99.00 99.00 999 1019.9  24.8  22.4  20.6 99.0 99.00
2017 01 01 22 00 117  6.4  7.0 99.00 99.00 99.00 999 1019.8  24.6  22.5  20.9 99.0 99.00
2017 01 01 23 00 110  5.5  6.1 99.00 99.00 99.00 999 1020.3  24.3  22.6  21.0 99.0 99.00
2017 01 02 00 00 116  6.0  6.8 99.00 99.00 99.00 999 1020.6  24.4  22.6  21.3 99.0 99.00
2017 01 02 01 00 115  6.4  7.6 99.00 99.00 99.00 999 1020.9  24.5  22.6  21.3 99.0 99.00
2017 01 02 02 00 117  6.2  6.9 99.00 99.00 99.00 999 1021.3  24.6  22.6  21.5 99.0 99.00
2017 01 02 03 00 119  7.2  8.2 99.00 99.00 99.00 999 1021.3  24.8  22.6  21.4 99.0 99.00
2017 01 02 04 00 115  6.6  7.4 99.00 99.00 99.00 999 1021.6  24.6  22.5  21.9 99.0 99.00
2017 01 02 05 00 118  7.4  8.0 99.00 99.00 99.00 999 1021.3  24.6  22.3  21.6 99.0 99.00
2017 01 02 06 00 116  6.2  6.9 99.00 99.00 99.00 999 1021.2  24.5  22.3  21.8 99.0 99.00
2017 01 02 07 00 124  7.7  8.8 99.00 99.00 99.00 999 1020.7  24.6  22.3  21.7 99.0 99.00
2017 01 02 08 00 122  7.0  8.2 99.00 99.00 99.00 999 1020.4  24.6  22.3  21.9 99.0 99.00
2017 01 02 09 00 123  7.2  8.1 99.00 99.00 99.00 999 1020.3  24.7  22.4  21.8 99.0 99.00
2017 01 02 10 00 124  6.4  7.2 99.00 99.00 99.00 999 1020.4  24.6  22.5  21.8 99.0 99.00
2017 01 02 11 00 122  6.2  7.4 99.00 99.00 99.00 999 1020.7  24.6  22.5  21.6 99.0 99.00
2017 01 02 12 00 120  6.3  6.8 99.00 99.00 99.00 999 1021.0  24.6  22.4  21.8 99.0 99.00
2017 01 02 13 00 116  6.7  7.9 99.00 99.00 99.00 999 1021.3  24.9  22.4  21.9 99.0 99.00
2017 01 02 14 00 113  7.5  8.6 99.00 99.00 99.00 999 1021.7  25.3  22.4  21.6 99.0 99.00
2017 01 02 15 00 118  7.8  9.0 99.00 99.00 99.00 999 1021.9  25.5  22.5  21.5 99.0 99.00
2017 01 02 16 00 114  7.8  9.1 99.00 99.00 99.00 999 1021.3  25.5  22.7  21.8 99.0 99.00
2017 01 02 17 00 115  6.7  7.6 99.00 99.00 99.00 999 1020.7  25.7  22.8  22.2 99.0 99.00
2017 01 02 18 00 110  6.8  7.5 99.00 99.00 99.00 999 1020.0  25.8  23.1  22.3 99.0 99.00
2017 01 02 19 00 108  6.1  6.8 99.00 99.00 99.00 999 1018.9  25.9  23.3  22.4 99.0 99.00
2017 01 02 20 00 100  6.2  7.7 99.00 99.00 99.00 999 1018.5  25.7  23.5  22.2 99.0 99.00
2017 01 02 21 00 102  5.6  6.6 99.00 99.00 99.00 999 1018.4  25.7  23.6  22.4 99.0 99.00
2017 01 02 22 00 100  5.4  7.6 99.00 99.00 99.00 999 1018.3  25.4  23.7  22.5 99.0 99.00
2017 01 02 23 00 114  5.3  5.7 99.00 99.00 99.00 999 1018.9  25.1  23.6  22.4 99.0 99.00
2017 01 03 00 00 118  5.0  5.5 99.00 99.00 99.00 999 1019.4  24.9  23.5  22.5 99.0 99.00
2017 01 03 01 00 112  5.0  5.5 99.00 99.00 99.00 999 1019.7  24.9  23.5  22.2 99.0 99.00
2017 01 03 02 00 109  4.9  5.5 99.00 99.00 99.00 999 1019.8  24.8  23.5  22.6 99.0 99.00
2017 01 03 03 00 117  6.3  6.8 99.00 99.00 99.00 999 1019.5  25.0  23.5  22.7 99.0 99.00
2017 01 03 04 00 126  7.6  8.3 99.00 99.00 99.00 999 1018.9  25.1  23.5  22.3 99.0 99.00
2017 01 03 05 00 133  7.5  8.3 99.00 99.00 99.00 999 1018.3  25.2  23.6  22.3 99.0 99.00
2017 01 03 06 00 138  5.8  6.5 99.00 99.00 99.00 999 1019.0  25.1  23.5  22.3 99.0 99.00
2017 01 03 07 00 139  7.6  8.4 99.00 99.00 99.00 999 1017.2  25.1  23.5  22.4 99.0 99.00
2017 01 03 08 00 154  6.5  7.7 99.00 99.00 99.00 999 1017.1  25.1  23.5  22.3 99.0 99.00
2017 01 03 09 00 150  6.6  7.5 99.00 99.00 99.00 999 1016.5  25.1  23.5  22.2 99.0 99.00
2017 01 03 10 00 155  6.1  7.6 99.00 99.00 99.00 999 1016.5  25.0  23.4  22.2 99.0 99.00
2017 01 03 11 00 151  6.9  7.6 99.00 99.00 99.00 999 1016.3  24.9  23.4  22.4 99.0 99.00
2017 01 03 12 00 156  5.9  6.8 99.00 99.00 99.00 999 1017.0  24.9  23.3  22.4 99.0 99.00
2017 01 03 13 00 179  4.2  5.0 99.00 99.00 99.00 999 1017.5  25.0  23.3  22.5 99.0 99.00
2017 01 03 14 00 204  2.0  2.3 99.00 99.00 99.00 999 1018.2  25.4  23.4  22.9 99.0 99.00
2017 01 03 15 00 168  2.9  3.2 99.00 99.00 99.00 999 1018.2  25.6  23.5  23.0 99.0 99.00
2017 01 03 16 00 312  1.1  1.3 99.00 99.00 99.00 999 1018.1  25.8  23.7  23.6 99.0 99.00
2017 01 03 17 00 282  2.0  2.4 99.00 99.00 99.00 999 1017.2  25.4  23.8  23.5 99.0 99.00
2017 01 03 18 00 339  0.7  0.8 99.00 99.00 99.00 999 1016.4  26.0  24.0  22.1 99.0 99.00
2017 01 03 19 00 345  0.4  0.5 99.00 99.00 99.00 999 1015.5  27.2  24.2  23.6 99.0 99.00
2017 01 03 20 00   0  0.0  0.0 99.00 99.00 99.00 999 1015.2  28.4  24.4  24.5 99.0 99.00
2017 01 03 21 00 289  1.6  1.9 99.00 99.00 99.00 999 1015.4  25.1  24.5  22.0 99.0 99.00
2017 01 03 22 00 285  0.8  0.9 99.00 99.00 99.00 999 1015.6  25.0  24.6  22.7 99.0 99.00
2017 01 03 23 00 310  1.1  1.2 99.00 99.00 99.00 999 1016.0  24.6  24.5  23.2 99.0 99.00
2017 01 04 00 00  87  0.8  1.0 99.00 99.00 99.00 999 1016.3  24.5  24.5  23.4 99.0 99.00
2017 01 04 01 00 195  0.5  0.8 99.00 99.00 99.00 999 1016.0  24.3  24.4  23.4 99.0 99.00
2017 01 04 02 00 102  1.5  1.7 99.00 99.00 99.00 999 1015.9  24.1  24.4  23.4 99.0 99.00
2017 01 04 03 00 138  2.4  2.5 99.00 99.00 99.00 999 1015.3  24.1  24.5  23.5 99.0 99.00
2017 01 04 04 00 121  0.5  0.6 99.00 99.00 99.00 999 1015.4  23.9  24.5  23.4 99.0 99.00
2017 01 04 05 00 237  1.4  1.5 99.00 99.00 99.00 999 1015.0  24.0  24.5  23.5 99.0 99.00
2017 01 04 06 00 182  1.8  1.9 99.00 99.00 99.00 999 1014.6  24.1  24.4  23.5 99.0 99.00
2017 01 04 07 00 188  2.5  2.6 99.00 99.00 99.00 999 1014.1  24.4  24.3  23.6 99.0 99.00
2017 01 04 08 00 197  3.9  4.2 99.00 99.00 99.00 999 1013.7  24.9  24.2  23.2 99.0 99.00
2017 01 04 09 00 208  3.2  3.7 99.00 99.00 99.00 999 1013.5  24.8  24.1  23.2 99.0 99.00
2017 01 04 10 00 211  3.1  3.4 99.00 99.00 99.00 999 1013.3  24.7  24.2  23.2 99.0 99.00
2017 01 04 11 00 201  2.5  2.7 99.00 99.00 99.00 999 1013.4  24.7  24.2  23.3 99.0 99.00
2017 01 04 12 00 241  2.0  2.2 99.00 99.00 99.00 999 1013.9  24.5  24.3  23.3 99.0 99.00
2017 01 04 13 00 318  0.1  0.2 99.00 99.00 99.00 999 1014.1  24.6  24.4  23.3 99.0 99.00
2017 01 04 14 00   0  0.0  0.3 99.00 99.00 99.00 999 1014.6  25.2  24.4  23.5 99.0 99.00
2017 01 04 15 00 306  1.2  2.5 99.00 99.00 99.00 999 1015.0  24.9  24.5  22.8 99.0 99.00
2017 01 04 16 00 288  3.7  4.6 99.00 99.00 99.00 999 1014.6  24.9  24.7  23.3 99.0 99.00
2017 01 04 17 00 304  5.3  6.3 99.00 99.00 99.00 999 1014.1  24.7  24.9  23.6 99.0 99.00
2017 01 04 18 00 335  2.4  2.7 99.00 99.00 99.00 999 1013.1  23.6  24.9  21.9 99.0 99.00
2017 01 04 19 00 245  2.5  2.8 99.00 99.00 99.00 999 1012.4  23.9  24.8  22.3 99.0 99.00
