YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
94 01 02 13 194 05.7 06.3 99.00 99.00 99.00 999 1016.5  23.7  21.6 999.0 99.0
94 01 02 14 199 04.6 05.0 99.00 99.00 99.00 999 1017.1  23.5  21.6 999.0 99.0
94 01 02 15 216 04.8 05.4 99.00 99.00 99.00 999 1017.4  23.7  21.7 999.0 99.0
94 01 02 16 205 05.2 05.6 99.00 99.00 99.00 999 1016.8  23.7  21.8 999.0 99.0
94 01 02 17 207 04.3 04.7 99.00 99.00 99.00 999 1015.5  23.6  21.9 999.0 99.0
94 01 02 18 219 05.8 06.7 99.00 99.00 99.00 999 1014.5  23.6  21.9 999.0 99.0
94 01 02 19 221 06.3 07.0 99.00 99.00 99.00 999 1013.8  24.1  22.1 999.0 99.0
94 01 02 20 221 04.6 05.3 99.00 99.00 99.00 999 1013.4  23.9  22.2 999.0 99.0
94 01 02 21 247 04.0 05.1 99.00 99.00 99.00 999 1013.7  24.2  22.3 999.0 99.0
94 01 02 22 256 03.3 04.3 99.00 99.00 99.00 999 1013.8  23.7  22.4 999.0 99.0
94 01 02 23 229 03.0 03.2 99.00 99.00 99.00 999 1013.6  23.3  22.3 999.0 99.0
94 01 03 00 201 03.7 04.1 99.00 99.00 99.00 999 1014.0  23.2  22.2 999.0 99.0
94 01 03 01 229 03.8 04.1 99.00 99.00 99.00 999 1014.5  23.3  22.2 999.0 99.0
94 01 03 02 215 03.7 04.0 99.00 99.00 99.00 999 1014.8  23.5  22.1 999.0 99.0
94 01 03 03 200 03.8 04.1 99.00 99.00 99.00 999 1015.2  23.6  22.1 999.0 99.0
94 01 03 04 227 02.9 03.0 99.00 99.00 99.00 999 1014.8  23.2  22.1 999.0 99.0
94 01 03 05 279 03.6 04.1 99.00 99.00 99.00 999 1014.4  23.0  22.2 999.0 99.0
94 01 03 06 283 04.9 05.8 99.00 99.00 99.00 999 1013.8  22.3  22.3 999.0 99.0
94 01 03 07 284 02.8 03.1 99.00 99.00 99.00 999 1013.0  21.8  22.3 999.0 99.0
94 01 03 08 285 03.3 03.7 99.00 99.00 99.00 999 1013.0  21.9  22.3 999.0 99.0
94 01 03 09 291 01.0 01.1 99.00 99.00 99.00 999 1013.0  21.8  22.3 999.0 99.0
94 01 03 10 003 03.1 03.3 99.00 99.00 99.00 999 1012.5  21.5  22.2 999.0 99.0
94 01 03 11 360 01.5 02.0 99.00 99.00 99.00 999 1012.7  21.0  22.1 999.0 99.0
94 01 03 12 233 03.5 04.2 99.00 99.00 99.00 999 1012.7  20.9  22.0 999.0 99.0
94 01 03 13 280 02.5 02.7 99.00 99.00 99.00 999 1013.2  21.2  22.0 999.0 99.0
94 01 03 14 200 03.4 03.9 99.00 99.00 99.00 999 1013.7  21.5  21.9 999.0 99.0
94 01 03 15 247 04.6 05.3 99.00 99.00 99.00 999 1012.9  22.5  21.9 999.0 99.0
94 01 03 16 226 05.5 06.1 99.00 99.00 99.00 999 1012.7  23.5  22.0 999.0 99.0
94 01 03 17 224 06.6 07.5 99.00 99.00 99.00 999 1011.9  23.3  22.2 999.0 99.0
94 01 03 18 254 05.4 06.1 99.00 99.00 99.00 999 1011.1  22.0  22.4 999.0 99.0
94 01 03 19 271 11.0 13.2 99.00 99.00 99.00 999 1011.3  20.2  22.5 999.0 99.0
94 01 03 20 242 08.2 09.0 99.00 99.00 99.00 999 1011.0  20.3  22.4 999.0 99.0
94 01 03 21 202 09.0 09.9 99.00 99.00 99.00 999 1011.1  21.4  22.4 999.0 99.0
94 01 03 22 197 08.6 09.5 99.00 99.00 99.00 999 1011.4  21.8  22.3 999.0 99.0
94 01 03 23 215 07.6 08.4 99.00 99.00 99.00 999 1011.4  22.6  22.2 999.0 99.0
94 01 04 00 212 08.6 10.1 99.00 99.00 99.00 999 1012.4  22.7  22.1 999.0 99.0
94 01 04 01 205 07.5 08.5 99.00 99.00 99.00 999 1012.4  22.5  22.0 999.0 99.0
94 01 04 02 240 06.9 08.3 99.00 99.00 99.00 999 1013.5  21.9  22.0 999.0 99.0
94 01 04 03 240 06.5 07.4 99.00 99.00 99.00 999 1013.5  21.7  22.0 999.0 99.0
94 01 04 04 270 07.8 10.2 99.00 99.00 99.00 999 1013.6  22.6  21.9 999.0 99.0
94 01 04 05 287 11.2 12.4 99.00 99.00 99.00 999 1013.5  22.1  21.8 999.0 99.0
94 01 04 06 293 12.4 14.0 99.00 99.00 99.00 999 1013.8  21.5  21.7 999.0 99.0
94 01 04 07 295 12.2 14.4 99.00 99.00 99.00 999 1014.0  21.1  21.6 999.0 99.0
94 01 04 08 301 10.4 12.1 99.00 99.00 99.00 999 1014.0  20.6  21.5 999.0 99.0
94 01 04 09 291 08.5 09.2 99.00 99.00 99.00 999 1013.8  20.7  21.3 999.0 99.0
94 01 04 10 308 09.1 10.3 99.00 99.00 99.00 999 1013.9  20.2  21.0 999.0 99.0
94 01 04 11 312 08.8 10.1 99.00 99.00 99.00 999 1014.2  19.8  20.9 999.0 99.0
94 01 04 12 302 08.5 09.7 99.00 99.00 99.00 999 1014.8  19.8  20.7 999.0 99.0
94 01 04 13 285 07.5 08.5 99.00 99.00 99.00 999 1015.5  20.0  20.6 999.0 99.0
94 01 04 14 303 06.4 07.0 99.00 99.00 99.00 999 1016.4  19.9  20.6 999.0 99.0
94 01 04 15 296 06.5 07.2 99.00 99.00 99.00 999 1016.6  20.0  20.6 999.0 99.0
94 01 04 16 299 06.8 07.5 99.00 99.00 99.00 999 1016.8  20.0  20.7 999.0 99.0
94 01 04 17 298 06.0 06.8 99.00 99.00 99.00 999 1016.4  20.0  20.9 999.0 99.0
94 01 04 18 286 07.0 07.8 99.00 99.00 99.00 999 1015.8  20.1  21.0 999.0 99.0
94 01 04 19 289 06.7 07.5 99.00 99.00 99.00 999 1014.9  20.2  21.1 999.0 99.0
94 01 04 20 303 07.6 08.8 99.00 99.00 99.00 999 1014.7  20.2  21.2 999.0 99.0
94 01 04 21 295 05.8 06.6 99.00 99.00 99.00 999 1015.2  20.2  21.3 999.0 99.0
94 01 04 22 306 06.4 07.3 99.00 99.00 99.00 999 1015.9  20.1  21.2 999.0 99.0
94 01 04 23 325 09.0 10.3 99.00 99.00 99.00 999 1016.3  19.3  21.1 999.0 99.0
94 01 05 00 329 09.1 10.8 99.00 99.00 99.00 999 1017.0  18.9  21.0 999.0 99.0
94 01 05 01 332 08.3 09.3 99.00 99.00 99.00 999 1017.6  18.8  20.9 999.0 99.0
94 01 05 02 330 08.0 09.0 99.00 99.00 99.00 999 1017.8  18.8  20.8 999.0 99.0
94 01 05 03 328 07.6 08.3 99.00 99.00 99.00 999 1018.1  18.7  20.6 999.0 99.0
94 01 05 04 345 07.1 08.2 99.00 99.00 99.00 999 1018.0  18.6  20.5 999.0 99.0
94 01 05 05 356 06.3 07.2 99.00 99.00 99.00 999 1017.8  18.2  20.4 999.0 99.0
94 01 05 06 007 03.6 04.1 99.00 99.00 99.00 999 1017.7  18.1  20.3 999.0 99.0
94 01 05 07 013 04.2 05.7 99.00 99.00 99.00 999 1018.0  18.0  20.3 999.0 99.0
94 01 05 08 355 09.3 12.2 99.00 99.00 99.00 999 1018.6  17.6  20.2 999.0 99.0
94 01 05 10 002 09.0 11.0 99.00 99.00 99.00 999 1020.5  13.9  19.7 999.0 99.0
94 01 05 11 017 05.7 06.2 99.00 99.00 99.00 999 1020.4  14.5  19.6 999.0 99.0
94 01 05 12 012 07.2 08.3 99.00 99.00 99.00 999 1020.9  14.7  19.4 999.0 99.0
94 01 05 13 016 07.3 08.0 99.00 99.00 99.00 999 1021.7  14.4  19.3 999.0 99.0
94 01 05 14 001 07.5 07.9 99.00 99.00 99.00 999 1022.8  14.6  19.3 999.0 99.0
94 01 05 15 020 07.3 08.3 99.00 99.00 99.00 999 1023.9  13.9  19.3 999.0 99.0
94 01 05 16 021 06.3 07.8 99.00 99.00 99.00 999 1024.2  14.3  19.4 999.0 99.0
94 01 05 17 017 06.9 07.5 99.00 99.00 99.00 999 1023.8  14.6  19.5 999.0 99.0
94 01 05 18 024 06.9 08.5 99.00 99.00 99.00 999 1023.3  14.6  19.6 999.0 99.0
94 01 05 19 005 06.1 07.2 99.00 99.00 99.00 999 1023.0  14.8  19.7 999.0 99.0
94 01 05 20 007 06.0 07.5 99.00 99.00 99.00 999 1022.8  15.2  19.8 999.0 99.0
94 01 05 21 008 04.2 05.3 99.00 99.00 99.00 999 1022.5  15.7  19.8 999.0 99.0
94 01 05 22 007 05.1 06.2 99.00 99.00 99.00 999 1022.9  16.5  19.8 999.0 99.0
94 01 05 23 008 06.4 07.4 99.00 99.00 99.00 999 1022.8  16.7  19.7 999.0 99.0
94 01 06 00 048 07.8 08.9 99.00 99.00 99.00 999 1023.2  16.2  19.6 999.0 99.0
94 01 06 01 045 07.2 09.0 99.00 99.00 99.00 999 1023.9  16.1  19.4 999.0 99.0
94 01 06 02 039 08.7 10.0 99.00 99.00 99.00 999 1024.3  15.2  19.2 999.0 99.0
94 01 06 03 034 07.0 07.8 99.00 99.00 99.00 999 1024.3  15.0  19.1 999.0 99.0
94 01 06 04 021 06.8 07.9 99.00 99.00 99.00 999 1024.2  14.4  19.0 999.0 99.0
94 01 06 05 032 06.5 07.1 99.00 99.00 99.00 999 1023.7  13.9  18.8 999.0 99.0
94 01 06 06 027 06.2 06.9 99.00 99.00 99.00 999 1023.2  14.1  18.7 999.0 99.0
94 01 06 07 028 05.3 05.8 99.00 99.00 99.00 999 1022.7  14.3  18.6 999.0 99.0
94 01 06 08 033 05.0 05.5 99.00 99.00 99.00 999 1022.0  14.1  18.5 999.0 99.0
94 01 06 09 037 05.6 06.0 99.00 99.00 99.00 999 1022.2  14.5  18.4 999.0 99.0
94 01 06 10 043 04.3 04.8 99.00 99.00 99.00 999 1022.1  14.9  18.3 999.0 99.0
94 01 06 11 034 05.2 05.9 99.00 99.00 99.00 999 1022.5  15.4  18.2 999.0 99.0
94 01 06 12 024 06.0 06.6 99.00 99.00 99.00 999 1022.7  15.1  18.2 999.0 99.0
94 01 06 13 006 04.6 05.1 99.00 99.00 99.00 999 1023.0  15.5  18.2 999.0 99.0
94 01 06 14 120 08.0 09.3 99.00 99.00 99.00 999 1023.2  19.5  18.1 999.0 99.0
94 01 06 15 125 06.3 07.1 99.00 99.00 99.00 999 1023.5  19.9  18.2 999.0 99.0
94 01 06 16 095 07.2 08.0 99.00 99.00 99.00 999 1023.2  20.0  18.3 999.0 99.0
94 01 06 17 101 04.9 05.7 99.00 99.00 99.00 999 1022.4  20.2  18.5 999.0 99.0
94 01 06 18 120 06.2 07.0 99.00 99.00 99.00 999 1021.1  20.6  18.7 999.0 99.0
94 01 06 19 114 07.1 08.0 99.00 99.00 99.00 999 1020.2  20.8  18.8 999.0 99.0
94 01 06 20 128 07.3 08.3 99.00 99.00 99.00 999 1019.9  21.1  18.9 999.0 99.0
94 01 06 21 123 05.1 05.9 99.00 99.00 99.00 999 1019.8  21.3  19.1 999.0 99.0
94 01 06 22 088 04.0 04.3 99.00 99.00 99.00 999 1019.9  20.9  19.3 999.0 99.0
94 01 06 23 102 04.8 05.3 99.00 99.00 99.00 999 1020.1  20.8  19.5 999.0 99.0
94 01 07 00 109 05.3 05.9 99.00 99.00 99.00 999 1020.3  21.0  19.5 999.0 99.0
94 01 07 01 110 04.8 05.3 99.00 99.00 99.00 999 1020.6  21.0  19.4 999.0 99.0
94 01 07 02 107 05.7 06.2 99.00 99.00 99.00 999 1020.8  21.0  19.2 999.0 99.0
94 01 07 03 111 04.9 05.2 99.00 99.00 99.00 999 1020.6  21.1  19.0 999.0 99.0
94 01 07 04 120 04.9 05.3 99.00 99.00 99.00 999 1020.4  21.4  19.0 999.0 99.0
94 01 07 05 125 05.0 06.2 99.00 99.00 99.00 999 1020.1  21.5  19.0 999.0 99.0
94 01 07 06 113 04.0 04.2 99.00 99.00 99.00 999 1019.7  21.1  19.0 999.0 99.0
94 01 07 07 124 04.7 05.1 99.00 99.00 99.00 999 1019.3  21.6  19.0 999.0 99.0
94 01 07 08 132 05.2 05.8 99.00 99.00 99.00 999 1019.0  21.4  19.0 999.0 99.0
94 01 07 09 145 04.3 04.8 99.00 99.00 99.00 999 1018.8  21.9  18.9 999.0 99.0
94 01 07 10 107 03.5 03.8 99.00 99.00 99.00 999 1018.7  20.9  18.9 999.0 99.0
94 01 07 11 133 06.1 07.0 99.00 99.00 99.00 999 1018.8  21.8  18.8 999.0 99.0
94 01 07 12 140 05.5 05.7 99.00 99.00 99.00 999 1019.1  21.7  18.7 999.0 99.0
94 01 07 13 130 05.6 06.0 99.00 99.00 99.00 999 1019.5  22.1  18.7 999.0 99.0
94 01 07 14 114 03.9 05.1 99.00 99.00 99.00 999 1019.9  21.9  18.7 999.0 99.0
94 01 07 15 139 05.1 06.2 99.00 99.00 99.00 999 1020.5  22.4  18.9 999.0 99.0
94 01 07 16 127 03.8 04.8 99.00 99.00 99.00 999 1020.4  22.3  19.1 999.0 99.0
94 01 07 17 128 05.3 06.1 99.00 99.00 99.00 999 1019.4  22.4  19.3 999.0 99.0
94 01 07 18 129 05.4 06.4 99.00 99.00 99.00 999 1018.1  22.6  19.6 999.0 99.0
94 01 07 19 144 04.7 05.3 99.00 99.00 99.00 999 1017.4  22.5  19.8 999.0 99.0
94 01 07 20 121 03.9 04.6 99.00 99.00 99.00 999 1017.0  22.5  20.1 999.0 99.0
94 01 07 21 129 02.9 03.2 99.00 99.00 99.00 999 1017.1  22.7  20.2 999.0 99.0
94 01 07 22 101 01.2 02.0 99.00 99.00 99.00 999 1017.4  22.6  20.4 999.0 99.0
94 01 07 23 133 02.7 02.8 99.00 99.00 99.00 999 1017.2  22.3  20.5 999.0 99.0
94 01 08 00 000 00.0 00.0 99.00 99.00 99.00 999 1017.8  21.7  20.4 999.0 99.0
94 01 08 01 359 01.3 01.4 99.00 99.00 99.00 999 1018.4  21.4  20.4 999.0 99.0
94 01 08 02 100 02.8 02.9 99.00 99.00 99.00 999 1018.0  21.2  20.4 999.0 99.0
94 01 08 03 131 03.7 03.9 99.00 99.00 99.00 999 1017.8  21.7  20.4 999.0 99.0
94 01 08 04 126 03.4 03.7 99.00 99.00 99.00 999 1017.5  21.9  20.2 999.0 99.0
94 01 08 05 140 04.3 04.6 99.00 99.00 99.00 999 1017.1  22.0  20.1 999.0 99.0
94 01 08 06 142 06.4 06.8 99.00 99.00 99.00 999 1016.0  22.3  20.1 999.0 99.0
94 01 08 07 150 05.3 06.0 99.00 99.00 99.00 999 1016.0  22.4  20.0 999.0 99.0
94 01 08 08 145 04.7 05.1 99.00 99.00 99.00 999 1015.3  22.3  19.9 999.0 99.0
94 01 08 09 154 04.2 04.5 99.00 99.00 99.00 999 1015.4  22.1  19.9 999.0 99.0
94 01 08 10 159 03.7 04.0 99.00 99.00 99.00 999 1015.7  22.1  19.9 999.0 99.0
94 01 08 11 163 04.0 04.3 99.00 99.00 99.00 999 1016.3  22.3  19.9 999.0 99.0
94 01 08 12 155 03.2 03.4 99.00 99.00 99.00 999 1016.3  22.0  19.9 999.0 99.0
94 01 08 13 152 03.7 03.8 99.00 99.00 99.00 999 1016.6  22.2  19.9 999.0 99.0
94 01 08 14 128 03.2 03.5 99.00 99.00 99.00 999 1017.1  22.3  19.9 999.0 99.0
94 01 08 15 142 04.3 04.6 99.00 99.00 99.00 999 1017.5  22.6  20.0 999.0 99.0
94 01 08 16 143 04.9 05.2 99.00 99.00 99.00 999 1017.0  22.6  20.1 999.0 99.0
94 01 08 17 166 04.0 04.7 99.00 99.00 99.00 999 1016.7  22.7  20.3 999.0 99.0
94 01 08 18 231 02.3 02.5 99.00 99.00 99.00 999 1016.2  22.6  20.4 999.0 99.0
94 01 08 19 160 02.5 03.2 99.00 99.00 99.00 999 1015.1  22.2  20.5 999.0 99.0
94 01 08 20 322 00.8 02.1 99.00 99.00 99.00 999 1015.4  21.2  20.5 999.0 99.0
94 01 08 21 348 01.5 01.7 99.00 99.00 99.00 999 1015.5  21.1  20.6 999.0 99.0
94 01 08 22 327 03.8 04.3 99.00 99.00 99.00 999 1016.0  21.0  20.7 999.0 99.0
94 01 08 23 311 05.5 05.9 99.00 99.00 99.00 999 1016.5  20.8  20.7 999.0 99.0
94 01 09 00 318 04.3 04.6 99.00 99.00 99.00 999 1016.8  20.3  20.6 999.0 99.0
94 01 09 01 313 03.2 03.5 99.00 99.00 99.00 999 1017.2  20.1  20.6 999.0 99.0
94 01 09 02 329 04.7 05.4 99.00 99.00 99.00 999 1018.0  20.2  20.6 999.0 99.0
94 01 09 03 339 01.0 01.2 99.00 99.00 99.00 999 1017.6  21.5  20.6 999.0 99.0
94 01 09 04 350 06.2 06.9 99.00 99.00 99.00 999 1017.7  20.2  20.6 999.0 99.0
94 01 09 05 008 07.2 07.9 99.00 99.00 99.00 999 1017.7  20.1  20.6 999.0 99.0
94 01 09 06 020 07.3 08.1 99.00 99.00 99.00 999 1017.5  20.0  20.5 999.0 99.0
94 01 09 07 023 09.5 10.4 99.00 99.00 99.00 999 1017.1  19.0  20.3 999.0 99.0
94 01 09 08 002 10.6 11.5 99.00 99.00 99.00 999 1017.6  17.4  20.2 999.0 99.0
94 01 09 09 021 11.7 13.4 99.00 99.00 99.00 999 1017.4  16.6  20.1 999.0 99.0
94 01 09 10 031 11.8 13.7 99.00 99.00 99.00 999 1017.4  16.2  19.9 999.0 99.0
94 01 09 11 027 10.8 12.2 99.00 99.00 99.00 999 1018.2  16.2  19.8 999.0 99.0
94 01 09 12 009 12.0 14.3 99.00 99.00 99.00 999 1019.5  15.6  19.7 999.0 99.0
94 01 09 13 037 11.9 13.4 99.00 99.00 99.00 999 1019.3  16.4  19.5 999.0 99.0
94 01 09 14 012 10.7 12.4 99.00 99.00 99.00 999 1020.8  15.9  19.5 999.0 99.0
94 01 09 15 028 11.7 13.1 99.00 99.00 99.00 999 1021.4  16.7  19.4 999.0 99.0
94 01 09 16 017 10.0 11.5 99.00 99.00 99.00 999 1021.4  16.7  19.4 999.0 99.0
94 01 09 17 011 08.2 09.8 99.00 99.00 99.00 999 1020.7  16.8  19.4 999.0 99.0
94 01 09 18 007 08.5 09.9 99.00 99.00 99.00 999 1020.5  16.8  19.4 999.0 99.0
94 01 09 19 019 10.7 11.9 99.00 99.00 99.00 999 1020.1  15.8  19.4 999.0 99.0
94 01 09 20 039 09.4 10.4 99.00 99.00 99.00 999 1019.4  15.9  19.4 999.0 99.0
94 01 09 21 040 08.7 10.3 99.00 99.00 99.00 999 1019.5  16.2  19.3 999.0 99.0
94 01 09 22 027 09.8 10.8 99.00 99.00 99.00 999 1019.7  16.6  19.2 999.0 99.0
94 01 09 23 013 10.3 11.3 99.00 99.00 99.00 999 1019.6  17.2  19.1 999.0 99.0
94 01 10 00 026 10.9 12.2 99.00 99.00 99.00 999 1020.0  17.8  19.0 999.0 99.0
94 01 10 01 024 09.3 10.4 99.00 99.00 99.00 999 1020.6  17.7  18.9 999.0 99.0
94 01 10 02 028 10.2 11.5 99.00 99.00 99.00 999 1020.7  17.7  18.9 999.0 99.0
94 01 10 03 033 07.9 09.3 99.00 99.00 99.00 999 1021.1  18.0  18.8 999.0 99.0
94 01 10 04 022 09.0 10.1 99.00 99.00 99.00 999 1021.0  17.8  18.8 999.0 99.0
94 01 10 05 022 09.1 10.2 99.00 99.00 99.00 999 1021.0  17.7  18.8 999.0 99.0
94 01 10 06 023 08.1 09.2 99.00 99.00 99.00 999 1020.9  17.8  18.8 999.0 99.0
94 01 10 07 021 09.4 10.2 99.00 99.00 99.00 999 1020.8  17.6  18.8 999.0 99.0
94 01 10 08 019 08.2 09.0 99.00 99.00 99.00 999 1020.7  17.5  18.8 999.0 99.0
94 01 10 09 025 08.5 09.4 99.00 99.00 99.00 999 1020.4  17.4  18.7 999.0 99.0
94 01 10 10 028 07.4 08.3 99.00 99.00 99.00 999 1020.6  17.5  18.7 999.0 99.0
94 01 10 11 032 07.4 08.3 99.00 99.00 99.00 999 1021.2  17.6  18.6 999.0 99.0
94 01 10 12 035 06.6 07.3 99.00 99.00 99.00 999 1021.6  17.8  18.6 999.0 99.0
94 01 10 13 033 06.3 06.8 99.00 99.00 99.00 999 1022.4  18.1  18.6 999.0 99.0
94 01 10 14 022 06.0 06.9 99.00 99.00 99.00 999 1023.0  18.3  18.6 999.0 99.0
94 01 10 15 031 05.5 06.0 99.00 99.00 99.00 999 1023.7  19.1  18.6 999.0 99.0
94 01 10 16 037 05.9 06.3 99.00 99.00 99.00 999 1023.5  19.9  18.8 999.0 99.0
94 01 10 17 054 06.3 06.9 99.00 99.00 99.00 999 1023.1  21.0  19.1 999.0 99.0
94 01 10 18 057 06.5 07.2 99.00 99.00 99.00 999 1022.2  21.2  19.4 999.0 99.0
94 01 10 19 053 06.1 06.8 99.00 99.00 99.00 999 1021.5  21.2  19.7 999.0 99.0
94 01 10 20 055 06.1 06.5 99.00 99.00 99.00 999 1021.5  21.3  19.9 999.0 99.0
94 01 10 21 070 06.0 06.6 99.00 99.00 99.00 999 1021.6  21.4  20.0 999.0 99.0
94 01 10 22 067 06.1 06.9 99.00 99.00 99.00 999 1021.7  21.7  20.1 999.0 99.0
94 01 10 23 071 06.4 07.4 99.00 99.00 99.00 999 1022.1  21.3  20.1 999.0 99.0
94 01 11 00 082 08.3 09.2 99.00 99.00 99.00 999 1022.4  21.7  20.0 999.0 99.0
94 01 11 01 083 08.2 09.1 99.00 99.00 99.00 999 1023.0  21.7  20.1 999.0 99.0
94 01 11 02 083 10.2 11.6 99.00 99.00 99.00 999 1023.5  21.8  20.2 999.0 99.0
94 01 11 03 080 10.0 11.7 99.00 99.00 99.00 999 1023.9  21.8  20.1 999.0 99.0
94 01 11 04 086 08.7 09.9 99.00 99.00 99.00 999 1023.6  21.8  20.1 999.0 99.0
94 01 11 05 082 09.5 11.0 99.00 99.00 99.00 999 1023.3  21.7  20.1 999.0 99.0
94 01 11 06 078 08.3 09.4 99.00 99.00 99.00 999 1023.2  21.5  20.0 999.0 99.0
94 01 11 07 074 06.7 07.7 99.00 99.00 99.00 999 1022.9  21.3  20.0 999.0 99.0
94 01 11 08 067 07.9 09.2 99.00 99.00 99.00 999 1022.2  21.4  19.9 999.0 99.0
94 01 11 09 076 09.2 10.2 99.00 99.00 99.00 999 1022.3  21.4  19.9 999.0 99.0
94 01 11 10 073 08.1 09.5 99.00 99.00 99.00 999 1022.1  21.2  19.8 999.0 99.0
94 01 11 11 072 07.9 09.0 99.00 99.00 99.00 999 1022.4  21.3  19.8 999.0 99.0
94 01 11 12 079 08.6 09.7 99.00 99.00 99.00 999 1022.5  21.3  19.8 999.0 99.0
94 01 11 13 077 08.7 09.6 99.00 99.00 99.00 999 1023.0  21.5  19.8 999.0 99.0
94 01 11 14 080 08.4 10.0 99.00 99.00 99.00 999 1023.4  21.7  19.9 999.0 99.0
94 01 11 15 067 07.9 09.2 99.00 99.00 99.00 999 1023.9  21.8  20.2 999.0 99.0
94 01 11 16 076 07.3 08.0 99.00 99.00 99.00 999 1023.6  22.0  20.5 999.0 99.0
94 01 11 17 080 07.1 08.3 99.00 99.00 99.00 999 1022.5  22.2  20.6 999.0 99.0
94 01 11 18 086 08.0 09.4 99.00 99.00 99.00 999 1021.2  22.1  20.9 999.0 99.0
94 01 11 19 084 07.0 08.7 99.00 99.00 99.00 999 1020.3  22.6  21.1 999.0 99.0
94 01 11 20 093 07.3 08.7 99.00 99.00 99.00 999 1020.1  22.6  21.3 999.0 99.0
94 01 11 21 083 06.0 06.4 99.00 99.00 99.00 999 1020.1  22.7  21.4 999.0 99.0
