#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 00 113  5.1  5.7 99.00 99.00 99.00 999 1020.3  25.0  24.6  20.2 99.0 99.00
2019 01 01 01 00 115  5.8  6.4 99.00 99.00 99.00 999 1020.4  24.9  24.6  20.6 99.0 99.00
2019 01 01 02 00 113  5.8  7.1 99.00 99.00 99.00 999 1020.4  24.8  24.5  20.5 99.0 99.00
2019 01 01 03 00 112  5.8  6.6 99.00 99.00 99.00 999 1020.3  24.8  24.4  20.5 99.0 99.00
2019 01 01 04 00 115  5.8  6.4 99.00 99.00 99.00 999 1020.1  24.8  24.3  21.0 99.0 99.00
2019 01 01 05 00 118  5.6  6.6 99.00 99.00 99.00 999 1019.7  24.8  24.3  20.6 99.0 99.00
2019 01 01 06 00 126  5.7  6.4 99.00 99.00 99.00 999 1019.6  25.0  24.3  20.3 99.0 99.00
2019 01 01 07 00 119  5.9  6.5 99.00 99.00 99.00 999 1019.3  24.8  24.2  20.0 99.0 99.00
2019 01 01 08 00 108  4.9  5.6 99.00 99.00 99.00 999 1018.9  24.7  24.2  20.3 99.0 99.00
2019 01 01 09 00  92  3.9  4.6 99.00 99.00 99.00 999 1019.0  24.6  24.1  19.8 99.0 99.00
2019 01 01 10 00  89  4.8  5.6 99.00 99.00 99.00 999 1019.6  24.6  24.0  19.9 99.0 99.00
2019 01 01 11 00  99  3.7  4.3 99.00 99.00 99.00 999 1020.3  24.5  24.0  20.1 99.0 99.00
2019 01 01 12 00  98  4.3  4.9 99.00 99.00 99.00 999 1020.5  24.5  23.9  20.3 99.0 99.00
2019 01 01 13 00 112  5.4  6.0 99.00 99.00 99.00 999 1020.8  24.8  23.8  20.6 99.0 99.00
2019 01 01 14 00 115  5.3  6.0 99.00 99.00 99.00 999 1021.3  25.2  23.9  21.2 99.0 99.00
2019 01 01 15 00 113  6.1  6.7 99.00 99.00 99.00 999 1021.8  25.3  24.0  21.2 99.0 99.00
2019 01 01 16 00 118  6.6  7.2 99.00 99.00 99.00 999 1021.2  25.4  24.2  21.2 99.0 99.00
2019 01 01 17 00 106  7.8  8.6 99.00 99.00 99.00 999 1020.2  25.4  24.4  21.1 99.0 99.00
2019 01 01 18 00  99  7.3  8.0 99.00 99.00 99.00 999 1019.3  25.4  24.6  21.2 99.0 99.00
2019 01 01 19 00 104  8.0  9.1 99.00 99.00 99.00 999 1018.7  25.4  24.8  21.3 99.0 99.00
2019 01 01 20 00  98  6.6  7.6 99.00 99.00 99.00 999 1018.9  25.3  24.9  21.5 99.0 99.00
2019 01 01 21 00 100  6.7  7.7 99.00 99.00 99.00 999 1019.2  25.3  25.0  21.5 99.0 99.00
