TIMESERIESID,STATION,SOURCE_TIMESERIES,PARAMETER,TIMESTAMP,VALUE,CODE,REVISION_DATE,QUALITY_CODE
H6059,NP-CHP, ,STG29,2/6/2022,1.633, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/7/2022,1.622, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/8/2022,1.618, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/9/2022,1.615, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/10/2022,1.613, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/11/2022,1.602, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/12/2022,1.597, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/13/2022,1.633, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/14/2022,1.649, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/15/2022,1.636, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/16/2022,1.624, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/17/2022,1.619, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/18/2022,1.615, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/19/2022,1.61, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/20/2022,1.6, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/21/2022,1.591, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/22/2022,1.58, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/23/2022,1.57, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/24/2022,1.559, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/25/2022,1.547, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/26/2022,1.538, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/27/2022,1.527, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,2/28/2022,1.518, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,3/1/2022,1.507, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,3/2/2022,1.497, ,5/31/2022 14:09,A
H6059,NP-CHP, ,STG29,3/3/2022,1.488, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/4/2022,1.477, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/5/2022,1.468, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/6/2022,1.456, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/7/2022,1.443, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/8/2022,1.434, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/9/2022,1.42, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/10/2022,1.414, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/11/2022,1.402, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/12/2022,1.383, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/13/2022,1.364, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/14/2022,1.349, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/15/2022,1.34, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/16/2022,1.334, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/17/2022,1.324, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/18/2022,1.314, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/19/2022,1.301, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/20/2022,1.307, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/21/2022,1.376, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/22/2022,1.364, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/23/2022,1.361, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/24/2022,1.356, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/25/2022,1.347, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/26/2022,1.335, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/27/2022,1.32, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/28/2022,1.308, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/29/2022,1.295, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/30/2022,1.279, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,3/31/2022,1.262, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/1/2022,1.253, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/2/2022,1.242, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/3/2022,1.235, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/4/2022,1.238, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/5/2022,1.238, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/6/2022,1.231, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/7/2022,1.221, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/8/2022,1.21, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/9/2022,1.194, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/10/2022,1.181, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/11/2022,1.168, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/12/2022,1.154, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/13/2022,1.14, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/14/2022,1.125, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/15/2022,1.118, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/16/2022,1.116, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/17/2022,1.109, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/18/2022,1.099, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/19/2022,1.094, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/20/2022,1.076, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/21/2022,1.06, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/22/2022,1.044, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/23/2022,1.03, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/24/2022,1.015, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/25/2022,1.002, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/26/2022,0.99, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/27/2022,0.977, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/28/2022,0.969, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/29/2022,0.981, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,4/30/2022,0.993, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/1/2022,0.989, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/2/2022,0.978, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/3/2022,0.965, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/4/2022,0.954, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/5/2022,0.943, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/6/2022,0.941, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/7/2022,0.928, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/8/2022,0.924, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/9/2022,0.981, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/10/2022,1.103, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/11/2022,1.092, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/12/2022,1.08, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/13/2022,1.068, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/14/2022,1.07, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/15/2022,1.059, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/16/2022,1.054, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/17/2022,1.084, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/18/2022,1.12, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/19/2022,1.112, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/20/2022,1.108, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/21/2022,1.114, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/22/2022,1.115, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/23/2022,1.115, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/24/2022,1.112, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/25/2022,1.102, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/26/2022,1.092, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/27/2022,1.081, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/28/2022,1.069, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/29/2022,1.066, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/30/2022,1.099, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,5/31/2022,1.164, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/1/2022,1.174, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/2/2022,1.216, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/3/2022,1.368, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/4/2022,1.771, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/5/2022,1.958, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/6/2022,2.056, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/7/2022,2.124, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/8/2022,2.167, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/9/2022,2.185, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/10/2022,2.268, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/11/2022,2.308, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/12/2022,2.29, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/13/2022,2.269, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/14/2022,2.25, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/15/2022,2.229, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/16/2022,2.204, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/17/2022,2.185, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/18/2022,2.167, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/19/2022,2.209, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/20/2022,2.221, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/21/2022,2.209, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/22/2022,2.178, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/23/2022,2.15, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/24/2022,2.129, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/25/2022,2.113, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/26/2022,2.111, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/27/2022,2.106, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/28/2022,2.086, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/29/2022,2.065, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,6/30/2022,2.048, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/1/2022,2.019, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/2/2022,1.991, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/3/2022,1.967, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/4/2022,1.942, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/5/2022,1.922, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/6/2022,1.917, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/7/2022,1.906, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/8/2022,1.894, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/9/2022,1.885, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/10/2022,1.865, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/11/2022,1.843, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/12/2022,1.819, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/13/2022,1.797, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/14/2022,1.776, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/15/2022,1.777, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/16/2022,1.796, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/17/2022,1.796, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/18/2022,1.793, ,10/13/2022 3:00,A
H6059,NP-CHP, ,STG29,7/19/2022,1.781, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/20/2022,1.766, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/21/2022,1.748, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/22/2022,1.75, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/23/2022,1.75, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/24/2022,1.735, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/25/2022,1.72, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/26/2022,1.773, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/27/2022,1.834, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/28/2022,1.819, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/29/2022,1.799, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/30/2022,1.783, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,7/31/2022,1.769, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/1/2022,1.749, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/2/2022,1.733, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/3/2022,1.713, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/4/2022,1.695, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/5/2022,1.684, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/6/2022,1.682, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/7/2022,1.671, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/8/2022,1.651, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/9/2022,1.63, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/10/2022,1.612, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/11/2022,1.594, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/12/2022,1.576, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/13/2022,1.559, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/14/2022,1.547, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/15/2022,1.538, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/16/2022,1.528, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/17/2022,1.518, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/18/2022,1.508, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/19/2022,1.495, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/20/2022,1.483, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/21/2022,1.476, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/22/2022,1.472, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/23/2022,1.464, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/24/2022,1.46, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/25/2022,1.46, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/26/2022,1.458, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/27/2022,1.455, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/28/2022,1.479, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/29/2022,1.605, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/30/2022,1.612, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,8/31/2022,1.602, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/1/2022,1.605, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/2/2022,1.614, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/3/2022,1.619, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/4/2022,1.62, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/5/2022,1.62, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/6/2022,1.619, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/7/2022,1.636, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/8/2022,1.695, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/9/2022,1.72, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/10/2022,1.733, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/11/2022,1.75, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/12/2022,1.771, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/13/2022,1.809, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/14/2022,1.845, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/15/2022,1.909, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/16/2022,1.948, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/17/2022,2.022, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/18/2022,2.03, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/19/2022,2.034, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/20/2022,2.055, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/21/2022,2.123, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/22/2022,2.118, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/23/2022,2.105, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/24/2022,2.084, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/25/2022,2.077, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/26/2022,2.108, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/27/2022,2.388, ,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/28/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/29/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,9/30/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/1/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/2/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/3/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/4/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/5/2022, ,M,10/14/2022 3:00,A
H6059,NP-CHP, ,STG29,10/6/2022, ,M,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/7/2022,2.423, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/8/2022,2.394, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/9/2022,2.377, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/10/2022,2.371, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/11/2022,2.334, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/12/2022,2.302, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/13/2022,2.313, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/14/2022,2.395, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/15/2022,2.386, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/16/2022,2.389, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/17/2022,2.403, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/18/2022,2.382, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/19/2022,2.357, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/20/2022,2.324, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/21/2022,2.292, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/22/2022,2.263, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/23/2022,2.239, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/24/2022,2.219, ,2/11/2023 3:00,A
H6059,NP-CHP, ,STG29,10/25/2022,2.199, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/26/2022,2.176, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/27/2022,2.159, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/28/2022,2.142, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/29/2022,2.123, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/30/2022,2.107, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,10/31/2022,2.097, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/1/2022,2.078, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/2/2022,2.06, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/3/2022,2.043, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/4/2022,2.025, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/5/2022,2.01, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/6/2022,2.003, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/7/2022,1.995, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/8/2022,1.977, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/9/2022,1.965, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/10/2022,1.949, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/11/2022,1.947, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/12/2022,1.988, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/13/2022,2.07, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/14/2022,2.097, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/15/2022,2.063, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/16/2022,2.039, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/17/2022,2.017, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/18/2022,1.998, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/19/2022,1.982, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/20/2022,1.983, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/21/2022,2.028, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/22/2022,2.074, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/23/2022,2.06, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/24/2022,2.043, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/25/2022,2.031, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/26/2022,2.017, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/27/2022,2.004, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/28/2022,1.99, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/29/2022,1.978, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,11/30/2022,1.968, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/1/2022,1.968, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/2/2022,1.959, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/3/2022,1.943, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/4/2022,1.928, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/5/2022,1.914, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/6/2022,1.898, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/7/2022,1.882, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/8/2022,1.868, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/9/2022,1.853, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/10/2022,1.841, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/11/2022,1.828, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/12/2022,1.814, ,2/12/2023 3:00,A
H6059,NP-CHP, ,STG29,12/13/2022,1.799, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/14/2022,1.785, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/15/2022,1.773, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/16/2022,1.791, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/17/2022,1.833, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/18/2022,1.853, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/19/2022,1.85, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/20/2022,1.841, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/21/2022,1.84, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/22/2022,1.833, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/23/2022,1.83, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/24/2022,1.817, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/25/2022,1.796, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/26/2022,1.785, ,5/27/2023 3:00,A
