TIMESERIESID,STATION,SOURCE_TIMESERIES,PARAMETER,TIMESTAMP,VALUE,CODE,REVISION_DATE,QUALITY_CODE
H6059,NP-CHP, ,STG29,12/27/2022,1.795, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/28/2022,1.789, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/29/2022,1.782, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/30/2022,1.776, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,12/31/2022,1.772, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/1/2023,1.764, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/2/2023,1.753, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/3/2023,1.744, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/4/2023,1.737, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/5/2023,1.732, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/6/2023,1.722, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/7/2023,1.698, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/8/2023,1.686, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/9/2023,1.678, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/10/2023,1.669, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/11/2023,1.655, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/12/2023,1.643, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/13/2023,1.631, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/14/2023,1.616, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/15/2023,1.6, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/16/2023,1.593, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/17/2023,1.58, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/18/2023,1.569, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/19/2023,1.557, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/20/2023,1.553, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/21/2023,1.546, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/22/2023,1.537, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/23/2023,1.531, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/24/2023,1.522, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/25/2023,1.513, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/26/2023,1.507, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/27/2023,1.495, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/28/2023,1.486, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/29/2023,1.477, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/30/2023,1.473, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,1/31/2023,1.469, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/1/2023,1.462, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/2/2023,1.452, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/3/2023,1.446, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/4/2023,1.438, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/5/2023,1.483, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/6/2023,1.485, ,5/27/2023 3:00,A
H6059,NP-CHP, ,STG29,2/7/2023,1.477, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/8/2023,1.466, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/9/2023,1.454, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/10/2023,1.451, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/11/2023,1.44, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/12/2023,1.432, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/13/2023,1.421, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/14/2023,1.406, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/15/2023,1.393, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/16/2023,1.38, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/17/2023,1.372, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/18/2023,1.369, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/19/2023,1.36, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/20/2023,1.349, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/21/2023,1.338, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/22/2023,1.325, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/23/2023,1.311, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/24/2023,1.299, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/25/2023,1.287, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/26/2023,1.276, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/27/2023,1.264, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,2/28/2023,1.253, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/1/2023,1.243, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/2/2023,1.233, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/3/2023,1.222, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/4/2023,1.213, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/5/2023,1.199, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/6/2023,1.188, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/7/2023,1.169, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/8/2023,1.155, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/9/2023,1.143, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/10/2023,1.127, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/11/2023,1.108, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/12/2023,1.091, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/13/2023,1.074, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/14/2023,1.061, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/15/2023,1.05, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/16/2023,1.038, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/17/2023,1.022, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/18/2023,1.011, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/19/2023,1.002, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/20/2023,1.015, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/21/2023,1.017, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/22/2023,1.013, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/23/2023,1.007, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/24/2023,0.998, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/25/2023,0.993, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/26/2023,0.988, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/27/2023,0.98, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/28/2023,0.972, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/29/2023,0.96, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/30/2023,0.95, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,3/31/2023,0.944, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/1/2023,0.931, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/2/2023,0.92, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/3/2023,0.909, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/4/2023,0.891, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/5/2023,0.874, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/6/2023,0.865, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/7/2023,0.845, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/8/2023,0.823, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/9/2023,0.812, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/10/2023,0.813, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/11/2023,0.886, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/12/2023,0.978, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/13/2023,0.989, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/14/2023,0.983, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/15/2023,0.976, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/16/2023,0.967, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/17/2023,0.99, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/18/2023,0.99, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/19/2023,0.988, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/20/2023,0.985, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/21/2023,0.983, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/22/2023,0.979, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/23/2023,0.975, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/24/2023,0.973, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/25/2023,0.973, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/26/2023,0.973, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/27/2023,0.967, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/28/2023,0.961, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/29/2023,0.958, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,4/30/2023,0.969, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/1/2023,0.97, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/2/2023,0.969, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/3/2023,0.963, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/4/2023,0.959, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/5/2023,0.955, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/6/2023,0.953, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/7/2023,0.95, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/8/2023,0.947, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/9/2023,0.938, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/10/2023,0.928, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/11/2023,0.91, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/12/2023,0.892, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/13/2023,0.872, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/14/2023,0.855, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/15/2023,0.845, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/16/2023,0.843, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/17/2023,0.863, ,7/6/2023 3:00,A
H6059,NP-CHP, ,STG29,5/18/2023,0.858, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/19/2023,0.852, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/20/2023,0.843, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/21/2023,0.863, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/22/2023,0.945, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/23/2023,1.086, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/24/2023,1.078, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/25/2023,1.127, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/26/2023,1.206, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/27/2023,1.26, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/28/2023,1.3, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/29/2023,1.331, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/30/2023,1.362, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,5/31/2023,1.437, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/1/2023,1.489, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/2/2023,1.528, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/3/2023,1.584, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/4/2023,1.728, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/5/2023,1.817, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/6/2023,1.862, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/7/2023,1.879, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/8/2023,1.916, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/9/2023,2.005, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/10/2023,2.053, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/11/2023,2.04, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/12/2023,2.019, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/13/2023,2.082, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/14/2023,2.057, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/15/2023,2.027, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/16/2023,2.005, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/17/2023,1.982, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/18/2023,1.992, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/19/2023,1.988, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/20/2023,1.965, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/21/2023,1.941, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/22/2023,1.93, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/23/2023,1.921, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/24/2023,1.927, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/25/2023,2.009, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/26/2023,2.108, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/27/2023,2.127, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/28/2023,2.131, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/29/2023,2.136, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,6/30/2023,2.175, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/1/2023,2.173, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/2/2023,2.19, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/3/2023,2.193, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/4/2023,2.195, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/5/2023,2.162, ,7/26/2023 3:00,A
H6059,NP-CHP, ,STG29,7/6/2023,2.127, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/7/2023,2.109, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/8/2023,2.082, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/9/2023,2.052, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/10/2023,2.021, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/11/2023,1.993, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/12/2023,1.965, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/13/2023,1.947, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/14/2023,1.935, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/15/2023,1.928, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/16/2023,1.908, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/17/2023,1.888, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/18/2023,1.872, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/19/2023,1.872, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/20/2023,1.855, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/21/2023,1.834, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/22/2023,1.819, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/23/2023,1.803, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/24/2023,1.784, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/25/2023,1.766, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/26/2023,1.756, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/27/2023,1.796, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/28/2023,1.832, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/29/2023,1.85, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/30/2023,1.833, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,7/31/2023,1.821, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/1/2023,1.836, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/2/2023,1.832, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/3/2023,1.835, ,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/4/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/5/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/6/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/7/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/8/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/9/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/10/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/11/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/12/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/13/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/14/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/15/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/16/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/17/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/18/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/19/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/20/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/21/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/22/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/23/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/24/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/25/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/26/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/27/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/28/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/29/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/30/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,8/31/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/1/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/2/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/3/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/4/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/5/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/6/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/7/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/8/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/9/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/10/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/11/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/12/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/13/2023, ,M,10/4/2023 3:00,A
H6059,NP-CHP, ,STG29,9/14/2023, ,M,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/15/2023,2.013, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/16/2023,2.03, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/17/2023,2.051, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/18/2023,2.07, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/19/2023,2.106, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/20/2023,2.102, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/21/2023,2.125, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/22/2023,2.118, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/23/2023,2.114, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/24/2023,2.113, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/25/2023,2.192, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/26/2023,2.204, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/27/2023,2.199, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/28/2023,2.237, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/29/2023,2.237, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,9/30/2023,2.23, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/1/2023,2.249, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/2/2023,2.255, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/3/2023,2.243, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/4/2023,2.222, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/5/2023,2.213, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/6/2023,2.233, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/7/2023,2.23, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/8/2023,2.228, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/9/2023,2.225, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/10/2023,2.218, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/11/2023,2.217, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/12/2023,2.221, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/13/2023,2.282, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/14/2023,2.313, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/15/2023,2.306, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/16/2023,2.277, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/17/2023,2.243, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/18/2023,2.219, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/19/2023,2.201, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/20/2023,2.19, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/21/2023,2.175, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/22/2023,2.157, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/23/2023,2.14, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/24/2023,2.124, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/25/2023,2.106, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/26/2023,2.086, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/27/2023,2.07, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/28/2023,2.052, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/29/2023,2.037, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/30/2023,2.027, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,10/31/2023,2.015, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/1/2023,2.009, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/2/2023,2.006, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/3/2023,1.994, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/4/2023,1.982, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/5/2023,1.969, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/6/2023,1.953, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/7/2023,1.942, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/8/2023,1.942, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/9/2023,1.948, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/10/2023,1.963, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/11/2023,1.98, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/12/2023,1.983, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/13/2023,1.974, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/14/2023,1.961, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/15/2023,2.1, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/16/2023,2.894, ,12/22/2023 3:00,A
