Sample_code,Site_code,Sampling_event,Filtered.Unfiltered,Collected,Submitted,Returned,N.N_um.L,N.N_MDL,N.N_FLAG,NO3.N_um.L,NO2.N_um.L,NO2.N_MDL,NO2.N_FLAG,NH3.NH4.N_um.L,NH3.NH4.N_MDL,NH3.NH4.N_FLAG,TN_um.L,TN_MDL,TN_FLAG,TP_um.L,TP_MDL,TP_FLAG,SRP_um.L,SRP_MDL,SRP_FLAG,TOC_um.L,TOC_MDL,TOC_FLAG
ACS5_1-24_UF1,ACS5,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.8,3.5,NA,2.267,0.099,,,,,2022,10.40,
GBHM_1-24_UF1,GBHM,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.0,3.5,NA,4.066,0.099,,,,,1193,10.40,
ACS4_1-24_UF1,ACS4,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,3.5,NA,1.964,0.031,,,,,1729,10.40,
ACS3_1-24_UF1,ACS3,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.6,3.5,NA,1.916,0.031,,,,,1916,10.40,
ACS2_1-24_UF1,ACS2,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.6,3.5,NA,1.774,0.031,,,,,1788,10.40,
ACS1_1-24_UF1,ACS1,45681,,01/11/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.7,3.5,NA,2.000,0.031,,,,,1193,10.40,
TBCM_1-24_UF1,TBCM,45681,,01/07/2024,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2,3.5,NA,1.508,0.031,,,,,1190,10.40,
RB_1-24_F1,RB,45681,,01/06/2024,,,0.418,0.130,I,NA,0.024,0.013,I,0.443,0.179,I,NA,NA,NA,NA,NA,,ND,0.046,U,,,
GB2_1-24_F1,GB2,45681,,01/06/2024,,,0.175,0.130,I,NA,0.153,0.013,I,0.124,0.179,T,NA,NA,NA,NA,NA,,0.202,0.046,I,,,
SBT2_1-24_F1,SBT2,45681,,01/06/2024,,,0.306,0.130,I,NA,0.043,0.013,I,1.165,0.179,NA,NA,NA,NA,NA,NA,,0.032,0.046,T,,,
CC_1-24_F1,CC,45681,,01/06/2024,,,0.554,0.130,I,NA,0.075,0.013,I,0.537,0.179,I,NA,NA,NA,NA,NA,,0.062,0.046,I,,,
JB_1-24_F1,JB,45681,,01/06/2024,,,0.509,0.130,I,NA,0.016,0.013,I,0.625,0.179,I,NA,NA,NA,NA,NA,,0.019,0.046,T,,,
TKB_1-24_F1,TBK,45681,,01/06/2024,,,0.896,0.130,I,NA,0.187,0.013,NA,3.243,0.179,NA,NA,NA,NA,NA,NA,,0.028,0.046,T,,,
MCS4_1-24_F1,MCS4,45681,,01/07/2024,,,0.326,0.124,I,NA,0.129,0.015,I,0.020,0.196,T,NA,NA,NA,NA,NA,,0.018,0.062,T,,,
MCS2_1-24_F1,MCS2,45681,,01/07/2024,,,0.677,0.124,I,NA,0.214,0.015,NA,0.977,0.196,I,NA,NA,NA,NA,NA,,0.063,0.062,I,,,
MCS3_1-24_F1,MCS3,45681,,01/07/2024,,,0.913,0.124,I,NA,0.223,0.015,NA,1.568,0.196,NA,NA,NA,NA,NA,NA,,0.020,0.062,T,,,
MCS1_1-24_F1,MCS1,45681,,01/07/2024,,,0.264,0.124,I,NA,0.114,0.015,I,0.307,0.196,I,NA,NA,NA,NA,NA,,0.016,0.062,T,,,
TBHM_1-24_F1,TBHM,45681,,01/07/2024,,,0.655,0.124,I,NA,0.197,0.015,NA,1.759,0.196,NA,NA,NA,NA,NA,NA,,0.012,0.062,T,,,
TB1_1-24_F1,TB1,45681,,01/07/2024,,,0.219,0.124,I,NA,0.075,0.015,I,0.338,0.196,I,NA,NA,NA,NA,NA,,0.006,0.062,T,,,
TBC_1-24_F1,TBC,45681,,01/07/2024,,,1.039,0.124,NA,0.608,0.431,0.015,NA,3.297,0.196,NA,NA,NA,NA,NA,NA,,0.012,0.062,T,,,
TB2_1-24_F1,TB2,45681,,01/07/2024,,,1.091,0.130,NA,0.908,0.183,0.013,NA,9.372,0.179,NA,NA,NA,NA,NA,NA,,0.028,0.046,T,,,
WB2_1-24_F1,WB2,45681,,01/07/2024,,,0.742,0.130,I,NA,0.113,0.013,I,6.106,0.179,NA,NA,NA,NA,NA,NA,,0.030,0.046,T,,,
WB1_1-24_F1,WB1,45681,,01/07/2024,,,0.214,0.130,I,NA,0.025,0.013,I,0.639,0.179,I,NA,NA,NA,NA,NA,,0.039,0.046,T,,,
DC1_1-24_F1,DC1,45681,,01/11/2024,,,0.608,0.124,I,NA,0.376,0.015,NA,3.693,0.196,NA,NA,NA,NA,NA,NA,,0.036,0.062,T,,,
DCM1_1-24_F1,DCM1,45681,,01/11/2024,,,0.347,0.124,I,NA,0.317,0.015,NA,1.071,0.196,NA,NA,NA,NA,NA,NA,,0.059,0.062,T,,,
DC2_1-24_F1,DC2,45681,,01/11/2024,,,0.451,0.124,I,NA,0.467,0.015,NA,3.337,0.196,NA,NA,NA,NA,NA,NA,,0.063,0.062,I,,,
DCM2_1-24_F1,DCM2,45681,,01/11/2024,,,0.349,0.124,I,NA,0.341,0.015,NA,1.066,0.196,NA,NA,NA,NA,NA,NA,,0.058,0.062,T,,,
GB1_1-24_F1,GB1,45681,,01/11/2024,,,0.252,0.130,I,NA,0.310,0.013,NA,0.611,0.179,I,NA,NA,NA,NA,NA,,0.398,0.046,I,,,
ACS5_1-24_F1,ACS5,45681,,01/11/2024,,,0.425,0.124,I,NA,0.319,0.015,NA,0.565,0.196,I,NA,NA,NA,NA,NA,,0.044,0.062,T,,,
GBHM_1-24_F1,GBHM,45681,,01/11/2024,,,0.539,0.124,I,NA,0.353,0.015,NA,0.984,0.196,I,NA,NA,NA,NA,NA,,0.136,0.062,I,,,
ACS4_1-24_F1,ACS4,45681,,01/11/2024,,,0.656,0.124,I,NA,0.344,0.015,NA,1.156,0.196,NA,NA,NA,NA,NA,NA,,0.054,0.062,T,,,
ACS3_1-24_F1,ACS3,45681,,01/11/2024,,,0.526,0.124,I,NA,0.329,0.015,NA,0.666,0.196,I,NA,NA,NA,NA,NA,,0.154,0.062,I,,,
ACS2_1-24_F1,ACS2,45681,,01/11/2024,,,0.674,0.124,I,NA,0.137,0.015,I,0.432,0.196,I,NA,NA,NA,NA,NA,,0.031,0.062,T,,,
ACS1_1-24_F1,ACS1,45681,,01/11/2024,,,0.354,0.124,I,NA,0.276,0.015,NA,1.085,0.196,NA,NA,NA,NA,NA,NA,,0.577,0.062,,,,
TBCM_1-24_F1,TBCM,45681,,01/07/2024,,,0.547,0.124,I,NA,0.169,0.015,NA,4.576,0.196,NA,NA,NA,NA,NA,NA,,0.032,0.062,T,,,
SBT2_9-23_UF1,SBT2,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.05,NA,0.01652,0.00086,NA,NA,NA,NA,5.824,0.1248,NA
WB1_9-23_UF1,WB1,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,0.01559,0.00086,NA,NA,NA,NA,9.820,0.1248,NA
WB2_9-23_UF1,WB2,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90,0.05,NA,0.01175,0.00086,NA,NA,NA,NA,9.225,0.1248,NA
TKB_9-23_UF1,TKB,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.05,NA,0.00741,0.00086,NA,NA,NA,NA,9.527,0.1248,NA
JB_9-23_UF1,JB,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.05,NA,0.01014,0.00086,NA,NA,NA,NA,2.665,0.1248,NA
CC_9-23_UF1,CC,45000,,10/05/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.05,NA,0.02114,0.00086,NA,NA,NA,NA,3.403,0.1248,NA
GB1_1123E_UF,GB1,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,0.05,NA,0.05875,0.00086,NA,NA,NA,NA,26.29,0.1248,NA
DC1_1123E_UF,DC1,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,0.05,NA,0.11867,0.00308,NA,NA,NA,NA,44.15,0.6239,NA
DCM1_1123E_UF,DCM1,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,0.10,NA,0.11724,0.00308,NA,NA,NA,NA,39.75,0.6239,NA
ACS1_1123E_UF,ACS1,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,0.05,NA,0.05800,0.00096,NA,NA,NA,NA,38.44,0.6239,NA
SBT1_1123E_UF,SBT1,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,0.05,NA,0.20122,0.00308,NA,NA,NA,NA,53.72,0.6239,NA
TSM4_1123E_UF,TSM4,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.05,NA,0.00933,0.00096,NA,NA,NA,NA,8.758,0.1248,NA
TSM3_1123E_UF,TSM3,1123E,,11/28/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.05,NA,0.00825,0.00096,NA,NA,NA,NA,6.763,0.1248,NA
RB_1123E_UF,RB,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,0.05,NA,0.04473,0.00086,NA,NA,NA,NA,15.66,0.1248,NA
GB2_1123E_UF,GB2,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.05,NA,0.04796,0.00086,NA,NA,NA,NA,21.49,0.1248,NA
SBT2_1123E_UF,SBT2,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.05,NA,0.01730,0.00086,NA,NA,NA,NA,3.753,0.1248,NA
JB_1123E_UF,JB,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.05,NA,0.00874,0.00086,NA,NA,NA,NA,3.886,0.1248,NA
TKB_1123E_UF,TKB,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.05,NA,0.00849,0.00086,NA,NA,NA,NA,6.971,0.1248,NA
WB1_1123E_UF,WB1,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,0.01355,0.00086,NA,NA,NA,NA,9.759,0.1248,NA
TB2_1123E_UF,TB2,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.05,NA,0.01054,0.00086,NA,NA,NA,NA,4.297,0.1248,NA
TB1_1123E_UF,TB1,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,0.05,NA,0.03457,0.00096,NA,NA,NA,NA,19.89,0.1248,NA
MCS1_1123E_UF,MCS1,1123E,,11/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.05,NA,0.01792,0.00096,NA,NA,NA,NA,16.64,0.1248,NA
MCS1_1123E_F1,MCS1,1123E,,11/30/2023,,,0.00480,0.00173,I,NA,0.00108,0.00022,I,0.00217,0.00275,T,NA,NA,NA,NA,NA,NA,0.00034,0.00192,T,NA,NA,NA
TB1_1123E_F1,TB1,1123E,,11/30/2023,,,0.00543,0.00173,I,NA,0.00211,0.00022,I,0.01303,0.00275,I,NA,NA,NA,NA,NA,NA,0.00025,0.00192,T,NA,NA,NA
TB2_1123E_F1,TB2,1123E,,11/30/2023,,,0.00704,0.00182,I,NA,0.00242,0.00018,NA,0.00076,0.00502,T,NA,NA,NA,NA,NA,NA,NA,0.00141,U,NA,NA,NA
WB1_1123E_F1,WB1,1123E,,11/30/2023,,,0.00939,0.00182,I,NA,0.00182,0.00018,I,0.00062,0.00502,T,NA,NA,NA,NA,NA,NA,0.00050,0.00141,T,NA,NA,NA
TKB_1123E_F1,TKB,1123E,,11/30/2023,,,0.00417,0.00182,I,NA,0.00141,0.00018,I,0.06695,0.00251,NA,NA,NA,NA,NA,NA,NA,0.00084,0.00141,T,NA,NA,NA
JB_1123E_F1,JB,1123E,,11/30/2023,,,0.00620,0.00182,I,NA,0.00025,0.00018,I,0.00403,0.00251,I,NA,NA,NA,NA,NA,NA,0.00118,0.00141,T,NA,NA,NA
SBT2_1123E_F1,SBT2,1123E,,11/30/2023,,,0.00218,0.00182,I,NA,0.00055,0.00018,I,0.00661,0.00251,I,NA,NA,NA,NA,NA,NA,0.00087,0.00141,T,NA,NA,NA
GB2_1123E_F1,GB2,1123E,,11/30/2023,,,0.00662,0.00182,I,NA,0.00136,0.00018,I,0.00102,0.00251,T,NA,NA,NA,NA,NA,NA,0.00022,0.00141,T,NA,NA,NA
RB_1123E_F1,RB,1123E,,11/30/2023,,,0.00631,0.00182,I,NA,0.00092,0.00018,I,0.00046,0.00251,T,NA,NA,NA,NA,NA,NA,0.00078,0.00141,T,NA,NA,NA
TSM3_1123E_F1,TSM3,1123E,,11/28/2023,,,0.00525,0.00173,I,NA,0.00088,0.00022,I,0.08639,0.00275,NA,NA,NA,NA,NA,NA,NA,0.00003,0.00192,T,NA,NA,NA
TSM4_1123E_F1,TSM4,1123E,,11/28/2023,,,0.00251,0.00173,I,NA,0.00112,0.00022,I,0.00871,0.00275,I,NA,NA,NA,NA,NA,NA,NA,0.00192,U,NA,NA,NA
SBT1_1123E_F1,SBT1,1123E,,11/28/2023,,,0.00840,0.00173,I,NA,0.01810,0.00022,NA,0.02372,0.00275,NA,NA,NA,NA,NA,NA,NA,0.10456,0.00192,NA,NA,NA,NA
ACS1_1123E_F1,ACS1,1123E,,11/28/2023,,,0.00935,0.00173,I,NA,0.00510,0.00022,NA,0.00759,0.00275,I,NA,NA,NA,NA,NA,NA,0.00223,0.00192,I,NA,NA,NA
DCM1_1123E_F1,DCM1,1123E,,11/28/2023,,,0.00571,0.00173,I,NA,0.00518,0.00022,NA,0.02488,0.00275,NA,NA,NA,NA,NA,NA,NA,0.00245,0.00192,I,NA,NA,NA
DC1_1123E_F2,DC1,1123E,,11/28/2023,,,0.00265,0.00173,I,NA,0.00721,0.00022,NA,0.09215,0.00275,NA,NA,NA,NA,NA,NA,NA,0.00911,0.00192,I,NA,NA,NA
GB1_1123E_F1,GB1,1123E,,11/28/2023,,,0.00613,0.00182,I,NA,0.00183,0.00018,I,0.00430,0.00251,I,NA,NA,NA,NA,NA,NA,0.00208,0.00141,I,NA,NA,NA
CC_9-23_F1,CC,45000,,10/05/2023,,,0.00381,0.00182,I,NA,0.00015,0.00018,T,0.00003,0.00251,T,NA,NA,NA,NA,NA,NA,0.00087,0.00141,T,NA,NA,NA
JB_9-23_F1,JB,45000,,10/05/2023,,,0.00322,0.00182,I,NA,0.00018,0.00018,I,0.00470,0.00251,I,NA,NA,NA,NA,NA,NA,0.00050,0.00141,T,NA,NA,NA
TKB_9-23_F1,TKB,45000,,10/05/2023,,,0.00491,0.00182,I,NA,0.00063,0.00018,I,0.01865,0.00251,NA,NA,NA,NA,NA,NA,NA,0.00056,0.00141,T,NA,NA,NA
WB2_9-23_F1,WB2,45000,,10/05/2023,,,0.00372,0.00182,I,NA,NA,0.00018,U,0.00136,0.00251,T,NA,NA,NA,NA,NA,NA,0.00037,0.00141,T,NA,NA,NA
WB1_9-23_F1,WB1,45000,,10/05/2023,,,0.00269,0.00182,I,NA,0.00073,0.00018,I,0.00854,0.00251,I,NA,NA,NA,NA,NA,NA,0.00047,0.00141,T,NA,NA,NA
SBT2_9-23_F1,SBT2,45000,,10/05/2023,,,0.00281,0.00182,I,NA,0.00070,0.00018,I,0.02225,0.00251,NA,NA,NA,NA,NA,NA,NA,0.00037,0.00141,T,NA,NA,NA
ACS1_9-23_UF1,ACS1,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.8,3.5,NA,1.391,0.031,Q,NA,NA,NA,2901,20.80,NA
ACS1_9-23_F1,ACS1,45000,,09/26/2023,,,0.783,0.124,I,NA,0.550,0.015,NA,47.110,1.962,NA,NA,NA,NA,NA,NA,NA,0.020,0.062,T,NA,NA,NA
ACS2_9-23_UF1,ACS2,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.6,3.5,NA,1.910,0.031,Q,NA,NA,NA,2810,20.80,NA
ACS2_9-23_F1,ACS2,45000,,09/26/2023,,,0.700,0.124,I,NA,0.343,0.015,NA,9.553,0.196,NA,NA,NA,NA,NA,NA,NA,0.028,0.062,T,NA,NA,NA
ACS3_9-23_UF1,ACS3,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,3.5,NA,1.996,0.031,Q,NA,NA,NA,1731,10.40,NA
ACS3_9-23_F1,ACS3,45000,,09/26/2023,,,0.322,0.124,I,NA,0.175,0.015,NA,0.341,0.196,I,NA,NA,NA,NA,NA,NA,0.038,0.062,T,NA,NA,NA
ACS4_9-23_UF1,ACS4,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,3.5,NA,1.489,0.031,Q,NA,NA,NA,2078,10.40,NA
ACS4_9-23_F1,ACS4,45000,,09/26/2023,,,0.593,0.124,I,NA,0.396,0.015,NA,2.223,0.196,NA,NA,NA,NA,NA,NA,NA,0.017,0.062,T,NA,NA,NA
DC2_9-23_UF1,DC2,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8,3.5,NA,3.326,0.151,Q,NA,NA,NA,1994,10.40,NA
DC2_9-23_F1,DC2,45000,,09/26/2023,,,0.086,0.130,T,NA,0.023,0.013,I,0.427,0.179,I,NA,NA,NA,NA,NA,NA,0.108,0.046,I,NA,NA,NA
DC1_9-23_UF1,DC1,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,3.5,NA,3.286,0.151,Q,NA,NA,NA,2401,20.80,NA
DC1_9-23_F1,DC1,45000,,09/26/2023,,,0.089,0.130,T,NA,0.032,0.013,I,0.464,0.179,I,NA,NA,NA,NA,NA,NA,0.034,0.046,T,NA,NA,NA
GB1_9-23_UF1,GB1,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,3.5,NA,1.027,0.028,Q,NA,NA,NA,1157,10.40,NA
GB1_9-23_F1,GB1,45000,,09/26/2023,,,0.088,0.130,T,NA,0.040,0.013,I,0.298,0.179,I,NA,NA,NA,NA,NA,NA,0.039,0.046,T,NA,NA,NA
ACS5_9-23_UF1,ACS5,45000,,09/26/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.1,3.5,NA,2.043,0.028,Q,NA,NA,NA,1401,10.40,NA
ACS5_9-23_F1,ACS5,45000,,09/26/2023,,,0.419,0.130,I,NA,0.184,0.013,NA,0.417,0.179,I,NA,NA,NA,NA,NA,NA,0.039,0.046,T,NA,NA,NA
MCS1_9-23_UF1,MCS1,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,3.5,NA,0.704,0.031,Q,NA,NA,NA,2055,10.40,NA
MCS1_9-23_F1,MCS1,45000,,09/27/2023,,,0.150,0.124,I,NA,0.103,0.015,I,0.313,0.196,I,NA,NA,NA,NA,NA,NA,NA,0.062,U,NA,NA,NA
MCS2_9-23_UF1,MCS2,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2,3.5,NA,1.002,0.031,Q,NA,NA,NA,2016,20.80,NA
MCS2_9-23_F1,MCS2,45000,,09/27/2023,,,5.490,0.124,NA,5.163,0.327,0.015,NA,1.665,0.196,NA,NA,NA,NA,NA,NA,NA,0.017,0.062,T,NA,NA,NA
MCS3_9-23_UF1,MCS3,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,3.5,NA,1.111,0.028,Q,NA,NA,NA,1780,10.40,NA
MCS3_9-23_F1,MCS3,45000,,09/27/2023,,,3.081,0.130,NA,2.863,0.218,0.013,NA,0.840,0.179,I,NA,NA,NA,NA,NA,NA,0.019,0.046,T,NA,NA,NA
MCS4_9-23_UF1,MCS4,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.0,3.5,NA,1.199,0.028,Q,NA,NA,NA,1993,10.40,NA
MCS4_9-23_F1,MCS4,45000,,09/27/2023,,,4.550,0.130,NA,4.018,0.532,0.013,NA,3.305,0.179,NA,NA,NA,NA,NA,NA,NA,0.085,0.046,I,NA,NA,NA
TB1_9-23_UF1,TB1,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,3.5,NA,1.057,0.028,Q,NA,NA,NA,2060,20.80,NA
TB1_9-23_F1,TB1,45000,,09/27/2023,,,8.497,0.130,NA,8.201,0.296,0.013,NA,5.024,0.179,NA,NA,NA,NA,NA,NA,NA,0.014,0.046,T,NA,NA,NA
TBC_9-23_UF1,TBC,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3,3.5,NA,0.799,0.028,Q,NA,NA,NA,1242,10.40,NA
TBC_9-23_F1,TBC,45000,,09/27/2023,,,4.299,0.130,NA,4.129,0.170,0.013,NA,9.994,0.179,NA,NA,NA,NA,NA,NA,NA,0.020,0.046,T,NA,NA,NA
RB_9-23_UF1,RB,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0,3.5,NA,0.435,0.028,Q,NA,NA,NA,864,10.40,NA
RB_9-23_F1,RB,45000,,09/27/2023,,,7.689,0.130,NA,7.345,0.344,0.013,NA,6.624,0.179,NA,NA,NA,NA,NA,NA,NA,0.024,0.046,T,NA,NA,NA
TB2_9-23_UF1,TB2,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,3.5,NA,0.275,0.028,Q,NA,NA,NA,1081,10.40,NA
TB2_9-23_F1,TB2,45000,,09/27/2023,,,3.379,0.130,NA,NA,0.123,0.013,I,5.078,0.179,NA,NA,NA,NA,NA,NA,NA,0.021,0.046,T,NA,NA,NA
GB2_9-23_UF1,GB2,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,3.5,NA,0.824,0.028,Q,NA,NA,NA,1173,10.40,NA
GB2_9-23_F1,GB2,45000,,09/27/2023,,,0.662,0.130,I,NA,0.100,0.013,I,4.758,0.179,NA,NA,NA,NA,NA,NA,NA,0.008,0.046,T,NA,NA,NA
TSM4_9-23_UF1,TSM4,45000,,09/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,3.5,NA,0.257,0.031,Q,NA,NA,NA,1111,10.40,NA
TSM4_9-23_F1,TSM4,45000,,09/30/2023,,,0.107,0.124,T,NA,0.066,0.015,I,1.206,0.196,NA,NA,NA,NA,NA,NA,NA,NA,0.062,U,NA,NA,NA
TSM3_9-23_UF1,TSM3,45000,,09/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,3.5,NA,0.206,0.031,Q,NA,NA,NA,1122,10.40,NA
TSM3_9-23_F1,TSM3,45000,,09/30/2023,,,2.644,0.124,NA,NA,0.121,0.015,I,2.819,0.196,NA,NA,NA,NA,NA,NA,NA,0.032,0.062,T,NA,NA,NA
TSM1_9-23_UF1,TSM1,45000,,09/30/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,3.5,NA,0.397,0.031,Q,NA,NA,NA,949.2,10.40,NA
TSM1_9-23_F1,TSM1,45000,,09/30/2023,,,3.509,0.124,NA,3.336,0.173,0.015,NA,2.197,0.196,NA,NA,NA,NA,NA,NA,NA,NA,0.062,U,NA,NA,NA
P37_9-23_UF1,P37,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,3.5,NA,0.200,0.031,Q,NA,NA,NA,920.0,10.40,NA
P37_9-23_F1,P37,45000,,09/15/2023,,,0.429,0.124,I,NA,0.124,0.015,I,2.066,0.196,NA,NA,NA,NA,NA,NA,NA,0.023,0.062,T,NA,NA,NA
NCL_9-23_UF1,NCL,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,3.5,NA,0.237,0.031,Q,NA,NA,NA,1533,10.40,NA
NCL_9-23_F1,NCL,45000,,09/15/2023,,,0.014,0.124,T,NA,0.017,0.015,I,1.506,0.196,NA,NA,NA,NA,NA,NA,NA,0.037,0.062,T,NA,NA,NA
CP_9-23_UF1,CP,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,3.5,NA,0.218,0.031,Q,NA,NA,NA,1208,10.40,NA
CP_9-23_F1,CP,45000,,09/15/2023,,,0.017,0.124,T,NA,0.027,0.015,I,2.283,0.196,NA,NA,NA,NA,NA,NA,NA,0.013,0.062,T,NA,NA,NA
EP146_9-23_UF1,EP146,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,3.5,NA,0.234,0.031,Q,NA,NA,NA,1111,10.40,NA
EP146_9-23_F1,EP146,45000,,09/15/2023,,,0.024,0.124,T,NA,0.013,0.015,T,0.587,0.196,I,NA,NA,NA,NA,NA,NA,0.012,0.062,T,NA,NA,NA
OL_9-23_UF1,OL,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0,3.5,NA,0.240,0.031,Q,NA,NA,NA,1142,10.40,NA
OL_9-23_F1,OL,45000,,09/15/2023,,,0.013,0.124,T,NA,0.023,0.015,I,6.062,0.196,NA,NA,NA,NA,NA,NA,NA,0.010,0.062,T,NA,NA,NA
TSH_9-23_UF1,TSH,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7,3.5,NA,0.423,0.031,Q,NA,NA,NA,1418,10.40,NA
TSH_9-23_F1,TSH,45000,,09/15/2023,,,1.917,0.124,NA,NA,0.153,0.015,I,0.679,0.196,I,NA,NA,NA,NA,NA,NA,NA,0.000,U,NA,NA,NA
R127_9-23_UF1,R127,45000,,09/15/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,3.5,NA,0.187,0.031,Q,NA,NA,NA,965.8,10.40,NA
R127_9-23_F1,R127,45000,,09/15/2023,,,0.032,0.124,T,NA,0.012,0.015,T,0.360,0.196,I,NA,NA,NA,NA,NA,NA,0.026,0.062,T,NA,NA,NA
TBCM_9-23_UF1,TBCM,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0,3.5,NA,1.158,0.028,Q,NA,NA,NA,1420,10.40,NA
TBCM_9-23_F1,TBCM,45000,,09/27/2023,,,0.155,0.130,I,NA,0.067,0.013,I,5.107,0.179,NA,NA,NA,NA,NA,NA,NA,0.015,0.046,T,NA,NA,NA
TBHM_9-23_UF1,TBHM,45000,,09/27/2023,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,3.5,NA,1.116,0.031,Q,NA,NA,NA,1803,10.40,NA
TBHM_9-23_F1,TBHM,45000,,09/27/2023,,,0.983,0.124,NA,0.751,0.232,0.015,NA,1.643,0.196,NA,NA,NA,NA,NA,NA,NA,0.005,0.062,T,NA,NA,NA
