Station,DBKEY,Daily.Date,Data.Value,Qualifier,Revision Date
NP-TSB,H3153,4/27/1978,9.72,,18-Dec-15
NP-TSB,H3153,4/28/1978,7.23,,18-Dec-15
NP-TSB,H3153,4/29/1978,5.49,,18-Dec-15
NP-TSB,H3153,4/30/1978,4.12,,18-Dec-15
NP-TSB,H3153,5/1/1978,3.27,,18-Dec-15
NP-TSB,H3153,5/2/1978,2.58,,18-Dec-15
NP-TSB,H3153,5/3/1978,2.01,,18-Dec-15
NP-TSB,H3153,5/4/1978,1.56,,18-Dec-15
NP-TSB,H3153,5/5/1978,1.89,,18-Dec-15
NP-TSB,H3153,5/6/1978,3.06,,18-Dec-15
NP-TSB,H3153,5/7/1978,2.57,,18-Dec-15
NP-TSB,H3153,5/8/1978,2.08,,18-Dec-15
NP-TSB,H3153,5/9/1978,1.73,,18-Dec-15
NP-TSB,H3153,5/10/1978,1.43,,18-Dec-15
NP-TSB,H3153,5/11/1978,1.46,,18-Dec-15
NP-TSB,H3153,5/12/1978,1.5,,18-Dec-15
NP-TSB,H3153,5/13/1978,1.69,,18-Dec-15
NP-TSB,H3153,5/14/1978,1.61,,18-Dec-15
NP-TSB,H3153,5/15/1978,1.49,,18-Dec-15
NP-TSB,H3153,5/16/1978,1.27,,18-Dec-15
NP-TSB,H3153,5/17/1978,0,,19-Mar-98
NP-TSB,H3153,5/18/1978,2,,18-Dec-15
NP-TSB,H3153,5/19/1978,6.33,,18-Dec-15
NP-TSB,H3153,5/20/1978,17.42,,18-Dec-15
NP-TSB,H3153,5/21/1978,18.64,,18-Dec-15
NP-TSB,H3153,5/22/1978,16.19,,18-Dec-15
NP-TSB,H3153,5/23/1978,13.66,,18-Dec-15
NP-TSB,H3153,5/24/1978,11.8,,18-Dec-15
NP-TSB,H3153,5/25/1978,10.17,,18-Dec-15
NP-TSB,H3153,5/26/1978,9.7,,18-Dec-15
NP-TSB,H3153,5/27/1978,11.23,,18-Dec-15
NP-TSB,H3153,5/28/1978,12.29,,18-Dec-15
NP-TSB,H3153,5/29/1978,13.47,,18-Dec-15
NP-TSB,H3153,5/30/1978,15.94,,18-Dec-15
NP-TSB,H3153,5/31/1978,15.64,,18-Dec-15
NP-TSB,H3153,6/1/1978,16.19,,18-Dec-15
NP-TSB,H3153,6/2/1978,15.94,,18-Dec-15
NP-TSB,H3153,6/3/1978,16.06,,18-Dec-15
NP-TSB,H3153,6/4/1978,12.73,,18-Dec-15
NP-TSB,H3153,6/5/1978,14.68,,18-Dec-15
NP-TSB,H3153,6/6/1978,22.41,,18-Dec-15
NP-TSB,H3153,6/7/1978,19.93,,18-Dec-15
NP-TSB,H3153,6/8/1978,16.32,,18-Dec-15
NP-TSB,H3153,6/9/1978,12.66,,18-Dec-15
NP-TSB,H3153,6/10/1978,10.05,,18-Dec-15
NP-TSB,H3153,6/11/1978,7.93,,18-Dec-15
NP-TSB,H3153,6/12/1978,6.97,,18-Dec-15
NP-TSB,H3153,6/13/1978,8.42,,18-Dec-15
NP-TSB,H3153,6/14/1978,7.64,,18-Dec-15
NP-TSB,H3153,6/15/1978,6.91,,18-Dec-15
NP-TSB,H3153,6/16/1978,6.83,,18-Dec-15
NP-TSB,H3153,6/17/1978,6.18,,18-Dec-15
NP-TSB,H3153,6/18/1978,6.46,,18-Dec-15
NP-TSB,H3153,6/19/1978,9.81,,18-Dec-15
NP-TSB,H3153,6/20/1978,12.09,,18-Dec-15
NP-TSB,H3153,6/21/1978,14.41,,18-Dec-15
NP-TSB,H3153,6/22/1978,21.09,,18-Dec-15
NP-TSB,H3153,6/23/1978,29.63,,18-Dec-15
NP-TSB,H3153,6/24/1978,29.26,,18-Dec-15
NP-TSB,H3153,6/25/1978,26.91,,18-Dec-15
NP-TSB,H3153,6/26/1978,23.46,,18-Dec-15
NP-TSB,H3153,6/27/1978,23.22,,18-Dec-15
NP-TSB,H3153,6/28/1978,24.17,,18-Dec-15
NP-TSB,H3153,6/29/1978,25.22,,18-Dec-15
NP-TSB,H3153,6/30/1978,23.75,,18-Dec-15
NP-TSB,H3153,7/1/1978,24.79,,18-Dec-15
NP-TSB,H3153,7/2/1978,26.51,,18-Dec-15
NP-TSB,H3153,7/3/1978,31.95,,18-Dec-15
NP-TSB,H3153,7/4/1978,35.79,,18-Dec-15
NP-TSB,H3153,7/5/1978,35.53,,18-Dec-15
NP-TSB,H3153,7/6/1978,41.67,,18-Dec-15
NP-TSB,H3153,7/7/1978,53.28,,18-Dec-15
NP-TSB,H3153,7/8/1978,52.92,,18-Dec-15
NP-TSB,H3153,7/9/1978,52.56,,18-Dec-15
NP-TSB,H3153,7/10/1978,49.85,,18-Dec-15
NP-TSB,H3153,7/11/1978,43.98,,18-Dec-15
NP-TSB,H3153,7/12/1978,39.74,,18-Dec-15
NP-TSB,H3153,7/13/1978,36.74,,18-Dec-15
NP-TSB,H3153,7/14/1978,44.18,,18-Dec-15
NP-TSB,H3153,7/15/1978,45.97,,18-Dec-15
NP-TSB,H3153,7/16/1978,40.69,,18-Dec-15
NP-TSB,H3153,7/17/1978,32.58,,18-Dec-15
NP-TSB,H3153,7/18/1978,26.64,,18-Dec-15
NP-TSB,H3153,7/19/1978,21.09,,18-Dec-15
NP-TSB,H3153,7/20/1978,17.51,,18-Dec-15
NP-TSB,H3153,7/21/1978,14.48,,18-Dec-15
NP-TSB,H3153,7/22/1978,13.99,,18-Dec-15
NP-TSB,H3153,7/23/1978,15.48,,18-Dec-15
NP-TSB,H3153,7/24/1978,15.77,,18-Dec-15
NP-TSB,H3153,7/25/1978,13.37,,18-Dec-15
NP-TSB,H3153,7/26/1978,11.29,,18-Dec-15
NP-TSB,H3153,7/27/1978,9.22,,18-Dec-15
NP-TSB,H3153,7/28/1978,7.73,,18-Dec-15
NP-TSB,H3153,7/29/1978,6.44,,18-Dec-15
NP-TSB,H3153,7/30/1978,8.07,,18-Dec-15
NP-TSB,H3153,7/31/1978,13.95,,18-Dec-15
NP-TSB,H3153,8/1/1978,11.45,,18-Dec-15
NP-TSB,H3153,8/2/1978,12.03,,18-Dec-15
NP-TSB,H3153,8/3/1978,13.29,,18-Dec-15
NP-TSB,H3153,8/4/1978,11.54,,18-Dec-15
NP-TSB,H3153,8/5/1978,11.45,,18-Dec-15
NP-TSB,H3153,8/6/1978,13.05,,18-Dec-15
NP-TSB,H3153,8/7/1978,14.84,,18-Dec-15
NP-TSB,H3153,8/8/1978,16.8,,18-Dec-15
NP-TSB,H3153,8/9/1978,16.71,,18-Dec-15
NP-TSB,H3153,8/10/1978,14.52,,18-Dec-15
NP-TSB,H3153,8/11/1978,13.73,,18-Dec-15
NP-TSB,H3153,8/12/1978,26.12,,18-Dec-15
NP-TSB,H3153,8/13/1978,56.92,,18-Dec-15
NP-TSB,H3153,8/14/1978,67.97,,18-Dec-15
NP-TSB,H3153,8/15/1978,61.88,,18-Dec-15
NP-TSB,H3153,8/16/1978,52.68,,18-Dec-15
NP-TSB,H3153,8/17/1978,44.7,,18-Dec-15
NP-TSB,H3153,8/18/1978,35.96,,18-Dec-15
NP-TSB,H3153,8/19/1978,30.29,,18-Dec-15
NP-TSB,H3153,8/20/1978,27.38,,18-Dec-15
NP-TSB,H3153,8/21/1978,24.66,,18-Dec-15
NP-TSB,H3153,8/22/1978,22.24,,18-Dec-15
NP-TSB,H3153,8/23/1978,21.03,,18-Dec-15
NP-TSB,H3153,8/24/1978,28.34,,18-Dec-15
NP-TSB,H3153,8/25/1978,45.65,,18-Dec-15
NP-TSB,H3153,8/26/1978,52.2,,18-Dec-15
NP-TSB,H3153,8/27/1978,50.89,,18-Dec-15
NP-TSB,H3153,8/28/1978,46.18,,18-Dec-15
NP-TSB,H3153,8/29/1978,43.98,,18-Dec-15
NP-TSB,H3153,8/30/1978,64.72,,18-Dec-15
NP-TSB,H3153,8/31/1978,106.15,,18-Dec-15
NP-TSB,H3153,9/1/1978,124.41,,18-Dec-15
NP-TSB,H3153,9/2/1978,157.63,,18-Dec-15
NP-TSB,H3153,9/3/1978,198.44,,18-Dec-15
NP-TSB,H3153,9/4/1978,208.77,,18-Dec-15
NP-TSB,H3153,9/5/1978,219.57,,18-Dec-15
NP-TSB,H3153,9/6/1978,244.53,,18-Dec-15
NP-TSB,H3153,9/7/1978,238.07,,18-Dec-15
NP-TSB,H3153,9/8/1978,210.4,,18-Dec-15
NP-TSB,H3153,9/9/1978,196.89,,18-Dec-15
NP-TSB,H3153,9/10/1978,237.16,,18-Dec-15
NP-TSB,H3153,9/11/1978,254.04,,18-Dec-15
NP-TSB,H3153,9/12/1978,271.96,,18-Dec-15
NP-TSB,H3153,9/13/1978,255,,18-Dec-15
NP-TSB,H3153,9/14/1978,282.93,,18-Dec-15
NP-TSB,H3153,9/15/1978,297.04,,18-Dec-15
NP-TSB,H3153,9/16/1978,249.72,,18-Dec-15
NP-TSB,H3153,9/17/1978,213.28,,18-Dec-15
NP-TSB,H3153,9/18/1978,178.05,,18-Dec-15
NP-TSB,H3153,9/19/1978,148.06,,18-Dec-15
NP-TSB,H3153,9/20/1978,132.89,,18-Dec-15
NP-TSB,H3153,9/21/1978,119.35,,18-Dec-15
NP-TSB,H3153,9/22/1978,111.64,,18-Dec-15
NP-TSB,H3153,9/23/1978,108.86,,18-Dec-15
NP-TSB,H3153,9/24/1978,101.75,,18-Dec-15
NP-TSB,H3153,9/25/1978,105.48,,18-Dec-15
NP-TSB,H3153,9/26/1978,121.6,,18-Dec-15
NP-TSB,H3153,9/27/1978,102.4,,18-Dec-15
NP-TSB,H3153,9/28/1978,85.19,,18-Dec-15
NP-TSB,H3153,9/29/1978,75.57,,18-Dec-15
NP-TSB,H3153,9/30/1978,71.36,,18-Dec-15
NP-TSB,H3153,10/1/1978,63,,18-Dec-15
NP-TSB,H3153,10/2/1978,58.22,,18-Dec-15
NP-TSB,H3153,10/3/1978,51.25,,18-Dec-15
NP-TSB,H3153,10/4/1978,51.72,,18-Dec-15
NP-TSB,H3153,10/5/1978,70.11,,18-Dec-15
NP-TSB,H3153,10/6/1978,75.57,,18-Dec-15
NP-TSB,H3153,10/7/1978,69.8,,18-Dec-15
NP-TSB,H3153,10/8/1978,61.74,,18-Dec-15
NP-TSB,H3153,10/9/1978,53.16,,18-Dec-15
NP-TSB,H3153,10/10/1978,45.65,,18-Dec-15
NP-TSB,H3153,10/11/1978,41.08,,18-Dec-15
NP-TSB,H3153,10/12/1978,40.79,,18-Dec-15
NP-TSB,H3153,10/13/1978,34.27,,18-Dec-15
NP-TSB,H3153,10/14/1978,44.18,,18-Dec-15
NP-TSB,H3153,10/15/1978,72.31,,18-Dec-15
NP-TSB,H3153,10/16/1978,75.24,,18-Dec-15
NP-TSB,H3153,10/17/1978,66.92,,18-Dec-15
NP-TSB,H3153,10/18/1978,55.52,,18-Dec-15
NP-TSB,H3153,10/19/1978,43.77,,18-Dec-15
NP-TSB,H3153,10/20/1978,35.19,,18-Dec-15
NP-TSB,H3153,10/21/1978,26.71,,18-Dec-15
NP-TSB,H3153,10/22/1978,21.14,,18-Dec-15
NP-TSB,H3153,10/23/1978,18.93,,18-Dec-15
NP-TSB,H3153,10/24/1978,16.49,,18-Dec-15
NP-TSB,H3153,10/25/1978,18.69,,18-Dec-15
NP-TSB,H3153,10/26/1978,19.53,,18-Dec-15
NP-TSB,H3153,10/27/1978,17.93,,18-Dec-15
NP-TSB,H3153,10/28/1978,16.02,,18-Dec-15
NP-TSB,H3153,10/29/1978,13.19,,18-Dec-15
NP-TSB,H3153,10/30/1978,10.54,,18-Dec-15
NP-TSB,H3153,10/31/1978,8.35,,18-Dec-15
NP-TSB,H3153,11/1/1978,6.57,,18-Dec-15
NP-TSB,H3153,11/2/1978,5.14,,18-Dec-15
NP-TSB,H3153,11/3/1978,3.87,,18-Dec-15
NP-TSB,H3153,11/4/1978,2.89,,18-Dec-15
NP-TSB,H3153,11/5/1978,2.13,,18-Dec-15
NP-TSB,H3153,11/6/1978,1.6,,18-Dec-15
NP-TSB,H3153,11/7/1978,1.43,,18-Dec-15
NP-TSB,H3153,11/8/1978,2.36,,18-Dec-15
NP-TSB,H3153,11/9/1978,2.42,,18-Dec-15
NP-TSB,H3153,11/10/1978,2.17,,18-Dec-15
NP-TSB,H3153,11/11/1978,1.75,,18-Dec-15
NP-TSB,H3153,11/12/1978,1.41,,18-Dec-15
NP-TSB,H3153,11/13/1978,1.09,,18-Dec-15
NP-TSB,H3153,11/14/1978,0.83,,18-Dec-15
NP-TSB,H3153,11/15/1978,0.66,,18-Dec-15
NP-TSB,H3153,11/16/1978,0.53,,18-Dec-15
NP-TSB,H3153,11/17/1978,0.4,,18-Dec-15
NP-TSB,H3153,11/18/1978,0.35,,18-Dec-15
NP-TSB,H3153,11/19/1978,0.3,,18-Dec-15
NP-TSB,H3153,11/20/1978,0.26,,18-Dec-15
NP-TSB,H3153,11/21/1978,0.23,,18-Dec-15
NP-TSB,H3153,11/22/1978,0.2,,18-Dec-15
NP-TSB,H3153,11/23/1978,0.17,,18-Dec-15
NP-TSB,H3153,11/24/1978,0.14,,18-Dec-15
NP-TSB,H3153,11/25/1978,0.12,,18-Dec-15
NP-TSB,H3153,11/26/1978,0.11,,18-Dec-15
NP-TSB,H3153,11/27/1978,0.09,,18-Dec-15
NP-TSB,H3153,11/28/1978,0.08,,18-Dec-15
NP-TSB,H3153,11/29/1978,0.07,,18-Dec-15
NP-TSB,H3153,11/30/1978,0.07,,18-Dec-15
NP-TSB,H3153,12/1/1978,0.06,,18-Dec-15
NP-TSB,H3153,12/2/1978,0.07,,18-Dec-15
NP-TSB,H3153,12/3/1978,0.06,,18-Dec-15
NP-TSB,H3153,12/4/1978,0.05,,18-Dec-15
NP-TSB,H3153,12/5/1978,0.08,,18-Dec-15
NP-TSB,H3153,12/6/1978,0.09,,18-Dec-15
NP-TSB,H3153,12/7/1978,0.09,,18-Dec-15
NP-TSB,H3153,12/8/1978,0.08,,18-Dec-15
NP-TSB,H3153,12/9/1978,0.07,,18-Dec-15
NP-TSB,H3153,12/10/1978,0.06,,18-Dec-15
NP-TSB,H3153,12/11/1978,0.07,,18-Dec-15
NP-TSB,H3153,12/12/1978,0.06,,18-Dec-15
NP-TSB,H3153,12/13/1978,0.05,,18-Dec-15
NP-TSB,H3153,12/14/1978,0.05,,18-Dec-15
NP-TSB,H3153,12/15/1978,0.04,,18-Dec-15
NP-TSB,H3153,12/16/1978,0.03,,18-Dec-15
NP-TSB,H3153,12/17/1978,0.03,,18-Dec-15
NP-TSB,H3153,12/18/1978,0,,19-Mar-98
NP-TSB,H3153,12/19/1978,0,,19-Mar-98
NP-TSB,H3153,12/20/1978,0,,19-Mar-98
NP-TSB,H3153,12/21/1978,0,,19-Mar-98
NP-TSB,H3153,12/22/1978,0,,19-Mar-98
NP-TSB,H3153,12/23/1978,0,,19-Mar-98
NP-TSB,H3153,12/24/1978,0,,19-Mar-98
NP-TSB,H3153,12/25/1978,0,,19-Mar-98
NP-TSB,H3153,12/26/1978,0.06,,18-Dec-15
NP-TSB,H3153,12/27/1978,0.25,,18-Dec-15
NP-TSB,H3153,12/28/1978,0.28,,18-Dec-15
NP-TSB,H3153,12/29/1978,0.4,,18-Dec-15
NP-TSB,H3153,12/30/1978,0.35,,18-Dec-15
NP-TSB,H3153,12/31/1978,0.29,,18-Dec-15
NP-TSB,H3153,1/1/1979,0.23,,18-Dec-15
NP-TSB,H3153,1/2/1979,0.2,,18-Dec-15
NP-TSB,H3153,1/3/1979,0.21,,18-Dec-15
NP-TSB,H3153,1/4/1979,0.16,,18-Dec-15
NP-TSB,H3153,1/5/1979,0.13,,18-Dec-15
NP-TSB,H3153,1/6/1979,0.11,,18-Dec-15
NP-TSB,H3153,1/7/1979,0.1,,18-Dec-15
NP-TSB,H3153,1/8/1979,0.09,,18-Dec-15
NP-TSB,H3153,1/9/1979,0.09,,18-Dec-15
NP-TSB,H3153,1/10/1979,0.07,,18-Dec-15
NP-TSB,H3153,1/11/1979,0.06,,18-Dec-15
NP-TSB,H3153,1/12/1979,0,,19-Mar-98
NP-TSB,H3153,1/13/1979,0.07,,18-Dec-15
NP-TSB,H3153,1/14/1979,0.07,,18-Dec-15
NP-TSB,H3153,1/15/1979,0,,19-Mar-98
NP-TSB,H3153,1/16/1979,0,,19-Mar-98
NP-TSB,H3153,1/17/1979,0,,19-Mar-98
NP-TSB,H3153,1/18/1979,0,,19-Mar-98
NP-TSB,H3153,1/19/1979,0,,19-Mar-98
NP-TSB,H3153,1/20/1979,0,,19-Mar-98
NP-TSB,H3153,1/21/1979,0,,19-Mar-98
NP-TSB,H3153,1/22/1979,0,,19-Mar-98
NP-TSB,H3153,1/23/1979,0,,19-Mar-98
NP-TSB,H3153,1/24/1979,0,,19-Mar-98
NP-TSB,H3153,1/25/1979,0,,19-Mar-98
NP-TSB,H3153,1/26/1979,0,,19-Mar-98
NP-TSB,H3153,1/27/1979,0,,19-Mar-98
NP-TSB,H3153,1/28/1979,0.11,,18-Dec-15
NP-TSB,H3153,1/29/1979,0.11,,18-Dec-15
NP-TSB,H3153,1/30/1979,0,,19-Mar-98
NP-TSB,H3153,1/31/1979,0,,19-Mar-98
NP-TSB,H3153,2/1/1979,0,,19-Mar-98
NP-TSB,H3153,2/2/1979,0,,19-Mar-98
NP-TSB,H3153,2/3/1979,0,,19-Mar-98
NP-TSB,H3153,2/4/1979,0,,19-Mar-98
NP-TSB,H3153,2/5/1979,0,,19-Mar-98
NP-TSB,H3153,2/6/1979,0,,19-Mar-98
NP-TSB,H3153,2/7/1979,0,,19-Mar-98
NP-TSB,H3153,2/8/1979,0,,19-Mar-98
NP-TSB,H3153,2/9/1979,0,,19-Mar-98
NP-TSB,H3153,2/10/1979,0,,19-Mar-98
NP-TSB,H3153,2/11/1979,0,,19-Mar-98
NP-TSB,H3153,2/12/1979,0,,19-Mar-98
NP-TSB,H3153,2/13/1979,0,,19-Mar-98
NP-TSB,H3153,2/14/1979,0,,19-Mar-98
NP-TSB,H3153,2/15/1979,0,,19-Mar-98
NP-TSB,H3153,2/16/1979,0,,19-Mar-98
NP-TSB,H3153,2/17/1979,0,,19-Mar-98
NP-TSB,H3153,2/18/1979,0,,19-Mar-98
NP-TSB,H3153,2/19/1979,0,,19-Mar-98
NP-TSB,H3153,2/20/1979,0,,19-Mar-98
NP-TSB,H3153,2/21/1979,0,,19-Mar-98
NP-TSB,H3153,2/22/1979,0,,19-Mar-98
NP-TSB,H3153,2/23/1979,0,,19-Mar-98
NP-TSB,H3153,2/24/1979,0,,19-Mar-98
NP-TSB,H3153,2/25/1979,0,,19-Mar-98
NP-TSB,H3153,2/26/1979,0,,19-Mar-98
NP-TSB,H3153,2/27/1979,0,,19-Mar-98
NP-TSB,H3153,2/28/1979,0,,19-Mar-98
NP-TSB,H3153,3/1/1979,0,,19-Mar-98
NP-TSB,H3153,3/2/1979,0,,19-Mar-98
NP-TSB,H3153,3/3/1979,0,,19-Mar-98
NP-TSB,H3153,3/4/1979,0,,19-Mar-98
NP-TSB,H3153,3/5/1979,0,,19-Mar-98
NP-TSB,H3153,3/6/1979,0,,19-Mar-98
NP-TSB,H3153,3/7/1979,0,,19-Mar-98
NP-TSB,H3153,3/8/1979,0,,19-Mar-98
NP-TSB,H3153,3/9/1979,0,,19-Mar-98
NP-TSB,H3153,3/10/1979,0,,19-Mar-98
NP-TSB,H3153,3/11/1979,0,,19-Mar-98
NP-TSB,H3153,3/12/1979,0,,19-Mar-98
NP-TSB,H3153,3/13/1979,0,,19-Mar-98
NP-TSB,H3153,3/14/1979,0,,19-Mar-98
NP-TSB,H3153,3/15/1979,0,,19-Mar-98
NP-TSB,H3153,3/16/1979,0,,19-Mar-98
NP-TSB,H3153,3/17/1979,0,,19-Mar-98
NP-TSB,H3153,3/18/1979,0,,19-Mar-98
NP-TSB,H3153,3/19/1979,0,,19-Mar-98
NP-TSB,H3153,3/20/1979,0,,19-Mar-98
NP-TSB,H3153,3/21/1979,0,,19-Mar-98
NP-TSB,H3153,3/22/1979,0,,19-Mar-98
NP-TSB,H3153,3/23/1979,0,,19-Mar-98
NP-TSB,H3153,3/24/1979,0,,19-Mar-98
NP-TSB,H3153,3/25/1979,0,,19-Mar-98
NP-TSB,H3153,3/26/1979,0,,19-Mar-98
NP-TSB,H3153,3/27/1979,0,,19-Mar-98
NP-TSB,H3153,3/28/1979,0,,19-Mar-98
NP-TSB,H3153,3/29/1979,0,,19-Mar-98
NP-TSB,H3153,3/30/1979,0,,19-Mar-98
NP-TSB,H3153,3/31/1979,0,,19-Mar-98
NP-TSB,H3153,4/1/1979,0,,19-Mar-98
NP-TSB,H3153,4/2/1979,0,,19-Mar-98
NP-TSB,H3153,4/3/1979,0,,19-Mar-98
NP-TSB,H3153,4/4/1979,0,,19-Mar-98
NP-TSB,H3153,4/5/1979,0,,19-Mar-98
NP-TSB,H3153,4/6/1979,0,,19-Mar-98
NP-TSB,H3153,4/7/1979,0,,19-Mar-98
NP-TSB,H3153,4/8/1979,0,,19-Mar-98
NP-TSB,H3153,4/9/1979,0,,19-Mar-98
NP-TSB,H3153,4/10/1979,0,,19-Mar-98
NP-TSB,H3153,4/11/1979,0,,19-Mar-98
NP-TSB,H3153,4/12/1979,0,,19-Mar-98
NP-TSB,H3153,4/13/1979,0,,19-Mar-98
NP-TSB,H3153,4/14/1979,0,,19-Mar-98
NP-TSB,H3153,4/15/1979,0,,19-Mar-98
NP-TSB,H3153,4/16/1979,0,,19-Mar-98
NP-TSB,H3153,4/17/1979,0,,19-Mar-98
NP-TSB,H3153,4/18/1979,0,,19-Mar-98
NP-TSB,H3153,4/19/1979,0,,19-Mar-98
NP-TSB,H3153,4/20/1979,0,,19-Mar-98
NP-TSB,H3153,4/21/1979,0,,19-Mar-98
NP-TSB,H3153,4/22/1979,0,,19-Mar-98
NP-TSB,H3153,4/23/1979,0,,19-Mar-98
NP-TSB,H3153,4/24/1979,0,,19-Mar-98
NP-TSB,H3153,4/25/1979,14.95,,18-Dec-15
NP-TSB,H3153,4/26/1979,68.27,,18-Dec-15
NP-TSB,H3153,4/27/1979,75.73,,18-Dec-15
NP-TSB,H3153,4/28/1979,67.22,,18-Dec-15
NP-TSB,H3153,4/29/1979,53.16,,18-Dec-15
NP-TSB,H3153,4/30/1979,52.68,,18-Dec-15
NP-TSB,H3153,5/1/1979,98.15,,18-Dec-15
NP-TSB,H3153,5/2/1979,165.07,,18-Dec-15
NP-TSB,H3153,5/3/1979,172.14,,18-Dec-15
NP-TSB,H3153,5/4/1979,156.36,,18-Dec-15
NP-TSB,H3153,5/5/1979,133.16,,18-Dec-15
NP-TSB,H3153,5/6/1979,110.94,,18-Dec-15
NP-TSB,H3153,5/7/1979,94.05,,18-Dec-15
NP-TSB,H3153,5/8/1979,81.04,,18-Dec-15
NP-TSB,H3153,5/9/1979,65.3,,18-Dec-15
NP-TSB,H3153,5/10/1979,52.32,,18-Dec-15
NP-TSB,H3153,5/11/1979,39.65,,18-Dec-15
NP-TSB,H3153,5/12/1979,30.58,,18-Dec-15
NP-TSB,H3153,5/13/1979,23.4,,18-Dec-15
NP-TSB,H3153,5/14/1979,21.74,,18-Dec-15
NP-TSB,H3153,5/15/1979,30.21,,18-Dec-15
NP-TSB,H3153,5/16/1979,32.58,,18-Dec-15
NP-TSB,H3153,5/17/1979,31.19,,18-Dec-15
NP-TSB,H3153,5/18/1979,27.72,,18-Dec-15
NP-TSB,H3153,5/19/1979,22.24,,18-Dec-15
NP-TSB,H3153,5/20/1979,16.84,,18-Dec-15
NP-TSB,H3153,5/21/1979,12.63,,18-Dec-15
NP-TSB,H3153,5/22/1979,9.38,,18-Dec-15
NP-TSB,H3153,5/23/1979,6.89,,18-Dec-15
NP-TSB,H3153,5/24/1979,5.15,,18-Dec-15
NP-TSB,H3153,5/25/1979,3.94,,18-Dec-15
NP-TSB,H3153,5/26/1979,2.89,,18-Dec-15
NP-TSB,H3153,5/27/1979,2.17,,18-Dec-15
NP-TSB,H3153,5/28/1979,1.78,,18-Dec-15
NP-TSB,H3153,5/29/1979,1.86,,18-Dec-15
NP-TSB,H3153,5/30/1979,1.75,,18-Dec-15
NP-TSB,H3153,5/31/1979,1.53,,18-Dec-15
NP-TSB,H3153,6/1/1979,1.55,,18-Dec-15
NP-TSB,H3153,6/2/1979,1.56,,18-Dec-15
NP-TSB,H3153,6/3/1979,1.88,,18-Dec-15
NP-TSB,H3153,6/4/1979,2.17,,18-Dec-15
NP-TSB,H3153,6/5/1979,2.42,,18-Dec-15
NP-TSB,H3153,6/6/1979,2.61,,18-Dec-15
NP-TSB,H3153,6/7/1979,2.54,,18-Dec-15
NP-TSB,H3153,6/8/1979,2.48,,18-Dec-15
NP-TSB,H3153,6/9/1979,2.59,,18-Dec-15
NP-TSB,H3153,6/10/1979,2.53,,18-Dec-15
NP-TSB,H3153,6/11/1979,2.48,,18-Dec-15
NP-TSB,H3153,6/12/1979,2.42,,18-Dec-15
NP-TSB,H3153,6/13/1979,2.21,,18-Dec-15
NP-TSB,H3153,6/14/1979,2.9,,18-Dec-15
NP-TSB,H3153,6/15/1979,25.73,,18-Dec-15
NP-TSB,H3153,6/16/1979,38.08,,18-Dec-15
NP-TSB,H3153,6/17/1979,43.06,,18-Dec-15
NP-TSB,H3153,6/18/1979,37.45,,18-Dec-15
NP-TSB,H3153,6/19/1979,36.74,,18-Dec-15
NP-TSB,H3153,6/20/1979,33.54,,18-Dec-15
NP-TSB,H3153,6/21/1979,27.65,,18-Dec-15
NP-TSB,H3153,6/22/1979,22.19,,18-Dec-15
NP-TSB,H3153,6/23/1979,18.12,,18-Dec-15
NP-TSB,H3153,6/24/1979,14.37,,18-Dec-15
NP-TSB,H3153,6/25/1979,11.02,,18-Dec-15
NP-TSB,H3153,6/26/1979,8.59,,18-Dec-15
NP-TSB,H3153,6/27/1979,7.28,,18-Dec-15
NP-TSB,H3153,6/28/1979,5.96,,18-Dec-15
NP-TSB,H3153,6/29/1979,5.47,,18-Dec-15
NP-TSB,H3153,6/30/1979,5.03,,18-Dec-15
NP-TSB,H3153,7/1/1979,6.59,,18-Dec-15
NP-TSB,H3153,7/2/1979,23.69,,18-Dec-15
NP-TSB,H3153,7/3/1979,22.07,,18-Dec-15
NP-TSB,H3153,7/4/1979,18.5,,18-Dec-15
NP-TSB,H3153,7/5/1979,15.89,,18-Dec-15
NP-TSB,H3153,7/6/1979,15.15,,18-Dec-15
NP-TSB,H3153,7/7/1979,17.33,,18-Dec-15
NP-TSB,H3153,7/8/1979,15.28,,18-Dec-15
NP-TSB,H3153,7/9/1979,12.36,,18-Dec-15
NP-TSB,H3153,7/10/1979,10.25,,18-Dec-15
NP-TSB,H3153,7/11/1979,8.23,,18-Dec-15
NP-TSB,H3153,7/12/1979,7.8,,18-Dec-15
NP-TSB,H3153,7/13/1979,6.99,,18-Dec-15
NP-TSB,H3153,7/14/1979,6.61,,18-Dec-15
NP-TSB,H3153,7/15/1979,7.25,,18-Dec-15
NP-TSB,H3153,7/16/1979,7.3,,18-Dec-15
NP-TSB,H3153,7/17/1979,6.51,,18-Dec-15
NP-TSB,H3153,7/18/1979,5.82,,18-Dec-15
NP-TSB,H3153,7/19/1979,5.04,,18-Dec-15
NP-TSB,H3153,7/20/1979,5.7,,18-Dec-15
NP-TSB,H3153,7/21/1979,9.12,,18-Dec-15
NP-TSB,H3153,7/22/1979,15.77,,18-Dec-15
NP-TSB,H3153,7/23/1979,16.71,,18-Dec-15
NP-TSB,H3153,7/24/1979,16.36,,18-Dec-15
NP-TSB,H3153,7/25/1979,15.15,,18-Dec-15
NP-TSB,H3153,7/26/1979,13.33,,18-Dec-15
NP-TSB,H3153,7/27/1979,11.35,,18-Dec-15
